,,,,,,,Strategy Results,,,,,,,,,,,
,Tickers Traded,Entry Point Price,Exit Point Price,Shares Traded,Earnings ($),Earnings (%),Exit Strategy (Loss %),Exit Strategy (Win %),Exit Strategy (Time),Trading Period,Trading Start Date,Trading End Date,Trading Intervals,Account Value,Number of Stocks Traded,Profit (%),Profit ($),Win Rate
0,MSFT,28,28.63999939,357,0.63999939,2.285712106,0,0.5,14,3732 days,3/24/2019,3/24/2021,1d,39144.73725,484,291.4473725,29144.73725,82.43801653
1,INTC,20.65999985,20.82999992,495,0.170000076,0.822846455,,,,,,,,,,,,
2,QCOM,52.06999969,52.36999893,198,0.299999237,0.576146032,,,,,,,,,,,,
3,MSFT,28.65999985,28.89999962,361,0.239999771,0.837403253,,,,,,,,,,,,
4,AMD,7.489999771,7.550000191,1396,0.06000042,0.801073718,,,,,,,,,,,,
5,AAPL,12.32250023,12.42464256,855,0.102142334,0.828909167,,,,,,,,,,,,
6,AAPL,12.56714344,12.63142872,845,0.064285278,0.511534532,,,,,,,,,,,,
7,SNE,35.24000168,35.63999939,303,0.399997711,1.135067231,,,,,,,,,,,,
8,PEP,63.95999908,64.51000214,168,0.550003052,0.859917229,,,,,,,,,,,,
9,MSFT,27.05999947,25.48999977,402,-1.569999695,-5.801920642,,,,,,,,,,,,
10,AAPL,12.62714291,12.29678631,813,-0.330356598,-2.616241856,,,,,,,,,,,,
11,PEP,65.08999634,65.51000214,153,0.420005798,0.645269353,,,,,,,,,,,,
12,AAPL,12.0728569,12.14000034,833,0.06714344,0.556152042,,,,,,,,,,,,
13,TMUS,33.31999969,33.58000183,303,0.260002136,0.780318543,,,,,,,,,,,,
14,AAPL,12.00464344,12.26821423,849,0.263570786,2.195573628,,,,,,,,,,,,
15,MSFT,25.76000023,26.29999924,404,0.539999008,2.096269423,,,,,,,,,,,,
16,PEP,67.93000031,67.93000031,156,0,0,,,,,,,,,,,,
17,TMUS,33.74000168,33.91999817,315,0.17999649,0.533480977,,,,,,,,,,,,
18,JNJ,66.20999908,67.08999634,161,0.879997253,1.329100235,,,,,,,,,,,,
19,AAPL,12.16071415,12.45964336,891,0.298929214,2.458155095,,,,,,,,,,,,
20,AMD,8.369999886,7.150000095,1326,-1.21999979,-14.57586388,,,,,,,,,,,,
21,AAPL,11.52178574,11.83464336,823,0.312857628,2.715357107,,,,,,,,,,,,
22,AAPL,11.65535736,11.91607094,835,0.260713577,2.236856144,,,,,,,,,,,,
23,AAPL,11.97357082,12.25,831,0.276429176,2.308661137,,,,,,,,,,,,
24,TTWO,15.56999969,15.68999958,654,0.119999886,0.77071219,,,,,,,,,,,,
25,MSFT,26.77000046,27.28000069,383,0.510000229,1.905118491,,,,,,,,,,,,
26,MSFT,27.05999947,27.26000023,386,0.200000763,0.739101134,,,,,,,,,,,,
27,AMD,7.630000114,7.670000076,1381,0.039999962,0.524245888,,,,,,,,,,,,
28,TTWO,14.06999969,11.81999969,753,-2.25,-15.99147156,,,,,,,,,,,,
29,AAPL,13.58857059,13.86357117,655,0.275000572,2.023763797,,,,,,,,,,,,
30,MSFT,25.84000015,26.29000092,351,0.450000763,1.74148901,,,,,,,,,,,,
31,T,28.47999954,28.81999969,324,0.340000153,1.19382078,,,,,,,,,,,,
32,JNJ,64.58999634,63.00999832,144,-1.579998016,-2.44619617,,,,,,,,,,,,
33,MCD,87.19999695,88.05000305,104,0.850006104,0.974777676,,,,,,,,,,,,
34,AAPL,14.29607105,14.54785728,644,0.251786232,1.761226781,,,,,,,,,,,,
35,PEP,62.36000061,62.72999954,150,0.369998932,0.593327338,,,,,,,,,,,,
36,AAPL,15.07142925,14.35821438,625,-0.713214874,-4.732231179,,,,,,,,,,,,
37,AAPL,14.29428577,13.29821396,628,-0.996071815,-6.968321686,,,,,,,,,,,,
38,QCOM,53.93999863,54.79999924,154,0.86000061,1.59436528,,,,,,,,,,,,
39,MSFT,25.57999992,25.78000069,331,0.200000763,0.781863814,,,,,,,,,,,,
40,AMD,5.659999847,5.389999866,1511,-0.269999981,-4.770317813,,,,,,,,,,,,
41,TMUS,16.07999992,16.34000015,506,0.260000229,1.616916854,,,,,,,,,,,,
42,AAPL,14.46428585,14.62142944,572,0.157143593,1.086424829,,,,,,,,,,,,
43,MSFT,27.39999962,28.04999924,305,0.649999619,2.372261415,,,,,,,,,,,,
44,AMD,5.710000038,5.829999924,1500,0.119999886,2.101574164,,,,,,,,,,,,
45,MSFT,28,28.39999962,312,0.399999619,1.428570066,,,,,,,,,,,,
46,AAPL,15.16785717,15.2485714,585,0.080714226,0.532139938,,,,,,,,,,,,
47,AMD,6.21999979,6.21999979,1434,0,0,,,,,,,,,,,,
48,MSFT,29.72999954,29.89999962,300,0.170000076,0.571813249,,,,,,,,,,,,
49,MSFT,29.95000076,30.13999939,299,0.189998627,0.63438605,,,,,,,,,,,,
50,MCD,100.0100021,101.1200027,90,1.11000061,1.109889598,,,,,,,,,,,,
51,AMD,7.25,7.300000191,1259,0.050000191,0.689657803,,,,,,,,,,,,
52,TTWO,16.19000053,16.29000092,567,0.100000381,0.617667561,,,,,,,,,,,,
53,T,30.04000092,30.25,307,0.209999084,0.69906484,,,,,,,,,,,,
54,AAPL,18.3228569,18.55964279,508,0.236785889,1.292297866,,,,,,,,,,,,
55,AAPL,18.65749931,18.8557148,505,0.198215485,1.062390416,,,,,,,,,,,,
56,MSFT,31.87000084,32.31000137,299,0.440000534,1.380610362,,,,,,,,,,,,
57,MSFT,32.08000183,32.52999878,301,0.449996948,1.402733549,,,,,,,,,,,,
58,QCOM,65.11000061,65.83999634,150,0.729995728,1.12117297,,,,,,,,,,,,
59,AAPL,21.46785736,21.64928627,461,0.181428909,0.84511885,,,,,,,,,,,,
60,AAPL,21.94571495,22.08499908,455,0.139284134,0.634675763,,,,,,,,,,,,
61,CSCO,21.03000069,21.13999939,478,0.109998703,0.523056108,,,,,,,,,,,,
62,AAPL,22.47571373,22.85464287,449,0.378929138,1.685949299,,,,,,,,,,,,
63,QCOM,66.22000122,66.91999817,155,0.699996948,1.057077824,,,,,,,,,,,,
64,INTC,28.47999954,28.81999969,364,0.340000153,1.19382078,,,,,,,,,,,,
65,INTC,29.18000031,25.46999931,360,-3.710000992,-12.71419107,,,,,,,,,,,,
66,PEP,68,68.58000183,134,0.580001831,0.852943869,,,,,,,,,,,,
67,INTC,25.73999977,26.04000092,359,0.300001144,1.165505622,,,,,,,,,,,,
68,QCOM,58.38999939,59.13999939,160,0.75,1.284466532,,,,,,,,,,,,
69,MSFT,29.22999954,29.72999954,324,0.5,1.710571358,,,,,,,,,,,,
70,AAPL,20.3989296,20.5164299,472,0.117500305,0.576012112,,,,,,,,,,,,
71,AAPL,20.43428612,20.83571434,474,0.401428223,1.964483713,,,,,,,,,,,,
72,PEP,69.30999756,69.95999908,142,0.650001526,0.937817846,,,,,,,,,,,,
73,MCD,88.52999878,89.22000122,112,0.690002441,0.779399583,,,,,,,,,,,,
74,PEP,69.98999786,69.98999786,143,0,0,,,,,,,,,,,,
75,AMD,4.900000095,4.929999828,2052,0.029999733,0.612239436,,,,,,,,,,,,
76,QCOM,58.43999863,58.81999969,173,0.380001068,0.650241405,,,,,,,,,,,,
77,JNJ,69.51999664,68.12000275,146,-1.399993896,-2.013800294,,,,,,,,,,,,
78,AAPL,23.14678574,23.95785713,431,0.811071396,3.504034664,,,,,,,,,,,,
79,INTC,26.11000061,23.38999939,395,-2.720001221,-10.417469,,,,,,,,,,,,
80,MSFT,30.78000069,31.01000023,300,0.229999542,0.747236963,,,,,,,,,,,,
81,MSFT,31.20999908,31.43000031,298,0.220001221,0.704906207,,,,,,,,,,,,
82,MSFT,31.19000053,28.96999931,301,-2.220001221,-7.11766971,,,,,,,,,,,,
83,AMD,2.74000001,2.789999962,3183,0.049999952,1.824815772,,,,,,,,,,,,
84,AAPL,22.67000008,23.17392921,391,0.503929138,2.222889883,,,,,,,,,,,,
85,T,35.72000122,36.09999847,254,0.379997253,1.063822062,,,,,,,,,,,,
86,PEP,69.87999725,68.72000122,131,-1.159996033,-1.65998294,,,,,,,,,,,,
87,TTWO,11.51000023,11.97999954,783,0.469999313,4.083399687,,,,,,,,,,,,
88,AAPL,20.20464325,20.42535782,464,0.220714569,1.092395279,,,,,,,,,,,,
89,AMD,1.879999995,1.889999986,5050,0.00999999,0.531914388,,,,,,,,,,,,
90,QCOM,62.13999939,62.75,153,0.61000061,0.981655321,,,,,,,,,,,,
91,AAPL,21.05464363,21.20178604,457,0.14714241,0.698859657,,,,,,,,,,,,
92,JNJ,69.65000153,70.33999634,139,0.689994812,0.990660153,,,,,,,,,,,,
93,MSFT,26.72999954,27.04999924,366,0.319999695,1.197155632,,,,,,,,,,,,
94,AAPL,19.33535767,19.56321335,512,0.227855682,1.178440484,,,,,,,,,,,,
95,INTC,20.67000008,21.06999969,485,0.399999619,1.935169894,,,,,,,,,,,,
96,TTWO,11.97999954,12.10999966,853,0.130000114,1.0851429,,,,,,,,,,,,
97,AMD,2.670000076,2.720000029,3872,0.049999952,1.872657337,,,,,,,,,,,,
98,AAPL,18.76107025,18.87678528,561,0.115715027,0.616782653,,,,,,,,,,,,
99,QCOM,64.77999878,64.77999878,163,0,0,,,,,,,,,,,,
100,SNE,11.09000015,11.18000031,955,0.090000153,0.811543294,,,,,,,,,,,,
101,MSFT,26.88999939,27.14999962,397,0.260000229,0.966903067,,,,,,,,,,,,
102,MSFT,27.04000092,27.19000053,398,0.149999619,0.554732298,,,,,,,,,,,,
103,AAPL,17.95285606,18.17178535,604,0.218929291,1.219467755,,,,,,,,,,,,
