,Tickers Traded,Entry Point Price,Exit Point Price,Shares Traded,Earnings ($),Earnings (%),Exit Strategy (Loss %),Exit Strategy (Win %),Exit Strategy (Time),Trading Period,Trading Start Date,Trading End Date,Trading Intervals,Account Value,Number of Stocks Traded,Profit (%),Profit ($),Win Rate
0,MSFT,29.65999984741211,29.950000762939453,337.0,0.29000091552734375,0.9777509002672732,0.0,0.49999999999998934,14.0,4017 days,2019-03-24,2021-03-24,1d,47853.502712249756,509.0,378.5350271224976,37853.502712249756,83.1041257367387
1,PEP,66.36000061035156,65.33000183105469,152.0,-1.029998779296875,-1.5521379894867036,,,,,,,,,,,,
2,AAPL,9.3246431350708,9.422857284545898,1066.0,0.09821414947509766,1.0532751554395214,,,,,,,,,,,,
3,AAPL,9.238571166992188,9.400713920593262,1087.0,0.16214275360107422,1.7550631008870956,,,,,,,,,,,,
4,NVDA,14.649999618530273,12.329999923706055,697.0,-2.3199996948242188,-15.836175803648022,,,,,,,,,,,,
5,SNE,28.290000915527344,28.75,304.0,0.45999908447265625,1.6260129713187095,,,,,,,,,,,,
6,MSFT,25.5,25.75,342.0,0.25,0.9803921568627451,,,,,,,,,,,,
7,AAPL,9.54464340209961,9.664285659790039,925.0,0.11964225769042969,1.2535015992751606,,,,,,,,,,,,
8,QCOM,35.689998626708984,34.7400016784668,250.0,-0.9499969482421875,-2.661801582506219,,,,,,,,,,,,
9,AAPL,9.188928604125977,9.467499732971191,947.0,0.27857112884521484,3.0315953126475694,,,,,,,,,,,,
10,AAPL,9.079999923706055,9.20285701751709,987.0,0.12285709381103516,1.3530517053230362,,,,,,,,,,,,
11,AAPL,9.283571243286133,9.416786193847656,979.0,0.13321495056152344,1.4349537163067967,,,,,,,,,,,,
12,AAPL,9.319999694824219,9.3871431350708,989.0,0.06714344024658203,0.720423202201064,,,,,,,,,,,,
13,PEP,66.16999816894531,64.37000274658203,140.0,-1.7999954223632812,-2.7202591388434545,,,,,,,,,,,,
14,NVDA,9.920000076293945,10.050000190734863,910.0,0.13000011444091797,1.31048501452719,,,,,,,,,,,,
15,AAPL,8.581428527832031,8.633929252624512,1066.0,0.05250072479248047,0.6117946985423881,,,,,,,,,,,,
16,MSFT,23.639999389648438,23.8799991607666,389.0,0.23999977111816406,1.0152274844104099,,,,,,,,,,,,
17,MSFT,23.940000534057617,24.239999771118164,388.0,0.2999992370605469,1.2531296172435784,,,,,,,,,,,,
18,NVDA,9.899999618530273,10.010000228881836,951.0,0.1100006103515625,1.11111731909231,,,,,,,,,,,,
19,TXN,23.84000015258789,24.010000228881836,399.0,0.1700000762939453,0.71308756378297,,,,,,,,,,,,
20,AAPL,9.537142753601074,9.651429176330566,1005.0,0.11428642272949219,1.1983297899817997,,,,,,,,,,,,
21,MSFT,25.329999923706055,24.6200008392334,383.0,-0.7099990844726562,-2.802996788832109,,,,,,,,,,,,
22,QCOM,44.54999923706055,44.970001220703125,211.0,0.4200019836425781,0.942765411527065,,,,,,,,,,,,
23,MSFT,25.34000015258789,25.59000015258789,375.0,0.25,0.9865824723543591,,,,,,,,,,,,
24,MSFT,25.81999969482422,26.209999084472656,372.0,0.3899993896484375,1.510454664051043,,,,,,,,,,,,
25,QCOM,44.41999816894531,45.52000045776367,219.0,1.1000022888183594,2.4763672538541153,,,,,,,,,,,,
26,QCOM,45.33000183105469,45.75,220.0,0.4199981689453125,0.9265346392674974,,,,,,,,,,,,
27,AAPL,11.04857063293457,11.120356559753418,913.0,0.07178592681884766,0.6497304420977472,,,,,,,,,,,,
28,NVDA,12.380000114440918,12.5,820.0,0.11999988555908203,0.9693043978174571,,,,,,,,,,,,
29,QCOM,48.34000015258789,47.779998779296875,212.0,-0.5600013732910156,-1.1584637391877124,,,,,,,,,,,,
30,AAPL,11.25,11.340356826782227,901.0,0.09035682678222656,0.8031717936197916,,,,,,,,,,,,
31,AAPL,11.362500190734863,11.564286231994629,899.0,0.20178604125976562,1.7758947227504092,,,,,,,,,,,,
32,CSCO,19.389999389648438,19.489999771118164,536.0,0.10000038146972656,0.5157317411939314,,,,,,,,,,,,
33,AAPL,11.420000076293945,11.584643363952637,915.0,0.1646432876586914,1.4417100399190361,,,,,,,,,,,,
34,AAPL,11.488213539123535,11.584285736083984,923.0,0.09607219696044922,0.8362675069824547,,,,,,,,,,,,
35,MSFT,28.190000534057617,28.639999389648438,379.0,0.4499988555908203,1.596306658622288,,,,,,,,,,,,
36,INTC,20.65999984741211,20.829999923706055,525.0,0.1700000762939453,0.8228464547410907,,,,,,,,,,,,
37,QCOM,52.06999969482422,52.369998931884766,210.0,0.2999992370605469,0.5761460319162762,,,,,,,,,,,,
38,MSFT,28.65999984741211,28.899999618530273,384.0,0.23999977111816406,0.8374032533005584,,,,,,,,,,,,
39,SNE,34.779998779296875,35.0,319.0,0.220001220703125,0.6325509730439749,,,,,,,,,,,,
40,INTC,21.56999969482422,21.739999771118164,518.0,0.1700000762939453,0.7881320292032146,,,,,,,,,,,,
41,AAPL,12.567143440246582,12.631428718566895,896.0,0.0642852783203125,0.5115345315024998,,,,,,,,,,,,
42,SNE,35.2400016784668,35.63999938964844,321.0,0.3999977111816406,1.1350672307886323,,,,,,,,,,,,
43,PEP,63.959999084472656,64.51000213623047,179.0,0.5500030517578125,0.8599172289408848,,,,,,,,,,,,
44,MSFT,27.059999465942383,25.489999771118164,426.0,-1.5699996948242188,-5.801920642312704,,,,,,,,,,,,
45,AAPL,12.627142906188965,12.296786308288574,861.0,-0.3303565979003906,-2.616241855776197,,,,,,,,,,,,
46,PEP,65.08999633789062,65.51000213623047,162.0,0.42000579833984375,0.6452693531576482,,,,,,,,,,,,
47,AAPL,12.072856903076172,12.140000343322754,883.0,0.06714344024658203,0.556152042433915,,,,,,,,,,,,
48,NVDA,17.549999237060547,17.549999237060547,611.0,0.0,0.0,,,,,,,,,,,,
49,AAPL,12.004643440246582,12.268214225769043,893.0,0.26357078552246094,2.1955736281080838,,,,,,,,,,,,
50,MSFT,25.760000228881836,26.299999237060547,425.0,0.5399990081787109,2.0962694230618437,,,,,,,,,,,,
51,PEP,67.93000030517578,67.93000030517578,164.0,0.0,0.0,,,,,,,,,,,,
52,TMUS,33.7400016784668,33.91999816894531,331.0,0.17999649047851562,0.5334809766574231,,,,,,,,,,,,
53,TXN,35.0099983215332,35.40999984741211,321.0,0.40000152587890625,1.1425351186974546,,,,,,,,,,,,
54,QCOM,56.56999969482422,56.939998626708984,201.0,0.3699989318847656,0.6540550360275468,,,,,,,,,,,,
55,MSFT,25.670000076293945,24.989999771118164,446.0,-0.6800003051757812,-2.6490078034855813,,,,,,,,,,,,
56,INTC,22.0,21.540000915527344,506.0,-0.45999908447265625,-2.0909049294211646,,,,,,,,,,,,
