,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,NVDA,18,551.3200073242188,"January 25, 2021 at 09:40:00 AM",NVDA,18.0,555.0,"February 03, 2021 at 09:50:00 AM"
1,MSFT,41,241.6199951171875,"February 03, 2021 at 09:50:00 AM",MSFT,41.0,241.58999633789062,"February 03, 2021 at 09:55:00 AM"
2,T,352,28.520000457763672,"February 03, 2021 at 09:55:00 AM",T,352.0,28.512100219726562,"February 03, 2021 at 10:05:00 AM"
3,SNE,93,108.1321029663086,"February 03, 2021 at 10:05:00 AM",SNE,93.0,108.89360046386719,"February 03, 2021 at 10:35:00 AM"
4,AAPL,75,134.0500030517578,"February 03, 2021 at 10:35:00 AM",AAPL,75.0,134.0500030517578,"February 03, 2021 at 10:40:00 AM"
5,TTWO,49,203.58999633789062,"February 03, 2021 at 10:40:00 AM",TTWO,49.0,204.61000061035156,"February 03, 2021 at 10:55:00 AM"
6,AAPL,75,134.10009765625,"February 03, 2021 at 10:55:00 AM",AAPL,75.0,134.0500030517578,"February 03, 2021 at 11:15:00 AM"
7,MSFT,41,242.9199981689453,"February 03, 2021 at 11:20:00 AM",MSFT,41.0,242.84500122070312,"February 03, 2021 at 11:30:00 AM"
8,T,356,28.559999465942383,"February 03, 2021 at 11:30:00 AM",T,356.0,28.55500030517578,"February 03, 2021 at 11:35:00 AM"
9,AAPL,75,134.2799072265625,"February 03, 2021 at 11:35:00 AM",AAPL,75.0,134.97999572753906,"February 03, 2021 at 12:20:00 PM"
10,AAPL,75,134.93499755859375,"February 03, 2021 at 12:20:00 PM",AAPL,75.0,134.8699951171875,"February 03, 2021 at 01:15:00 PM"
11,QCOM,62,162.8699951171875,"February 03, 2021 at 01:15:00 PM",QCOM,62.0,162.8300018310547,"February 03, 2021 at 01:20:00 PM"
12,AAPL,75,134.94009399414062,"February 03, 2021 at 01:20:00 PM",AAPL,75.0,134.94000244140625,"February 03, 2021 at 01:35:00 PM"
13,MSFT,41,243.72000122070312,"February 03, 2021 at 01:35:00 PM",MSFT,41.0,243.6678924560547,"February 03, 2021 at 01:50:00 PM"
14,TTWO,50,204.25,"February 03, 2021 at 01:50:00 PM",TTWO,50.0,204.16000366210938,"February 03, 2021 at 02:00:00 PM"
15,AAPL,75,134.8258056640625,"February 03, 2021 at 02:00:00 PM",AAPL,75.0,134.8249969482422,"February 03, 2021 at 02:05:00 PM"
16,QCOM,62,162.6934051513672,"February 03, 2021 at 02:05:00 PM",QCOM,62.0,162.6699981689453,"February 03, 2021 at 02:10:00 PM"
17,AAPL,75,134.80499267578125,"February 03, 2021 at 02:10:00 PM",AAPL,75.0,134.6750030517578,"February 03, 2021 at 02:30:00 PM"
18,TMUS,79,129.10000610351562,"February 03, 2021 at 02:30:00 PM",TMUS,79.0,129.08999633789062,"February 03, 2021 at 02:35:00 PM"
19,MSFT,41,244.7100067138672,"February 03, 2021 at 02:35:00 PM",MSFT,41.0,244.6909942626953,"February 03, 2021 at 02:40:00 PM"
20,QCOM,62,162.58290100097656,"February 03, 2021 at 02:40:00 PM",QCOM,62.0,162.54640197753906,"February 03, 2021 at 02:45:00 PM"
21,INTC,176,57.70009994506836,"February 03, 2021 at 02:45:00 PM",INTC,176.0,57.665000915527344,"February 03, 2021 at 02:55:00 PM"
22,MSFT,41,243.69000244140625,"February 03, 2021 at 02:55:00 PM",MSFT,41.0,243.69000244140625,"February 03, 2021 at 03:00:00 PM"
23,SNE,91,111.2699966430664,"February 03, 2021 at 03:00:00 PM",SNE,91.0,111.19999694824219,"February 03, 2021 at 03:05:00 PM"
24,TTWO,50,202.6750030517578,"February 03, 2021 at 03:05:00 PM",TTWO,50.0,204.99220275878906,"February 04, 2021 at 09:30:00 AM"
25,INTC,178,57.689998626708984,"February 04, 2021 at 09:35:00 AM",INTC,178.0,57.66999816894531,"February 04, 2021 at 09:45:00 AM"
26,TTWO,50,203.63999938964844,"February 04, 2021 at 09:45:00 AM",TTWO,50.0,203.44000244140625,"February 04, 2021 at 01:45:00 PM"
27,T,357,28.770000457763672,"February 04, 2021 at 01:45:00 PM",T,357.0,28.770000457763672,"February 04, 2021 at 03:05:00 PM"
28,MSFT,42,240.9550018310547,"February 04, 2021 at 03:05:00 PM",MSFT,42.0,240.9550018310547,"February 04, 2021 at 03:10:00 PM"
29,TXN,60,171.0399932861328,"February 04, 2021 at 03:10:00 PM",TXN,60.0,172.8000030517578,"February 05, 2021 at 09:30:00 AM"
30,ABNB,52,196.22999572753906,"February 05, 2021 at 09:30:00 AM",ABNB,52.0,199.92999267578125,"February 08, 2021 at 09:30:00 AM"
31,PEP,74,141.62770080566406,"February 08, 2021 at 09:30:00 AM",PEP,74.0,141.625,"February 08, 2021 at 09:35:00 AM"
32,NVDA,18,558.1699829101562,"February 08, 2021 at 09:35:00 AM",NVDA,18.0,558.0,"February 08, 2021 at 09:40:00 AM"
33,AAPL,77,135.7362060546875,"February 08, 2021 at 09:40:00 AM",AAPL,77.0,135.625,"February 08, 2021 at 09:45:00 AM"
34,MSFT,43,242.14999389648438,"February 08, 2021 at 09:45:00 AM",MSFT,43.0,242.1300048828125,"February 08, 2021 at 10:50:00 AM"
35,QCOM,72,146.30499267578125,"February 08, 2021 at 10:50:00 AM",QCOM,72.0,146.22999572753906,"February 08, 2021 at 11:10:00 AM"
36,ABNB,54,195.1999969482422,"February 08, 2021 at 11:10:00 AM",ABNB,54.0,195.12060546875,"February 08, 2021 at 11:15:00 AM"
37,MSFT,43,241.86000061035156,"February 08, 2021 at 11:15:00 AM",MSFT,43.0,241.74000549316406,"February 08, 2021 at 11:25:00 AM"
38,QCOM,72,146.343994140625,"February 08, 2021 at 11:25:00 AM",QCOM,72.0,146.3300018310547,"February 08, 2021 at 11:30:00 AM"
39,NVDA,18,565.6400756835938,"February 08, 2021 at 11:30:00 AM",NVDA,18.0,569.0,"February 08, 2021 at 11:50:00 AM"
40,QCOM,72,145.75,"February 08, 2021 at 11:50:00 AM",QCOM,72.0,145.74000549316406,"February 08, 2021 at 11:55:00 AM"
41,MSFT,43,241.52000427246094,"February 08, 2021 at 12:00:00 PM",MSFT,43.0,241.50999450683594,"February 08, 2021 at 12:20:00 PM"
42,TTWO,50,211.57000732421875,"February 08, 2021 at 12:20:00 PM",TTWO,50.0,211.57000732421875,"February 08, 2021 at 12:25:00 PM"
43,MSFT,43,241.6750030517578,"February 08, 2021 at 12:25:00 PM",MSFT,43.0,241.66650390625,"February 08, 2021 at 12:30:00 PM"
44,T,368,28.829999923706055,"February 08, 2021 at 12:30:00 PM",T,368.0,28.829999923706055,"February 08, 2021 at 12:40:00 PM"
45,AAPL,77,136.26499938964844,"February 08, 2021 at 12:45:00 PM",AAPL,77.0,136.2613983154297,"February 08, 2021 at 12:50:00 PM"
46,T,368,28.829999923706055,"February 08, 2021 at 12:50:00 PM",T,368.0,28.829999923706055,"February 08, 2021 at 12:55:00 PM"
47,INTC,180,58.95000076293945,"February 08, 2021 at 12:55:00 PM",INTC,180.0,58.942298889160156,"February 08, 2021 at 01:00:00 PM"
48,QCOM,72,146.1199951171875,"February 08, 2021 at 01:00:00 PM",QCOM,72.0,146.11000061035156,"February 08, 2021 at 01:05:00 PM"
49,TTWO,50,212.1300048828125,"February 08, 2021 at 01:05:00 PM",TTWO,50.0,212.0500946044922,"February 08, 2021 at 01:15:00 PM"
50,SNE,92,115.0,"February 08, 2021 at 01:15:00 PM",SNE,92.0,114.97000122070312,"February 08, 2021 at 01:20:00 PM"
51,AAPL,77,136.10980224609375,"February 08, 2021 at 01:20:00 PM",AAPL,77.0,136.1092987060547,"February 08, 2021 at 01:25:00 PM"
52,QCOM,72,146.6750030517578,"February 08, 2021 at 01:25:00 PM",QCOM,72.0,146.60000610351562,"February 08, 2021 at 01:35:00 PM"
53,AAPL,77,136.1699981689453,"February 08, 2021 at 01:35:00 PM",AAPL,77.0,136.16990661621094,"February 08, 2021 at 01:40:00 PM"
54,QCOM,72,146.47000122070312,"February 08, 2021 at 01:45:00 PM",QCOM,72.0,146.47000122070312,"February 08, 2021 at 01:50:00 PM"
55,MCD,50,210.5399932861328,"February 08, 2021 at 01:50:00 PM",MCD,50.0,210.52999877929688,"February 08, 2021 at 01:55:00 PM"
56,AAPL,77,135.9600067138672,"February 08, 2021 at 02:00:00 PM",AAPL,77.0,135.95460510253906,"February 08, 2021 at 02:05:00 PM"
57,NVDA,18,572.989990234375,"February 08, 2021 at 02:05:00 PM",NVDA,18.0,572.9407958984375,"February 08, 2021 at 02:20:00 PM"
58,INTC,179,58.90999984741211,"February 08, 2021 at 02:20:00 PM",INTC,179.0,58.89500045776367,"February 09, 2021 at 10:10:00 AM"
59,PEP,75,139.6300048828125,"February 09, 2021 at 10:10:00 AM",PEP,75.0,139.61500549316406,"February 09, 2021 at 10:15:00 AM"
60,AAPL,77,137.27000427246094,"February 09, 2021 at 10:15:00 AM",AAPL,77.0,137.26499938964844,"February 09, 2021 at 10:20:00 AM"
61,PEP,75,139.7100067138672,"February 09, 2021 at 10:20:00 AM",PEP,75.0,139.6999969482422,"February 09, 2021 at 10:25:00 AM"
62,MSFT,43,244.01480102539062,"February 09, 2021 at 10:25:00 AM",MSFT,43.0,244.00999450683594,"February 09, 2021 at 10:30:00 AM"
63,SNE,93,112.76349639892578,"February 09, 2021 at 10:30:00 AM",SNE,93.0,112.76000213623047,"February 09, 2021 at 10:35:00 AM"
64,AAPL,76,137.67999267578125,"February 09, 2021 at 10:35:00 AM",AAPL,76.0,137.5500030517578,"February 09, 2021 at 10:50:00 AM"
65,INTC,178,59.15010070800781,"February 09, 2021 at 10:50:00 AM",INTC,178.0,59.150001525878906,"February 09, 2021 at 10:55:00 AM"
66,MSFT,43,244.3300018310547,"February 09, 2021 at 10:55:00 AM",MSFT,43.0,244.32000732421875,"February 09, 2021 at 11:00:00 AM"
67,NVDA,18,573.8740844726562,"February 09, 2021 at 11:00:00 AM",NVDA,18.0,573.67529296875,"February 09, 2021 at 11:05:00 AM"
68,TTWO,52,199.97000122070312,"February 09, 2021 at 11:05:00 AM",TTWO,52.0,199.92999267578125,"February 09, 2021 at 11:35:00 AM"
69,AAPL,77,136.72999572753906,"February 09, 2021 at 11:35:00 AM",AAPL,77.0,136.72999572753906,"February 09, 2021 at 11:40:00 AM"
70,MSFT,43,243.49000549316406,"February 09, 2021 at 11:40:00 AM",MSFT,43.0,243.49000549316406,"February 09, 2021 at 11:45:00 AM"
71,AAPL,77,136.7698974609375,"February 09, 2021 at 11:45:00 AM",AAPL,77.0,136.76499938964844,"February 09, 2021 at 11:50:00 AM"
72,QCOM,71,147.75999450683594,"February 09, 2021 at 11:50:00 AM",QCOM,71.0,147.7550048828125,"February 09, 2021 at 11:55:00 AM"
