,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,TXN,325,30.719999313354492,"June 07, 2006 at 12:00:00 AM",TXN,325.0,31.559999465942383,"June 09, 2006 at 12:00:00 AM"
1,TXN,346,29.68000030517578,"June 09, 2006 at 12:00:00 AM",TXN,346.0,29.8700008392334,"June 16, 2006 at 12:00:00 AM"
2,MSFT,467,22.100000381469727,"June 16, 2006 at 12:00:00 AM",MSFT,467.0,22.540000915527344,"June 20, 2006 at 12:00:00 AM"
3,TTWO,801,13.15999984741211,"June 20, 2006 at 12:00:00 AM",TTWO,801.0,12.670000076293945,"August 24, 2006 at 12:00:00 AM"
4,QCOM,272,37.27000045776367,"August 24, 2006 at 12:00:00 AM",QCOM,272.0,37.650001525878906,"August 30, 2006 at 12:00:00 AM"
5,QCOM,270,37.90999984741211,"August 30, 2006 at 12:00:00 AM",QCOM,270.0,38.20000076293945,"August 31, 2006 at 12:00:00 AM"
6,JNJ,159,64.66000366210938,"August 31, 2006 at 12:00:00 AM",JNJ,159.0,65.0,"October 02, 2006 at 12:00:00 AM"
7,JNJ,159,65.08999633789062,"October 02, 2006 at 12:00:00 AM",JNJ,159.0,65.54000091552734,"October 04, 2006 at 12:00:00 AM"
8,TTWO,725,14.40999984741211,"October 04, 2006 at 12:00:00 AM",TTWO,725.0,14.5,"October 06, 2006 at 12:00:00 AM"
9,PEP,163,64.41999816894531,"October 06, 2006 at 12:00:00 AM",PEP,163.0,62.86000061035156,"December 12, 2006 at 12:00:00 AM"
10,PEP,163,62.849998474121094,"December 12, 2006 at 12:00:00 AM",PEP,163.0,63.31999969482422,"December 20, 2006 at 12:00:00 AM"
11,AMD,473,21.850000381469727,"December 20, 2006 at 12:00:00 AM",AMD,473.0,21.969999313354492,"December 21, 2006 at 12:00:00 AM"
12,AMD,496,20.950000762939453,"December 21, 2006 at 12:00:00 AM",AMD,496.0,14.6899995803833,"March 02, 2007 at 12:00:00 AM"
13,TXN,237,30.760000228881836,"March 02, 2007 at 12:00:00 AM",TXN,237.0,31.600000381469727,"March 06, 2007 at 12:00:00 AM"
14,INTC,392,19.1200008392334,"March 07, 2007 at 12:00:00 AM",INTC,392.0,19.280000686645508,"March 08, 2007 at 12:00:00 AM"
15,MCD,173,43.63999938964844,"March 08, 2007 at 12:00:00 AM",MCD,173.0,44.099998474121094,"March 12, 2007 at 12:00:00 AM"
16,SNE,144,52.880001068115234,"March 12, 2007 at 12:00:00 AM",SNE,144.0,53.220001220703125,"March 23, 2007 at 12:00:00 AM"
17,AAPL,2302,3.3399999141693115,"March 23, 2007 at 12:00:00 AM",AAPL,2302.0,3.356786012649536,"March 26, 2007 at 12:00:00 AM"
18,QCOM,182,42.41999816894531,"March 26, 2007 at 12:00:00 AM",QCOM,182.0,42.79999923706055,"March 29, 2007 at 12:00:00 AM"
19,QCOM,184,42.25,"March 29, 2007 at 12:00:00 AM",QCOM,184.0,42.68000030517578,"April 02, 2007 at 12:00:00 AM"
