,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,AAPL,80,123.9400024,"March 01, 2021 at 09:40:00 AM",AAPL,80,124.8199997,"March 01, 2021 at 10:00:00 AM"
1,TXN,57,174.0587006,"March 01, 2021 at 10:00:00 AM",TXN,57,175.1199951,"March 01, 2021 at 10:25:00 AM"
2,SNE,93,108.2549973,"March 01, 2021 at 10:30:00 AM",SNE,93,108.4400024,"March 01, 2021 at 10:45:00 AM"
3,AAPL,80,125.3249969,"March 01, 2021 at 10:45:00 AM",AAPL,80,125.6299973,"March 01, 2021 at 11:00:00 AM"
4,CSCO,221,45.875,"March 01, 2021 at 11:00:00 AM",CSCO,221,45.88000107,"March 01, 2021 at 11:05:00 AM"
5,QCOM,73,138.3800049,"March 01, 2021 at 11:05:00 AM",QCOM,73,138.7700043,"March 01, 2021 at 11:50:00 AM"
6,AAPL,80,126.5400009,"March 01, 2021 at 11:55:00 AM",AAPL,80,127.1299973,"March 01, 2021 at 02:15:00 PM"
7,T,362,28.26000023,"March 01, 2021 at 02:15:00 PM",T,362,28.27000046,"March 01, 2021 at 02:45:00 PM"
8,AAPL,80,127.4290009,"March 01, 2021 at 02:45:00 PM",AAPL,80,127.5849991,"March 01, 2021 at 03:00:00 PM"
9,ABNB,51,198,"March 01, 2021 at 03:00:00 PM",ABNB,51,198.5050049,"March 01, 2021 at 03:20:00 PM"
10,AAPL,80,127.5599976,"March 01, 2021 at 03:25:00 PM",AAPL,80,128.4100037,"March 02, 2021 at 09:30:00 AM"
11,T,367,28.20000076,"March 02, 2021 at 09:30:00 AM",T,367,28.27499962,"March 02, 2021 at 09:45:00 AM"
12,AAPL,82,126.4299011,"March 02, 2021 at 09:45:00 AM",AAPL,82,126.5,"March 02, 2021 at 09:50:00 AM"
13,CSCO,226,45.82500076,"March 02, 2021 at 09:50:00 AM",CSCO,226,45.91999817,"March 05, 2021 at 09:40:00 AM"
14,ABNB,58,179.2046967,"March 05, 2021 at 09:40:00 AM",ABNB,58,179.9700012,"March 05, 2021 at 09:45:00 AM"
15,MSFT,45,228.6900024,"March 05, 2021 at 09:45:00 AM",MSFT,45,228.5899963,"March 05, 2021 at 09:50:00 AM"
16,PEP,80,129.8600006,"March 05, 2021 at 09:55:00 AM",PEP,80,130.1900024,"March 05, 2021 at 10:10:00 AM"
17,INTC,178,58.72000122,"March 05, 2021 at 10:10:00 AM",INTC,178,58.72000122,"March 05, 2021 at 10:15:00 AM"
18,PEP,80,130.5500031,"March 05, 2021 at 10:15:00 AM",PEP,80,130.8999939,"March 05, 2021 at 10:40:00 AM"
19,AAPL,88,119.0400009,"March 05, 2021 at 10:40:00 AM",AAPL,88,118.9499969,"March 05, 2021 at 11:00:00 AM"
20,AAPL,88,118.6610031,"March 05, 2021 at 11:05:00 AM",AAPL,88,118.7699966,"March 05, 2021 at 11:10:00 AM"
21,TXN,64,162.7799988,"March 05, 2021 at 11:15:00 AM",TXN,64,163.7799988,"March 05, 2021 at 11:45:00 AM"
22,T,359,29.42499924,"March 05, 2021 at 11:50:00 AM",T,359,29.43230057,"March 05, 2021 at 12:05:00 PM"
23,PEP,80,132.1000061,"March 05, 2021 at 12:10:00 PM",PEP,80,131.9499969,"March 05, 2021 at 12:30:00 PM"
24,AAPL,88,119.5699997,"March 05, 2021 at 12:40:00 PM",AAPL,88,119.7450027,"March 05, 2021 at 01:25:00 PM"
25,MCD,51,206.1000061,"March 05, 2021 at 01:25:00 PM",MCD,51,206.1100006,"March 05, 2021 at 01:30:00 PM"
26,AAPL,87,120.3399963,"March 05, 2021 at 01:30:00 PM",AAPL,87,120.9701004,"March 05, 2021 at 02:35:00 PM"
27,PEP,80,132.75,"March 05, 2021 at 02:35:00 PM",PEP,80,133.0399933,"March 05, 2021 at 03:15:00 PM"
28,INTC,174,60.93999863,"March 05, 2021 at 03:15:00 PM",INTC,174,60.93999863,"March 05, 2021 at 03:20:00 PM"
29,TTWO,62,170.2400055,"March 05, 2021 at 03:20:00 PM",TTWO,62,170.6600037,"March 05, 2021 at 03:35:00 PM"
30,NVDA,21,499.1799927,"March 05, 2021 at 03:35:00 PM",NVDA,21,499.7200012,"March 09, 2021 at 01:15:00 PM"
31,T,355,30.06500053,"March 09, 2021 at 01:15:00 PM",T,355,30.06270027,"March 09, 2021 at 01:20:00 PM"
32,MSFT,45,234.6600037,"March 09, 2021 at 01:20:00 PM",MSFT,45,234.8600006,"March 09, 2021 at 01:55:00 PM"
33,AAPL,88,121.6299973,"March 09, 2021 at 01:55:00 PM",AAPL,88,121.6350021,"March 09, 2021 at 02:00:00 PM"
34,TTWO,63,168.7200012,"March 09, 2021 at 02:00:00 PM",TTWO,63,168.3249969,"March 09, 2021 at 02:20:00 PM"
35,PEP,80,133.3899994,"March 09, 2021 at 02:20:00 PM",PEP,80,133.5500031,"March 09, 2021 at 02:35:00 PM"
36,AAPL,88,121.4599991,"March 09, 2021 at 02:35:00 PM",AAPL,88,121.5599976,"March 09, 2021 at 02:50:00 PM"
37,PEP,80,133.3699951,"March 09, 2021 at 02:50:00 PM",PEP,80,133.7850037,"March 10, 2021 at 01:45:00 PM"
38,AAPL,89,119.9792023,"March 10, 2021 at 01:45:00 PM",AAPL,89,120.3949966,"March 10, 2021 at 02:20:00 PM"
39,TMUS,85,126.4599991,"March 10, 2021 at 02:20:00 PM",TMUS,85,126.9400024,"March 10, 2021 at 02:35:00 PM"
40,MSFT,46,232.7599945,"March 10, 2021 at 02:35:00 PM",MSFT,46,233.3000031,"March 10, 2021 at 02:55:00 PM"
41,TTWO,65,164.3500061,"March 10, 2021 at 03:00:00 PM",TTWO,65,164.7799988,"March 10, 2021 at 03:30:00 PM"
42,AAPL,90,120.1901016,"March 10, 2021 at 03:30:00 PM",AAPL,90,120.196701,"March 10, 2021 at 03:35:00 PM"
43,SNE,107,101.1399994,"March 10, 2021 at 03:35:00 PM",SNE,107,102.0500031,"March 11, 2021 at 09:35:00 AM"
44,AAPL,89,122.8300018,"March 11, 2021 at 09:35:00 AM",AAPL,89,123.0449982,"March 11, 2021 at 09:40:00 AM"
45,T,368,29.81369972,"March 11, 2021 at 09:40:00 AM",T,368,29.83499908,"March 11, 2021 at 10:05:00 AM"
46,AAPL,90,121.9100037,"March 11, 2021 at 10:05:00 AM",AAPL,90,121.9049988,"March 11, 2021 at 10:10:00 AM"
47,ABNB,57,192.25,"March 11, 2021 at 10:10:00 AM",ABNB,57,192.8901062,"March 11, 2021 at 11:10:00 AM"
48,AAPL,90,122.3050003,"March 11, 2021 at 11:10:00 AM",AAPL,90,122.6600037,"March 11, 2021 at 11:30:00 AM"
49,T,368,29.96789932,"March 11, 2021 at 11:30:00 AM",T,368,30.17000008,"March 12, 2021 at 09:50:00 AM"
50,PEP,83,133.3600006,"March 12, 2021 at 09:50:00 AM",PEP,83,133.3600006,"March 12, 2021 at 09:55:00 AM"
51,AAPL,92,119.9400024,"March 12, 2021 at 09:55:00 AM",AAPL,92,120.0800018,"March 12, 2021 at 11:55:00 AM"
52,ABNB,55,200.3899994,"March 12, 2021 at 11:55:00 AM",ABNB,55,200.6699982,"March 12, 2021 at 12:10:00 PM"
53,QCOM,86,129.2200012,"March 12, 2021 at 12:10:00 PM",QCOM,86,129.25,"March 12, 2021 at 12:25:00 PM"
54,NVDA,21,513.6040039,"March 12, 2021 at 12:25:00 PM",NVDA,21,514.3300171,"March 12, 2021 at 12:40:00 PM"
55,MCD,52,212.125,"March 12, 2021 at 12:40:00 PM",MCD,52,212.4219055,"March 12, 2021 at 12:55:00 PM"
56,PEP,84,133.1799927,"March 12, 2021 at 12:55:00 PM",PEP,84,133.4600067,"March 12, 2021 at 01:20:00 PM"
57,AAPL,92,120.6600037,"March 12, 2021 at 01:20:00 PM",AAPL,92,120.8600006,"March 12, 2021 at 01:35:00 PM"
58,INTC,179,62.68000031,"March 12, 2021 at 01:35:00 PM",INTC,179,62.79499817,"March 12, 2021 at 02:20:00 PM"
59,TXN,65,172.6999969,"March 12, 2021 at 02:20:00 PM",TXN,65,172.9900055,"March 12, 2021 at 02:50:00 PM"
60,T,378,29.78000069,"March 12, 2021 at 02:50:00 PM",T,378,29.80999947,"March 12, 2021 at 03:10:00 PM"
61,AAPL,93,120.7200012,"March 12, 2021 at 03:10:00 PM",AAPL,93,120.7600021,"March 12, 2021 at 03:30:00 PM"
62,SNE,108,104.4100037,"March 12, 2021 at 03:30:00 PM",SNE,108,104.9300003,"March 15, 2021 at 09:35:00 AM"
63,NVDA,22,513.8599854,"March 15, 2021 at 09:40:00 AM",NVDA,22,518,"March 15, 2021 at 09:50:00 AM"
64,QCOM,87,130.3005066,"March 15, 2021 at 09:50:00 AM",QCOM,87,130.1649933,"March 15, 2021 at 10:00:00 AM"
65,T,383,29.8227005,"March 15, 2021 at 10:00:00 AM",T,383,29.82699966,"March 15, 2021 at 10:05:00 AM"
66,QCOM,87,130.5299988,"March 15, 2021 at 10:05:00 AM",QCOM,87,130.5500031,"March 15, 2021 at 10:10:00 AM"
67,PEP,86,132.6399994,"March 15, 2021 at 10:10:00 AM",PEP,86,132.6199951,"March 15, 2021 at 10:15:00 AM"
68,AAPL,92,122.9349976,"March 15, 2021 at 10:15:00 AM",AAPL,92,122.9349976,"March 15, 2021 at 10:20:00 AM"
69,MCD,53,214.6499939,"March 15, 2021 at 10:20:00 AM",MCD,53,215.1000061,"March 15, 2021 at 10:45:00 AM"
70,AAPL,93,122.9300995,"March 15, 2021 at 10:45:00 AM",AAPL,93,123.0299988,"March 15, 2021 at 11:05:00 AM"
71,ABNB,54,211.9799957,"March 15, 2021 at 11:05:00 AM",ABNB,54,211.9799957,"March 15, 2021 at 11:20:00 AM"
72,MCD,53,215.9799957,"March 15, 2021 at 11:20:00 AM",MCD,53,216.4600067,"March 15, 2021 at 12:10:00 PM"
73,AAPL,93,122.3707962,"March 15, 2021 at 12:10:00 PM",AAPL,93,122.4115982,"March 15, 2021 at 12:40:00 PM"
74,PEP,86,132.5187988,"March 15, 2021 at 12:40:00 PM",PEP,86,132.8130035,"March 15, 2021 at 01:55:00 PM"
75,TXN,66,172.2799988,"March 15, 2021 at 01:55:00 PM",TXN,66,172.7200012,"March 15, 2021 at 02:20:00 PM"
76,MSFT,49,233.4299927,"March 15, 2021 at 02:20:00 PM",MSFT,49,233.7100067,"March 15, 2021 at 03:15:00 PM"
