,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,T,347,28.790000915527344,"January 25, 2021 at 11:30:00 AM",T,347.0,28.790000915527344,"January 25, 2021 at 12:30:00 PM"
1,MSFT,43,228.3000030517578,"January 25, 2021 at 12:30:00 PM",MSFT,43.0,228.2899932861328,"January 25, 2021 at 01:30:00 PM"
2,AAPL,70,142.58200073242188,"January 25, 2021 at 01:30:00 PM",AAPL,70.0,142.5800018310547,"January 25, 2021 at 02:30:00 PM"
3,PEP,71,140.17999267578125,"January 25, 2021 at 03:30:00 PM",PEP,71.0,141.30999755859375,"January 26, 2021 at 09:30:00 AM"
4,AAPL,70,142.21209716796875,"January 26, 2021 at 09:30:00 AM",AAPL,70.0,142.97000122070312,"January 26, 2021 at 02:30:00 PM"
5,QCOM,62,161.9949951171875,"January 26, 2021 at 02:30:00 PM",QCOM,62.0,161.9738006591797,"January 26, 2021 at 03:30:00 PM"
6,INTC,183,55.220001220703125,"January 26, 2021 at 03:30:00 PM",INTC,183.0,54.95000076293945,"January 28, 2021 at 09:30:00 AM"
7,AAPL,72,139.57000732421875,"January 28, 2021 at 09:30:00 AM",AAPL,72.0,141.16000366210938,"January 28, 2021 at 12:30:00 PM"
8,AAPL,72,140.14999389648438,"January 28, 2021 at 12:30:00 PM",AAPL,72.0,132.0500030517578,"January 29, 2021 at 01:30:00 PM"
9,AAPL,72,131.94500732421875,"January 29, 2021 at 01:30:00 PM",AAPL,72.0,131.92999267578125,"January 29, 2021 at 02:30:00 PM"
10,MSFT,41,233.86000061035156,"January 29, 2021 at 02:30:00 PM",MSFT,41.0,233.85000610351562,"January 29, 2021 at 03:30:00 PM"
11,AAPL,72,131.80999755859375,"January 29, 2021 at 03:30:00 PM",AAPL,72.0,133.75,"February 01, 2021 at 09:30:00 AM"
12,QCOM,61,159.4499969482422,"February 01, 2021 at 10:30:00 AM",QCOM,61.0,160.52000427246094,"February 01, 2021 at 12:30:00 PM"
13,TTWO,48,200.6199951171875,"February 01, 2021 at 12:30:00 PM",TTWO,48.0,200.61500549316406,"February 01, 2021 at 01:30:00 PM"
14,MCD,47,207.94000244140625,"February 01, 2021 at 01:30:00 PM",MCD,47.0,211.8699951171875,"February 02, 2021 at 10:30:00 AM"
15,INTC,173,57.51499938964844,"February 02, 2021 at 10:30:00 AM",INTC,173.0,57.5099983215332,"February 02, 2021 at 11:30:00 AM"
16,AAPL,73,135.26499938964844,"February 02, 2021 at 11:30:00 AM",AAPL,73.0,135.26499938964844,"February 02, 2021 at 12:30:00 PM"
