,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,INTC,157,63.439998626708984,"March 15, 2021 at 09:32:00 AM",INTC,157.0,64.1500015258789,"March 16, 2021 at 09:30:00 AM"
1,AAPL,80,125.5199966430664,"March 16, 2021 at 09:30:00 AM",AAPL,80.0,126.25,"March 16, 2021 at 09:56:00 AM"
2,T,340,29.8700008392334,"March 16, 2021 at 09:56:00 AM",T,340.0,30.02989959716797,"March 16, 2021 at 10:25:00 AM"
3,INTC,156,65.52999877929688,"March 16, 2021 at 10:25:00 AM",INTC,156.0,66.16999816894531,"March 17, 2021 at 12:13:00 PM"
4,T,342,30.13789939880371,"March 17, 2021 at 12:13:00 PM",T,342.0,30.334999084472656,"March 18, 2021 at 09:42:00 AM"
5,QCOM,78,132.80999755859375,"March 18, 2021 at 09:42:00 AM",QCOM,78.0,133.4949951171875,"March 18, 2021 at 12:13:00 PM"
6,AAPL,85,122.3949966430664,"March 18, 2021 at 12:13:00 PM",,,,
