,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,MCD,47,209.1988067626953,"January 28, 2021 at 09:45:00 AM",MCD,47.0,210.32000732421875,"January 28, 2021 at 10:05:00 AM"
1,JNJ,59,169.25,"January 28, 2021 at 10:20:00 AM",JNJ,59.0,169.47999572753906,"January 28, 2021 at 10:55:00 AM"
2,TTWO,49,202.24000549316406,"January 28, 2021 at 11:00:00 AM",TTWO,49.0,202.8000030517578,"January 28, 2021 at 11:05:00 AM"
3,JNJ,59,169.07000732421875,"January 28, 2021 at 11:05:00 AM",JNJ,59.0,169.36000061035156,"January 28, 2021 at 11:30:00 AM"
4,QCOM,64,156.6300048828125,"January 28, 2021 at 11:30:00 AM",QCOM,64.0,156.97999572753906,"January 28, 2021 at 11:45:00 AM"
5,QCOM,64,156.81500244140625,"January 28, 2021 at 11:45:00 AM",QCOM,64.0,157.41000366210938,"January 28, 2021 at 11:55:00 AM"
6,MSFT,42,240.67999267578125,"January 28, 2021 at 12:00:00 PM",MSFT,42.0,241.13999938964844,"January 28, 2021 at 12:10:00 PM"
7,AMD,116,87.6050033569336,"January 28, 2021 at 12:15:00 PM",AMD,116.0,87.94000244140625,"January 28, 2021 at 12:25:00 PM"
8,MSFT,42,241.6199951171875,"January 28, 2021 at 12:25:00 PM",MSFT,42.0,241.87100219726562,"January 28, 2021 at 12:40:00 PM"
9,TTWO,50,202.0500030517578,"January 28, 2021 at 12:40:00 PM",TTWO,50.0,202.0500030517578,"January 29, 2021 at 10:00:00 AM"
10,QCOM,65,157.22999572753906,"January 29, 2021 at 10:05:00 AM",QCOM,65.0,158.25,"January 29, 2021 at 10:15:00 AM"
11,INTC,180,57.13999938964844,"January 29, 2021 at 10:20:00 AM",INTC,180.0,57.13999938964844,"January 29, 2021 at 10:25:00 AM"
12,TXN,61,167.91000366210938,"January 29, 2021 at 10:25:00 AM",TXN,61.0,168.5050048828125,"February 01, 2021 at 09:40:00 AM"
13,AMD,120,85.53829956054688,"February 01, 2021 at 10:00:00 AM",AMD,120.0,85.66999816894531,"February 01, 2021 at 10:25:00 AM"
14,INTC,184,56.279998779296875,"February 01, 2021 at 10:25:00 AM",INTC,184.0,56.279998779296875,"February 01, 2021 at 10:30:00 AM"
15,JNJ,63,163.63999938964844,"February 01, 2021 at 10:40:00 AM",JNJ,63.0,163.9600067138672,"February 01, 2021 at 12:15:00 PM"
16,QCOM,64,160.51199340820312,"February 01, 2021 at 12:25:00 PM",QCOM,64.0,160.67999267578125,"February 01, 2021 at 12:55:00 PM"
17,SNE,105,98.30000305175781,"February 01, 2021 at 12:55:00 PM",SNE,105.0,98.51499938964844,"February 01, 2021 at 02:55:00 PM"
18,QCOM,64,161.8179931640625,"February 01, 2021 at 02:55:00 PM",QCOM,64.0,162.0,"February 01, 2021 at 03:05:00 PM"
19,KO,214,48.59000015258789,"February 01, 2021 at 03:05:00 PM",KO,214.0,48.79999923706055,"February 02, 2021 at 09:30:00 AM"
20,JNJ,64,162.72500610351562,"February 02, 2021 at 09:35:00 AM",JNJ,64.0,163.07000732421875,"February 02, 2021 at 09:45:00 AM"
21,TXN,60,173.7050018310547,"February 02, 2021 at 09:45:00 AM",TXN,60.0,174.1300048828125,"February 02, 2021 at 01:40:00 PM"
22,ABNB,57,181.77499389648438,"February 02, 2021 at 01:40:00 PM",ABNB,57.0,182.0050048828125,"February 02, 2021 at 01:50:00 PM"
23,SNE,106,99.33000183105469,"February 02, 2021 at 01:50:00 PM",SNE,106.0,99.44999694824219,"February 02, 2021 at 02:00:00 PM"
24,AMD,119,88.50830078125,"February 02, 2021 at 02:15:00 PM",AMD,119.0,88.63999938964844,"February 02, 2021 at 02:25:00 PM"
25,AMD,119,88.62010192871094,"February 02, 2021 at 02:30:00 PM",AMD,119.0,88.83499908447266,"February 02, 2021 at 03:00:00 PM"
26,AAPL,78,134.89999389648438,"February 02, 2021 at 03:00:00 PM",AAPL,78.0,135.08889770507812,"February 02, 2021 at 03:40:00 PM"
27,JNJ,65,162.42840576171875,"February 02, 2021 at 03:40:00 PM",JNJ,65.0,161.19000244140625,"February 04, 2021 at 10:15:00 AM"
28,T,366,28.670000076293945,"February 04, 2021 at 10:20:00 AM",T,366.0,28.725000381469727,"February 04, 2021 at 11:05:00 AM"
29,KO,215,48.97999954223633,"February 04, 2021 at 11:05:00 AM",KO,215.0,49.060001373291016,"February 04, 2021 at 11:20:00 AM"
30,MSFT,43,240.63999938964844,"February 04, 2021 at 11:25:00 AM",MSFT,43.0,240.9499053955078,"February 04, 2021 at 11:50:00 AM"
31,KO,215,48.96500015258789,"February 04, 2021 at 11:50:00 AM",KO,215.0,48.96500015258789,"February 04, 2021 at 11:55:00 AM"
