,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,QCOM,177,56.439998626708984,"January 07, 2019 at 12:00:00 AM",QCOM,177.0,57.02000045776367,"January 14, 2019 at 12:00:00 AM"
1,KO,214,47.150001525878906,"January 14, 2019 at 12:00:00 AM",KO,214.0,47.400001525878906,"January 16, 2019 at 12:00:00 AM"
2,TTWO,95,105.93000030517578,"January 16, 2019 at 12:00:00 AM",TTWO,95.0,106.6500015258789,"January 18, 2019 at 12:00:00 AM"
3,MSFT,96,105.68000030517578,"January 22, 2019 at 12:00:00 AM",MSFT,96.0,106.86000061035156,"January 24, 2019 at 12:00:00 AM"
4,MSFT,97,106.19999694824219,"January 24, 2019 at 12:00:00 AM",MSFT,97.0,107.23999786376953,"January 25, 2019 at 12:00:00 AM"
5,JNJ,81,128.22999572753906,"January 25, 2019 at 12:00:00 AM",JNJ,81.0,128.9499969482422,"January 29, 2019 at 12:00:00 AM"
6,AAPL,271,38.66999816894531,"January 29, 2019 at 12:00:00 AM",AAPL,271.0,40.8125,"January 30, 2019 at 12:00:00 AM"
7,AAPL,268,41.3125,"January 30, 2019 at 12:00:00 AM",AAPL,268.0,41.52750015258789,"January 31, 2019 at 12:00:00 AM"
8,AAPL,267,41.61000061035156,"January 31, 2019 at 12:00:00 AM",AAPL,267.0,41.852500915527344,"February 04, 2019 at 12:00:00 AM"
9,AAPL,261,42.8125,"February 04, 2019 at 12:00:00 AM",AAPL,261.0,43.21500015258789,"February 05, 2019 at 12:00:00 AM"
10,AAPL,259,43.54499816894531,"February 05, 2019 at 12:00:00 AM",AAPL,259.0,43.92250061035156,"March 04, 2019 at 12:00:00 AM"
11,AAPL,259,43.962501525878906,"March 04, 2019 at 12:00:00 AM",AAPL,259.0,45.0,"March 12, 2019 at 12:00:00 AM"
12,QCOM,212,54.84000015258789,"March 12, 2019 at 12:00:00 AM",QCOM,212.0,55.529998779296875,"March 14, 2019 at 12:00:00 AM"
13,QCOM,213,55.400001525878906,"March 14, 2019 at 12:00:00 AM",QCOM,213.0,56.619998931884766,"March 18, 2019 at 12:00:00 AM"
14,AAPL,256,47.005001068115234,"March 18, 2019 at 12:00:00 AM",AAPL,256.0,47.505001068115234,"March 21, 2019 at 12:00:00 AM"
15,AAPL,250,48.772499084472656,"March 21, 2019 at 12:00:00 AM",AAPL,250.0,49.11249923706055,"April 05, 2019 at 12:00:00 AM"
16,AAPL,249,49.25,"April 05, 2019 at 12:00:00 AM",AAPL,249.0,50.08000183105469,"April 09, 2019 at 12:00:00 AM"
17,AAPL,250,49.875,"April 09, 2019 at 12:00:00 AM",AAPL,250.0,50.212501525878906,"April 11, 2019 at 12:00:00 AM"
18,AAPL,252,49.73749923706055,"April 11, 2019 at 12:00:00 AM",AAPL,252.0,50.779998779296875,"April 18, 2019 at 12:00:00 AM"
19,AAPL,252,50.96500015258789,"April 18, 2019 at 12:00:00 AM",AAPL,252.0,51.84000015258789,"April 24, 2019 at 12:00:00 AM"
20,AAPL,252,51.790000915527344,"April 24, 2019 at 12:00:00 AM",AAPL,252.0,52.470001220703125,"May 01, 2019 at 12:00:00 AM"
21,AAPL,251,52.630001068115234,"May 01, 2019 at 12:00:00 AM",AAPL,251.0,50.20249938964844,"July 08, 2019 at 12:00:00 AM"
22,AAPL,252,50.005001068115234,"July 08, 2019 at 12:00:00 AM",AAPL,252.0,50.462501525878906,"July 10, 2019 at 12:00:00 AM"
23,AAPL,250,50.807498931884766,"July 10, 2019 at 12:00:00 AM",AAPL,250.0,51.147499084472656,"July 16, 2019 at 12:00:00 AM"
24,AAPL,250,51.125,"July 16, 2019 at 12:00:00 AM",AAPL,250.0,51.4474983215332,"July 19, 2019 at 12:00:00 AM"
25,AAPL,254,50.647499084472656,"July 19, 2019 at 12:00:00 AM",AAPL,254.0,50.912498474121094,"July 22, 2019 at 12:00:00 AM"
26,QCOM,170,75.94999694824219,"July 22, 2019 at 12:00:00 AM",QCOM,170.0,76.5,"August 21, 2019 at 12:00:00 AM"
27,AAPL,245,53.15999984741211,"August 21, 2019 at 12:00:00 AM",AAPL,245.0,53.51250076293945,"September 06, 2019 at 12:00:00 AM"
28,AAPL,246,53.314998626708984,"September 06, 2019 at 12:00:00 AM",AAPL,246.0,53.709999084472656,"September 09, 2019 at 12:00:00 AM"
29,AAPL,247,53.54249954223633,"September 09, 2019 at 12:00:00 AM",AAPL,247.0,54.51750183105469,"September 11, 2019 at 12:00:00 AM"
30,AAPL,241,55.897499084472656,"September 11, 2019 at 12:00:00 AM",AAPL,241.0,56.20000076293945,"September 12, 2019 at 12:00:00 AM"
31,AAPL,243,55.772499084472656,"September 12, 2019 at 12:00:00 AM",AAPL,243.0,56.26750183105469,"October 01, 2019 at 12:00:00 AM"
32,QCOM,181,75.47000122070312,"October 01, 2019 at 12:00:00 AM",QCOM,181.0,76.31999969482422,"October 04, 2019 at 12:00:00 AM"
33,MSFT,100,138.1199951171875,"October 04, 2019 at 12:00:00 AM",MSFT,100.0,140.1199951171875,"October 11, 2019 at 12:00:00 AM"
34,MSFT,100,139.67999267578125,"October 11, 2019 at 12:00:00 AM",MSFT,100.0,140.7899932861328,"October 16, 2019 at 12:00:00 AM"
35,QCOM,180,78.2300033569336,"October 16, 2019 at 12:00:00 AM",QCOM,180.0,78.69999694824219,"October 17, 2019 at 12:00:00 AM"
36,AAPL,242,58.81999969482422,"October 17, 2019 at 12:00:00 AM",AAPL,242.0,59.380001068115234,"October 21, 2019 at 12:00:00 AM"
37,AAPL,239,60.127498626708984,"October 21, 2019 at 12:00:00 AM",AAPL,239.0,60.525001525878906,"October 23, 2019 at 12:00:00 AM"
38,AAPL,237,60.79499816894531,"October 23, 2019 at 12:00:00 AM",AAPL,237.0,61.127498626708984,"October 24, 2019 at 12:00:00 AM"
39,MSFT,103,139.94000244140625,"October 24, 2019 at 12:00:00 AM",MSFT,103.0,144.39999389648438,"October 28, 2019 at 12:00:00 AM"
40,QCOM,180,83.05000305175781,"October 28, 2019 at 12:00:00 AM",QCOM,180.0,84.54000091552734,"November 04, 2019 at 12:00:00 AM"
41,QCOM,179,85.08999633789062,"November 04, 2019 at 12:00:00 AM",QCOM,179.0,89.83000183105469,"November 07, 2019 at 12:00:00 AM"
42,AAPL,248,64.85749816894531,"November 07, 2019 at 12:00:00 AM",AAPL,248.0,65.38749694824219,"November 12, 2019 at 12:00:00 AM"
