,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,AAPL,81,122.93000030517578,"March 18, 2021 at 09:32:00 AM",AAPL,81.0,123.08879852294922,"March 22, 2021 at 12:19:00 PM"
1,AAPL,81,123.0999984741211,"March 22, 2021 at 12:19:00 PM",AAPL,81.0,123.0999984741211,"March 22, 2021 at 12:20:00 PM"
2,MSFT,42,236.44000244140625,"March 22, 2021 at 12:20:00 PM",MSFT,42.0,236.44000244140625,"March 22, 2021 at 12:21:00 PM"
3,QCOM,74,134.1300048828125,"March 22, 2021 at 12:21:00 PM",QCOM,74.0,134.3000030517578,"March 22, 2021 at 12:26:00 PM"
4,AMD,123,80.87999725341797,"March 22, 2021 at 12:26:00 PM",AMD,123.0,80.87999725341797,"March 22, 2021 at 12:35:00 PM"
5,AMD,123,80.88999938964844,"March 22, 2021 at 12:35:00 PM",AMD,123.0,80.98500061035156,"March 22, 2021 at 12:43:00 PM"
6,TTWO,57,173.11000061035156,"March 22, 2021 at 12:43:00 PM",TTWO,57.0,173.32000732421875,"March 22, 2021 at 12:48:00 PM"
7,AAPL,81,123.5999984741211,"March 22, 2021 at 12:48:00 PM",AAPL,81.0,123.5999984741211,"March 22, 2021 at 12:49:00 PM"
8,QCOM,74,134.88999938964844,"March 22, 2021 at 12:49:00 PM",QCOM,74.0,134.88999938964844,"March 22, 2021 at 12:53:00 PM"
9,QCOM,74,134.8800048828125,"March 22, 2021 at 12:53:00 PM",QCOM,74.0,134.8800048828125,"March 22, 2021 at 12:57:00 PM"
10,MSFT,42,236.7899932861328,"March 22, 2021 at 12:57:00 PM",MSFT,42.0,237.42999267578125,"March 23, 2021 at 09:30:00 AM"
11,MSFT,42,237.39999389648438,"March 23, 2021 at 09:30:00 AM",MSFT,42.0,237.72959899902344,"March 23, 2021 at 09:32:00 AM"
12,MSFT,42,238.04510498046875,"March 23, 2021 at 09:32:00 AM",MSFT,42.0,238.83999633789062,"March 23, 2021 at 09:34:00 AM"
13,AAPL,82,122.58999633789062,"March 23, 2021 at 09:34:00 AM",AAPL,82.0,122.75,"March 23, 2021 at 09:36:00 AM"
14,AAPL,82,123.04000091552734,"March 23, 2021 at 09:36:00 AM",AAPL,82.0,123.29000091552734,"March 23, 2021 at 10:09:00 AM"
15,MSFT,42,238.16000366210938,"March 23, 2021 at 10:09:00 AM",MSFT,42.0,238.61000061035156,"March 23, 2021 at 10:12:00 AM"
16,INTC,155,65.43000030517578,"March 23, 2021 at 10:12:00 AM",INTC,155.0,65.5,"March 23, 2021 at 10:14:00 AM"
17,QCOM,76,133.58990478515625,"March 23, 2021 at 10:14:00 AM",QCOM,76.0,133.74000549316406,"March 23, 2021 at 11:15:00 AM"
18,ABNB,53,191.8300018310547,"March 23, 2021 at 11:15:00 AM",ABNB,53.0,192.24000549316406,"March 23, 2021 at 11:18:00 AM"
19,MSFT,42,240.89999389648438,"March 23, 2021 at 11:18:00 AM",MSFT,42.0,240.89999389648438,"March 23, 2021 at 11:19:00 AM"
20,AAPL,82,124.0250015258789,"March 23, 2021 at 11:19:00 AM",,,,
