,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,AAPL,258,38.66999816894531,"January 29, 2019 at 12:00:00 AM",AAPL,258.0,40.8125,"January 30, 2019 at 12:00:00 AM"
1,AAPL,253,41.61000061035156,"January 31, 2019 at 12:00:00 AM",AAPL,253.0,43.21500015258789,"February 05, 2019 at 12:00:00 AM"
2,AAPL,249,43.962501525878906,"March 04, 2019 at 12:00:00 AM",AAPL,249.0,45.0,"March 12, 2019 at 12:00:00 AM"
3,AAPL,234,47.810001373291016,"April 01, 2019 at 12:00:00 AM",AAPL,234.0,48.3125,"April 03, 2019 at 12:00:00 AM"
4,AAPL,230,49.25,"April 05, 2019 at 12:00:00 AM",AAPL,230.0,50.08000183105469,"April 09, 2019 at 12:00:00 AM"
5,AAPL,233,49.29499816894531,"May 10, 2019 at 12:00:00 AM",AAPL,233.0,45.880001068115234,"May 20, 2019 at 12:00:00 AM"
6,AAPL,221,48.47249984741211,"June 17, 2019 at 12:00:00 AM",AAPL,221.0,49.01250076293945,"June 18, 2019 at 12:00:00 AM"
7,AAPL,207,52.16749954223633,"July 24, 2019 at 12:00:00 AM",AAPL,207.0,54.10499954223633,"July 31, 2019 at 12:00:00 AM"
8,AAPL,226,49.7599983215332,"August 07, 2019 at 12:00:00 AM",AAPL,226.0,50.32500076293945,"August 09, 2019 at 12:00:00 AM"
9,AAPL,218,52.185001373291016,"August 30, 2019 at 12:00:00 AM",AAPL,218.0,53.0,"September 05, 2019 at 12:00:00 AM"
10,AAPL,203,56.76499938964844,"October 07, 2019 at 12:00:00 AM",AAPL,203.0,58.23749923706055,"October 11, 2019 at 12:00:00 AM"
11,AAPL,200,59.102500915527344,"October 18, 2019 at 12:00:00 AM",AAPL,200.0,60.290000915527344,"October 22, 2019 at 12:00:00 AM"
12,AAPL,189,63.95500183105469,"November 01, 2019 at 12:00:00 AM",AAPL,189.0,64.68499755859375,"November 07, 2019 at 12:00:00 AM"
13,AAPL,188,64.86250305175781,"December 03, 2019 at 12:00:00 AM",AAPL,188.0,65.94750213623047,"December 05, 2019 at 12:00:00 AM"
14,AAPL,183,67.67749786376953,"December 06, 2019 at 12:00:00 AM",AAPL,183.0,69.25,"December 16, 2019 at 12:00:00 AM"
15,AAPL,181,70.10250091552734,"December 17, 2019 at 12:00:00 AM",AAPL,181.0,71.17250061035156,"December 24, 2019 at 12:00:00 AM"
16,AAPL,178,72.47750091552734,"December 26, 2019 at 12:00:00 AM",AAPL,178.0,74.05999755859375,"January 02, 2020 at 12:00:00 AM"
17,AAPL,177,74.35749816894531,"January 03, 2020 at 12:00:00 AM",AAPL,177.0,76.80999755859375,"January 09, 2020 at 12:00:00 AM"
18,AAPL,175,77.5824966430664,"January 10, 2020 at 12:00:00 AM",AAPL,175.0,79.17500305175781,"January 14, 2020 at 12:00:00 AM"
19,AAPL,178,77.83499908447266,"January 15, 2020 at 12:00:00 AM",AAPL,178.0,79.06749725341797,"January 17, 2020 at 12:00:00 AM"
20,AAPL,178,79.14250183105469,"January 21, 2020 at 12:00:00 AM",AAPL,178.0,80.0625,"January 24, 2020 at 12:00:00 AM"
21,AAPL,185,77.23750305175781,"January 27, 2020 at 12:00:00 AM",AAPL,185.0,78.1500015258789,"January 28, 2020 at 12:00:00 AM"
22,AAPL,178,81.08499908447266,"January 29, 2020 at 12:00:00 AM",AAPL,178.0,80.64250183105469,"February 06, 2020 at 12:00:00 AM"
23,AAPL,179,80.00749969482422,"February 07, 2020 at 12:00:00 AM",AAPL,179.0,80.9000015258789,"February 11, 2020 at 12:00:00 AM"
24,AAPL,177,81.80000305175781,"February 12, 2020 at 12:00:00 AM",AAPL,177.0,79.65499877929688,"February 21, 2020 at 12:00:00 AM"
25,AAPL,189,74.54499816894531,"February 24, 2020 at 12:00:00 AM",AAPL,189.0,75.9175033569336,"March 03, 2020 at 12:00:00 AM"
26,AAPL,190,75.68499755859375,"March 04, 2020 at 12:00:00 AM",AAPL,190.0,63.98500061035156,"March 12, 2020 at 12:00:00 AM"
27,AAPL,175,69.49250030517578,"March 13, 2020 at 12:00:00 AM",AAPL,175.0,57.02000045776367,"March 23, 2020 at 12:00:00 AM"
28,AAPL,162,61.720001220703125,"March 24, 2020 at 12:00:00 AM",AAPL,162.0,62.6875,"March 25, 2020 at 12:00:00 AM"
29,AAPL,157,64.61000061035156,"March 26, 2020 at 12:00:00 AM",AAPL,157.0,60.70000076293945,"April 03, 2020 at 12:00:00 AM"
30,AAPL,145,65.61750030517578,"April 06, 2020 at 12:00:00 AM",AAPL,145.0,67.69999694824219,"April 07, 2020 at 12:00:00 AM"
31,AAPL,148,66.51750183105469,"April 08, 2020 at 12:00:00 AM",AAPL,148.0,70.0,"April 14, 2020 at 12:00:00 AM"
32,AAPL,145,71.10749816894531,"April 15, 2020 at 12:00:00 AM",AAPL,145.0,71.84500122070312,"April 16, 2020 at 12:00:00 AM"
33,AAPL,148,70.69999694824219,"April 17, 2020 at 12:00:00 AM",AAPL,148.0,70.44999694824219,"April 27, 2020 at 12:00:00 AM"
34,AAPL,150,69.6449966430664,"April 28, 2020 at 12:00:00 AM",AAPL,150.0,71.18250274658203,"April 29, 2020 at 12:00:00 AM"
35,AAPL,145,73.44999694824219,"April 30, 2020 at 12:00:00 AM",AAPL,145.0,75.11499786376953,"May 06, 2020 at 12:00:00 AM"
36,AAPL,143,75.93499755859375,"May 07, 2020 at 12:00:00 AM",AAPL,143.0,77.0250015258789,"May 11, 2020 at 12:00:00 AM"
37,AAPL,142,77.85250091552734,"May 12, 2020 at 12:00:00 AM",AAPL,142.0,78.75749969482422,"May 19, 2020 at 12:00:00 AM"
38,AAPL,140,79.80750274658203,"May 20, 2020 at 12:00:00 AM",AAPL,140.0,80.875,"May 26, 2020 at 12:00:00 AM"
39,AAPL,142,79.52749633789062,"May 27, 2020 at 12:00:00 AM",AAPL,142.0,81.16500091552734,"June 03, 2020 at 12:00:00 AM"
40,AAPL,143,80.58000183105469,"June 04, 2020 at 12:00:00 AM",AAPL,143.0,82.5625,"June 08, 2020 at 12:00:00 AM"
41,AAPL,138,85.99749755859375,"June 09, 2020 at 12:00:00 AM",AAPL,138.0,86.9749984741211,"June 10, 2020 at 12:00:00 AM"
42,AAPL,142,83.9749984741211,"June 11, 2020 at 12:00:00 AM",AAPL,142.0,86.18000030517578,"June 12, 2020 at 12:00:00 AM"
43,AAPL,143,85.74749755859375,"June 15, 2020 at 12:00:00 AM",AAPL,143.0,87.86499786376953,"June 16, 2020 at 12:00:00 AM"
44,AAPL,143,87.89749908447266,"June 17, 2020 at 12:00:00 AM",AAPL,143.0,91.0,"June 23, 2020 at 12:00:00 AM"
45,AAPL,145,90.01499938964844,"June 24, 2020 at 12:00:00 AM",AAPL,145.0,91.10250091552734,"June 26, 2020 at 12:00:00 AM"
46,AAPL,146,90.44499969482422,"June 29, 2020 at 12:00:00 AM",AAPL,146.0,91.9625015258789,"July 02, 2020 at 12:00:00 AM"
47,AAPL,143,93.4625015258789,"July 06, 2020 at 12:00:00 AM",AAPL,143.0,96.26249694824219,"July 09, 2020 at 12:00:00 AM"
48,AAPL,144,95.91999816894531,"July 10, 2020 at 12:00:00 AM",AAPL,144.0,97.26499938964844,"July 13, 2020 at 12:00:00 AM"
49,AAPL,144,97.05750274658203,"July 14, 2020 at 12:00:00 AM",AAPL,144.0,98.98999786376953,"July 15, 2020 at 12:00:00 AM"
50,AAPL,148,96.52249908447266,"July 16, 2020 at 12:00:00 AM",AAPL,148.0,99.17250061035156,"July 21, 2020 at 12:00:00 AM"
51,AAPL,151,97.27249908447266,"July 22, 2020 at 12:00:00 AM",AAPL,151.0,94.1875,"July 30, 2020 at 12:00:00 AM"
52,AAPL,134,106.26000213623047,"July 31, 2020 at 12:00:00 AM",AAPL,134.0,108.19999694824219,"August 03, 2020 at 12:00:00 AM"
53,AAPL,132,109.66500091552734,"August 04, 2020 at 12:00:00 AM",AAPL,132.0,113.20500183105469,"August 07, 2020 at 12:00:00 AM"
