,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,SNE,168,59.18000030517578,"March 31, 2020 at 12:00:00 AM",SNE,168.0,59.83000183105469,"April 06, 2020 at 12:00:00 AM"
1,MCD,57,177.0399932861328,"April 06, 2020 at 12:00:00 AM",MCD,57.0,184.52999877929688,"April 07, 2020 at 12:00:00 AM"
2,PEP,80,130.47999572753906,"April 07, 2020 at 12:00:00 AM",PEP,80.0,132.08999633789062,"April 09, 2020 at 12:00:00 AM"
3,MSFT,61,173.6999969482422,"April 14, 2020 at 12:00:00 AM",MSFT,61.0,179.5,"April 17, 2020 at 12:00:00 AM"
4,JNJ,72,152.02000427246094,"April 17, 2020 at 12:00:00 AM",JNJ,72.0,154.25,"April 23, 2020 at 12:00:00 AM"
5,QCOM,151,73.80999755859375,"April 23, 2020 at 12:00:00 AM",QCOM,151.0,76.58999633789062,"April 27, 2020 at 12:00:00 AM"
6,T,379,30.540000915527344,"April 27, 2020 at 12:00:00 AM",T,379.0,31.0,"April 28, 2020 at 12:00:00 AM"
7,TTWO,97,121.05000305175781,"April 30, 2020 at 12:00:00 AM",TTWO,97.0,123.61000061035156,"May 04, 2020 at 12:00:00 AM"
8,QCOM,154,77.62999725341797,"May 05, 2020 at 12:00:00 AM",QCOM,154.0,78.80999755859375,"May 06, 2020 at 12:00:00 AM"
9,SNE,189,64.37000274658203,"May 07, 2020 at 12:00:00 AM",SNE,189.0,65.7699966430664,"May 11, 2020 at 12:00:00 AM"
10,TTWO,94,132.58999633789062,"May 11, 2020 at 12:00:00 AM",TTWO,94.0,136.33999633789062,"May 19, 2020 at 12:00:00 AM"
11,AAPL,163,78.28500366210938,"May 19, 2020 at 12:00:00 AM",AAPL,163.0,79.16999816894531,"May 20, 2020 at 12:00:00 AM"
12,TMUS,132,98.13999938964844,"May 20, 2020 at 12:00:00 AM",TMUS,132.0,99.2699966430664,"May 29, 2020 at 12:00:00 AM"
13,MSFT,71,182.8300018310547,"June 01, 2020 at 12:00:00 AM",MSFT,71.0,184.82000732421875,"June 03, 2020 at 12:00:00 AM"
14,MSFT,71,185.36000061035156,"June 03, 2020 at 12:00:00 AM",MSFT,71.0,188.0,"June 09, 2020 at 12:00:00 AM"
15,TXN,102,131.39999389648438,"June 10, 2020 at 12:00:00 AM",TXN,102.0,133.50999450683594,"July 17, 2020 at 12:00:00 AM"
16,AMD,248,55.040000915527344,"July 17, 2020 at 12:00:00 AM",AMD,248.0,57.810001373291016,"July 21, 2020 at 12:00:00 AM"
17,CSCO,305,47.02000045776367,"July 21, 2020 at 12:00:00 AM",CSCO,305.0,47.02000045776367,"July 22, 2020 at 12:00:00 AM"
18,PEP,104,137.0800018310547,"July 23, 2020 at 12:00:00 AM",PEP,104.0,138.61000061035156,"August 18, 2020 at 12:00:00 AM"
19,MSFT,69,209.6999969482422,"August 19, 2020 at 12:00:00 AM",MSFT,69.0,213.86000061035156,"August 21, 2020 at 12:00:00 AM"
20,AMD,178,83.08000183105469,"August 24, 2020 at 12:00:00 AM",AMD,178.0,86.97000122070312,"August 26, 2020 at 12:00:00 AM"
21,AAPL,122,126.52249908447266,"August 26, 2020 at 12:00:00 AM",AAPL,122.0,132.75999450683594,"September 01, 2020 at 12:00:00 AM"
22,AAPL,123,131.39999389648438,"September 02, 2020 at 12:00:00 AM",AAPL,123.0,118.31999969482422,"November 06, 2020 at 12:00:00 AM"
23,AAPL,123,118.69000244140625,"November 06, 2020 at 12:00:00 AM",AAPL,123.0,120.5,"November 09, 2020 at 12:00:00 AM"
24,AAPL,127,116.31999969482422,"November 09, 2020 at 12:00:00 AM",AAPL,127.0,119.62000274658203,"November 12, 2020 at 12:00:00 AM"
25,PEP,106,143.83999633789062,"November 12, 2020 at 12:00:00 AM",PEP,106.0,145.49000549316406,"November 18, 2020 at 12:00:00 AM"
26,MSFT,73,210.38999938964844,"November 20, 2020 at 12:00:00 AM",MSFT,73.0,215.11000061035156,"November 25, 2020 at 12:00:00 AM"
27,AAPL,136,116.02999877929688,"November 25, 2020 at 12:00:00 AM",AAPL,136.0,121.01000213623047,"December 01, 2020 at 12:00:00 AM"
28,JNJ,111,147.4499969482422,"December 01, 2020 at 12:00:00 AM",JNJ,111.0,149.7899932861328,"December 04, 2020 at 12:00:00 AM"
29,AMD,177,94.06999969482422,"December 07, 2020 at 12:00:00 AM",AMD,177.0,95.93000030517578,"December 15, 2020 at 12:00:00 AM"
30,TXN,105,162.1199951171875,"December 16, 2020 at 12:00:00 AM",TXN,105.0,163.75999450683594,"December 28, 2020 at 12:00:00 AM"
31,PEP,117,146.91000366210938,"December 28, 2020 at 12:00:00 AM",PEP,117.0,129.63999938964844,"March 05, 2021 at 12:00:00 AM"
32,ABNB,84,179.80999755859375,"March 05, 2021 at 12:00:00 AM",ABNB,84.0,184.99000549316406,"March 09, 2021 at 12:00:00 AM"
33,PEP,117,133.22000122070312,"March 11, 2021 at 12:00:00 AM",PEP,117.0,135.6300048828125,"March 22, 2021 at 12:00:00 AM"
34,AMD,198,80.30000305175781,"March 22, 2021 at 12:00:00 AM",,,,
