,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,JNJ,156,63.99000168,"January 07, 2010 at 12:00:00 AM",JNJ,156,64.75,"January 11, 2010 at 12:00:00 AM"
1,AAPL,1348,7.503929138,"January 11, 2010 at 12:00:00 AM",AAPL,1348,7.503929138,"January 14, 2010 at 12:00:00 AM"
2,AAPL,1352,7.479642868,"January 14, 2010 at 12:00:00 AM",AAPL,1352,7.533214092,"January 15, 2010 at 12:00:00 AM"
3,QCOM,209,48.52999878,"January 15, 2010 at 12:00:00 AM",QCOM,209,48.90999985,"January 20, 2010 at 12:00:00 AM"
4,AAPL,1358,7.561786175,"January 20, 2010 at 12:00:00 AM",AAPL,1358,7.676428795,"March 05, 2010 at 12:00:00 AM"
5,MSFT,364,28.59000015,"March 05, 2010 at 12:00:00 AM",MSFT,364,28.86000061,"March 10, 2010 at 12:00:00 AM"
6,AAPL,1310,8.029999733,"March 10, 2010 at 12:00:00 AM",AAPL,1310,8.12035656,"March 12, 2010 at 12:00:00 AM"
7,JNJ,165,64.18000031,"March 12, 2010 at 12:00:00 AM",JNJ,165,64.69999695,"March 16, 2010 at 12:00:00 AM"
8,MSFT,365,29.37000084,"March 16, 2010 at 12:00:00 AM",MSFT,365,29.62999916,"March 18, 2010 at 12:00:00 AM"
9,MSFT,365,29.61000061,"March 18, 2010 at 12:00:00 AM",MSFT,365,29.76000023,"March 19, 2010 at 12:00:00 AM"
10,AAPL,1370,7.9375,"March 19, 2010 at 12:00:00 AM",AAPL,1370,8.058570862,"March 23, 2010 at 12:00:00 AM"
11,AAPL,1354,8.155714035,"March 23, 2010 at 12:00:00 AM",AAPL,1354,8.247142792,"March 25, 2010 at 12:00:00 AM"
12,MSFT,376,29.65999985,"March 26, 2010 at 12:00:00 AM",MSFT,376,29.95000076,"April 09, 2010 at 12:00:00 AM"
13,PEP,169,66.36000061,"April 09, 2010 at 12:00:00 AM",PEP,169,67.23999786,"May 12, 2010 at 12:00:00 AM"
14,MSFT,388,29.44000053,"May 12, 2010 at 12:00:00 AM",MSFT,388,24.95999908,"July 19, 2010 at 12:00:00 AM"
15,AMD,1302,7.440000057,"July 19, 2010 at 12:00:00 AM",AMD,1302,7.610000134,"July 21, 2010 at 12:00:00 AM"
16,AAPL,1091,9.079999924,"July 21, 2010 at 12:00:00 AM",AAPL,1091,9.202857018,"July 22, 2010 at 12:00:00 AM"
17,AAPL,1081,9.283571243,"July 23, 2010 at 12:00:00 AM",AAPL,1081,9.416786194,"July 28, 2010 at 12:00:00 AM"
18,AAPL,1092,9.319999695,"July 28, 2010 at 12:00:00 AM",AAPL,1092,9.387143135,"August 04, 2010 at 12:00:00 AM"
19,PEP,155,66.16999817,"August 04, 2010 at 12:00:00 AM",PEP,155,66.16999817,"September 14, 2010 at 12:00:00 AM"
20,MSFT,409,25.03000069,"September 14, 2010 at 12:00:00 AM",MSFT,409,25.39999962,"September 17, 2010 at 12:00:00 AM"
21,INTC,553,18.80999947,"September 17, 2010 at 12:00:00 AM",INTC,553,19.04000092,"September 22, 2010 at 12:00:00 AM"
22,AMD,1683,6.260000229,"September 22, 2010 at 12:00:00 AM",AMD,1683,6.599999905,"September 24, 2010 at 12:00:00 AM"
23,QCOM,249,44.54999924,"September 24, 2010 at 12:00:00 AM",QCOM,249,45.06999969,"September 30, 2010 at 12:00:00 AM"
24,AAPL,1109,10.13392925,"September 30, 2010 at 12:00:00 AM",AAPL,1109,10.21964264,"October 01, 2010 at 12:00:00 AM"
25,TXN,415,27.25,"October 01, 2010 at 12:00:00 AM",TXN,415,27.44000053,"October 05, 2010 at 12:00:00 AM"
26,JNJ,181,62.79999924,"October 05, 2010 at 12:00:00 AM",JNJ,181,63.29000092,"October 07, 2010 at 12:00:00 AM"
27,QCOM,258,44.54999924,"October 07, 2010 at 12:00:00 AM",QCOM,258,44.97000122,"October 13, 2010 at 12:00:00 AM"
28,MSFT,458,25.34000015,"October 13, 2010 at 12:00:00 AM",MSFT,458,25.59000015,"October 18, 2010 at 12:00:00 AM"
29,MSFT,454,25.81999969,"October 18, 2010 at 12:00:00 AM",MSFT,454,26.20999908,"October 28, 2010 at 12:00:00 AM"
30,QCOM,267,44.41999817,"October 28, 2010 at 12:00:00 AM",QCOM,267,45.52000046,"November 01, 2010 at 12:00:00 AM"
31,QCOM,269,45.33000183,"November 01, 2010 at 12:00:00 AM",QCOM,269,45.75,"November 02, 2010 at 12:00:00 AM"
32,AAPL,1114,11.04857063,"November 02, 2010 at 12:00:00 AM",AAPL,1114,11.12035656,"November 03, 2010 at 12:00:00 AM"
33,AMD,1621,7.639999866,"November 03, 2010 at 12:00:00 AM",AMD,1621,7.710000038,"November 04, 2010 at 12:00:00 AM"
34,QCOM,258,48.34000015,"November 04, 2010 at 12:00:00 AM",QCOM,258,48.74000168,"December 07, 2010 at 12:00:00 AM"
35,CSCO,650,19.38999939,"December 07, 2010 at 12:00:00 AM",CSCO,650,19.48999977,"December 09, 2010 at 12:00:00 AM"
36,AAPL,1109,11.42000008,"December 09, 2010 at 12:00:00 AM",AAPL,1109,11.58464336,"December 13, 2010 at 12:00:00 AM"
37,AAPL,1118,11.48821354,"December 13, 2010 at 12:00:00 AM",AAPL,1118,11.58428574,"December 22, 2010 at 12:00:00 AM"
38,MSFT,459,28.19000053,"December 22, 2010 at 12:00:00 AM",MSFT,459,28.63999939,"January 07, 2011 at 12:00:00 AM"
39,INTC,637,20.65999985,"January 07, 2011 at 12:00:00 AM",INTC,637,20.82999992,"January 11, 2011 at 12:00:00 AM"
40,QCOM,254,52.06999969,"January 11, 2011 at 12:00:00 AM",QCOM,254,52.36999893,"January 18, 2011 at 12:00:00 AM"
41,MSFT,465,28.65999985,"January 18, 2011 at 12:00:00 AM",MSFT,465,28.89999962,"January 28, 2011 at 12:00:00 AM"
42,AMD,1797,7.489999771,"January 28, 2011 at 12:00:00 AM",AMD,1797,7.550000191,"January 31, 2011 at 12:00:00 AM"
43,AAPL,1101,12.32250023,"February 01, 2011 at 12:00:00 AM",AAPL,1101,12.42464256,"February 07, 2011 at 12:00:00 AM"
44,AAPL,1088,12.56714344,"February 07, 2011 at 12:00:00 AM",AAPL,1088,12.63142872,"February 08, 2011 at 12:00:00 AM"
45,SNE,390,35.24000168,"February 08, 2011 at 12:00:00 AM",SNE,390,35.63999939,"February 16, 2011 at 12:00:00 AM"
46,PEP,217,63.95999908,"February 16, 2011 at 12:00:00 AM",PEP,217,64.51000214,"February 18, 2011 at 12:00:00 AM"
47,MSFT,518,27.05999947,"February 18, 2011 at 12:00:00 AM",MSFT,518,26.29999924,"April 27, 2011 at 12:00:00 AM"
48,PEP,200,67.93000031,"April 27, 2011 at 12:00:00 AM",PEP,200,67.93000031,"April 28, 2011 at 12:00:00 AM"
49,TMUS,404,33.74000168,"April 28, 2011 at 12:00:00 AM",TMUS,404,33.91999817,"May 02, 2011 at 12:00:00 AM"
50,JNJ,207,66.20999908,"May 02, 2011 at 12:00:00 AM",JNJ,207,67.08999634,"May 13, 2011 at 12:00:00 AM"
51,AAPL,1142,12.16071415,"May 13, 2011 at 12:00:00 AM",AAPL,1142,12.45964336,"June 01, 2011 at 12:00:00 AM"
52,AMD,1700,8.369999886,"June 01, 2011 at 12:00:00 AM",AMD,1700,6.590000153,"August 05, 2011 at 12:00:00 AM"
53,PEP,177,62.97000122,"August 08, 2011 at 12:00:00 AM",PEP,177,63.50999832,"August 09, 2011 at 12:00:00 AM"
54,AAPL,870,12.98892879,"August 10, 2011 at 12:00:00 AM",AAPL,870,13.23285675,"August 11, 2011 at 12:00:00 AM"
55,AAPL,855,13.46392918,"August 12, 2011 at 12:00:00 AM",AAPL,855,13.55821419,"August 15, 2011 at 12:00:00 AM"
56,AAPL,853,13.58857059,"August 16, 2011 at 12:00:00 AM",AAPL,853,13.86357117,"August 29, 2011 at 12:00:00 AM"
57,MSFT,457,25.84000015,"August 29, 2011 at 12:00:00 AM",MSFT,457,26.29000092,"August 31, 2011 at 12:00:00 AM"
58,T,422,28.47999954,"August 31, 2011 at 12:00:00 AM",T,422,28.81999969,"September 16, 2011 at 12:00:00 AM"
59,JNJ,188,64.58999634,"September 16, 2011 at 12:00:00 AM",JNJ,188,64.98999786,"October 27, 2011 at 12:00:00 AM"
60,AMD,2211,5.539999962,"October 27, 2011 at 12:00:00 AM",AMD,2211,5.829999924,"October 28, 2011 at 12:00:00 AM"
61,MSFT,477,26.97999954,"October 28, 2011 at 12:00:00 AM",MSFT,477,27.37999916,"January 05, 2012 at 12:00:00 AM"
62,QCOM,233,56.06000137,"January 05, 2012 at 12:00:00 AM",QCOM,233,56.56000137,"January 10, 2012 at 12:00:00 AM"
63,AMD,2312,5.710000038,"January 10, 2012 at 12:00:00 AM",AMD,2312,5.829999924,"January 12, 2012 at 12:00:00 AM"
64,MSFT,481,28,"January 12, 2012 at 12:00:00 AM",MSFT,481,28.39999962,"January 17, 2012 at 12:00:00 AM"
65,AAPL,901,15.16785717,"January 17, 2012 at 12:00:00 AM",AAPL,901,15.2485714,"January 18, 2012 at 12:00:00 AM"
66,AMD,2209,6.21999979,"January 19, 2012 at 12:00:00 AM",AMD,2209,6.21999979,"January 20, 2012 at 12:00:00 AM"
67,MSFT,462,29.72999954,"January 23, 2012 at 12:00:00 AM",MSFT,462,29.89999962,"February 02, 2012 at 12:00:00 AM"
68,MSFT,461,29.95000076,"February 02, 2012 at 12:00:00 AM",MSFT,461,30.13999939,"February 03, 2012 at 12:00:00 AM"
69,MCD,139,100.0100021,"February 03, 2012 at 12:00:00 AM",MCD,139,101.1200027,"February 08, 2012 at 12:00:00 AM"
70,AMD,1939,7.25,"February 08, 2012 at 12:00:00 AM",AMD,1939,7.300000191,"February 09, 2012 at 12:00:00 AM"
71,TTWO,874,16.19000053,"February 09, 2012 at 12:00:00 AM",TTWO,874,16.29000092,"February 10, 2012 at 12:00:00 AM"
72,T,474,30.04000092,"February 13, 2012 at 12:00:00 AM",T,474,30.25,"February 22, 2012 at 12:00:00 AM"
73,AAPL,783,18.3228569,"February 22, 2012 at 12:00:00 AM",AAPL,783,18.55964279,"February 24, 2012 at 12:00:00 AM"
74,AAPL,778,18.65749931,"February 24, 2012 at 12:00:00 AM",AAPL,778,18.8557148,"February 28, 2012 at 12:00:00 AM"
75,MSFT,460,31.87000084,"February 28, 2012 at 12:00:00 AM",MSFT,460,32.31000137,"March 02, 2012 at 12:00:00 AM"
76,MSFT,464,32.08000183,"March 02, 2012 at 12:00:00 AM",MSFT,464,32.52999878,"March 14, 2012 at 12:00:00 AM"
77,QCOM,231,65.11000061,"March 14, 2012 at 12:00:00 AM",QCOM,231,65.83999634,"March 19, 2012 at 12:00:00 AM"
78,AAPL,711,21.46785736,"March 19, 2012 at 12:00:00 AM",AAPL,711,21.64928627,"March 27, 2012 at 12:00:00 AM"
79,AAPL,701,21.94571495,"March 27, 2012 at 12:00:00 AM",AAPL,701,22.08499908,"March 28, 2012 at 12:00:00 AM"
80,CSCO,736,21.03000069,"March 29, 2012 at 12:00:00 AM",CSCO,736,21.13999939,"April 02, 2012 at 12:00:00 AM"
81,AAPL,692,22.47571373,"April 03, 2012 at 12:00:00 AM",AAPL,692,22.85464287,"April 10, 2012 at 12:00:00 AM"
82,QCOM,239,66.22000122,"April 10, 2012 at 12:00:00 AM",QCOM,239,66.91999817,"April 11, 2012 at 12:00:00 AM"
83,INTC,561,28.47999954,"April 12, 2012 at 12:00:00 AM",INTC,561,28.81999969,"May 02, 2012 at 12:00:00 AM"
84,INTC,555,29.18000031,"May 02, 2012 at 12:00:00 AM",INTC,555,26.04999924,"July 09, 2012 at 12:00:00 AM"
85,PEP,206,69.98999786,"July 09, 2012 at 12:00:00 AM",PEP,206,69.98999786,"July 13, 2012 at 12:00:00 AM"
86,AMD,2950,4.900000095,"July 13, 2012 at 12:00:00 AM",AMD,2950,4.929999828,"July 19, 2012 at 12:00:00 AM"
87,QCOM,248,58.43999863,"July 19, 2012 at 12:00:00 AM",QCOM,248,58.81999969,"July 27, 2012 at 12:00:00 AM"
88,JNJ,210,69.51999664,"July 27, 2012 at 12:00:00 AM",JNJ,210,69.12000275,"October 02, 2012 at 12:00:00 AM"
89,INTC,637,22.84000015,"October 02, 2012 at 12:00:00 AM",INTC,637,20.14999962,"December 10, 2012 at 12:00:00 AM"
90,JNJ,181,70.59999847,"December 10, 2012 at 12:00:00 AM",JNJ,181,71.20999908,"December 12, 2012 at 12:00:00 AM"
91,INTC,626,20.67000008,"December 12, 2012 at 12:00:00 AM",INTC,626,21.06999969,"December 19, 2012 at 12:00:00 AM"
92,TTWO,1102,11.97999954,"December 19, 2012 at 12:00:00 AM",TTWO,1102,12.10999966,"January 07, 2013 at 12:00:00 AM"
93,AMD,4999,2.670000076,"January 07, 2013 at 12:00:00 AM",AMD,4999,2.720000029,"January 08, 2013 at 12:00:00 AM"
94,AAPL,724,18.76107025,"January 08, 2013 at 12:00:00 AM",AAPL,724,18.87678528,"January 10, 2013 at 12:00:00 AM"
95,QCOM,211,64.77999878,"January 10, 2013 at 12:00:00 AM",QCOM,211,64.77999878,"January 11, 2013 at 12:00:00 AM"
96,SNE,1233,11.09000015,"January 11, 2013 at 12:00:00 AM",SNE,1233,11.18000031,"January 14, 2013 at 12:00:00 AM"
97,MSFT,512,26.88999939,"January 14, 2013 at 12:00:00 AM",MSFT,512,27.14999962,"January 16, 2013 at 12:00:00 AM"
98,MSFT,515,27.04000092,"January 16, 2013 at 12:00:00 AM",MSFT,515,27.19000053,"January 17, 2013 at 12:00:00 AM"
99,AAPL,779,17.95285606,"January 17, 2013 at 12:00:00 AM",AAPL,779,18.17178535,"January 23, 2013 at 12:00:00 AM"
100,MSFT,512,27.62999916,"January 24, 2013 at 12:00:00 AM",MSFT,512,28.01000023,"January 28, 2013 at 12:00:00 AM"
101,MSFT,514,27.90999985,"January 28, 2013 at 12:00:00 AM",MSFT,514,28.12999916,"February 20, 2013 at 12:00:00 AM"
102,MSFT,519,27.87000084,"February 20, 2013 at 12:00:00 AM",MSFT,519,28.29000092,"March 05, 2013 at 12:00:00 AM"
103,TMUS,712,20.62000084,"March 05, 2013 at 12:00:00 AM",TMUS,712,20.81999969,"March 07, 2013 at 12:00:00 AM"
104,TTWO,963,15.40999985,"March 07, 2013 at 12:00:00 AM",TTWO,963,15.48999977,"March 08, 2013 at 12:00:00 AM"
105,AAPL,967,15.41857147,"March 08, 2013 at 12:00:00 AM",AAPL,967,15.55714321,"March 12, 2013 at 12:00:00 AM"
106,AMD,5767,2.609999895,"March 12, 2013 at 12:00:00 AM",AMD,5767,2.660000086,"March 19, 2013 at 12:00:00 AM"
107,QCOM,237,64.72000122,"March 19, 2013 at 12:00:00 AM",QCOM,237,65.41000366,"March 20, 2013 at 12:00:00 AM"
108,JNJ,196,79.01000214,"March 21, 2013 at 12:00:00 AM",JNJ,196,79.83000183,"March 25, 2013 at 12:00:00 AM"
109,MSFT,556,28.15999985,"March 25, 2013 at 12:00:00 AM",MSFT,556,28.31999969,"March 28, 2013 at 12:00:00 AM"
110,MSFT,550,28.61000061,"March 28, 2013 at 12:00:00 AM",MSFT,550,29.56999969,"April 10, 2013 at 12:00:00 AM"
111,MSFT,537,30.28000069,"April 10, 2013 at 12:00:00 AM",MSFT,537,30.70000076,"April 23, 2013 at 12:00:00 AM"
112,TMUS,706,23.37999916,"April 23, 2013 at 12:00:00 AM",TMUS,706,23.71999931,"April 25, 2013 at 12:00:00 AM"
113,MSFT,524,31.94000053,"April 25, 2013 at 12:00:00 AM",MSFT,524,32.56000137,"April 30, 2013 at 12:00:00 AM"
114,MSFT,515,33.09999847,"April 30, 2013 at 12:00:00 AM",MSFT,515,33.41999817,"May 06, 2013 at 12:00:00 AM"
115,AAPL,1052,16.38071442,"May 07, 2013 at 12:00:00 AM",AAPL,1052,15.27321434,"July 12, 2013 at 12:00:00 AM"
116,AMD,3720,4.320000172,"July 12, 2013 at 12:00:00 AM",AMD,3720,4.409999847,"July 16, 2013 at 12:00:00 AM"
117,AAPL,1067,15.36428642,"July 16, 2013 at 12:00:00 AM",AAPL,1067,15.47785664,"July 18, 2013 at 12:00:00 AM"
118,TTWO,1005,16.43000031,"July 18, 2013 at 12:00:00 AM",TTWO,1005,16.75,"July 22, 2013 at 12:00:00 AM"
119,QCOM,270,62.20999908,"July 22, 2013 at 12:00:00 AM",QCOM,270,62.88999939,"July 24, 2013 at 12:00:00 AM"
120,TXN,437,38.93000031,"July 24, 2013 at 12:00:00 AM",TXN,437,39.36000061,"August 01, 2013 at 12:00:00 AM"
121,JNJ,183,93.76999664,"August 01, 2013 at 12:00:00 AM",JNJ,183,94.26999664,"August 08, 2013 at 12:00:00 AM"
122,AAPL,1051,16.46464348,"August 08, 2013 at 12:00:00 AM",AAPL,1051,16.81928635,"August 13, 2013 at 12:00:00 AM"
123,AAPL,1011,17.48464394,"August 13, 2013 at 12:00:00 AM",AAPL,1011,17.78142929,"August 14, 2013 at 12:00:00 AM"
