,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,T,347,28.790000915527344,"January 25, 2021 at 12:00:00 AM",T,347.0,29.100000381469727,"January 26, 2021 at 12:00:00 AM"
1,AAPL,71,142.21209716796875,"January 26, 2021 at 12:00:00 AM",AAPL,71.0,143.42999267578125,"January 27, 2021 at 12:00:00 AM"
2,QCOM,64,157.30999755859375,"January 27, 2021 at 12:00:00 AM",QCOM,64.0,158.23500061035156,"January 28, 2021 at 12:00:00 AM"
3,INTC,181,56.50579833984375,"January 28, 2021 at 12:00:00 AM",INTC,181.0,57.029998779296875,"January 29, 2021 at 12:00:00 AM"
4,MSFT,44,233.91009521484375,"January 29, 2021 at 12:00:00 AM",MSFT,44.0,237.97000122070312,"February 01, 2021 at 12:00:00 AM"
5,AAPL,78,134.92129516601562,"February 01, 2021 at 12:00:00 AM",AAPL,78.0,135.72999572753906,"February 02, 2021 at 12:00:00 AM"
6,ABNB,57,182.64999389648438,"February 02, 2021 at 12:00:00 AM",ABNB,57.0,184.4073944091797,"February 03, 2021 at 12:00:00 AM"
7,MSFT,44,242.85499572753906,"February 03, 2021 at 12:00:00 AM",MSFT,44.0,244.86000061035156,"February 10, 2021 at 12:00:00 AM"
8,MSFT,44,242.52499389648438,"February 10, 2021 at 12:00:00 AM",MSFT,44.0,244.77999877929688,"February 11, 2021 at 12:00:00 AM"
9,TTWO,54,198.03990173339844,"February 11, 2021 at 12:00:00 AM",TTWO,54.0,199.08999633789062,"February 12, 2021 at 12:00:00 AM"
10,QCOM,74,147.36000061035156,"February 12, 2021 at 12:00:00 AM",QCOM,74.0,149.0,"February 16, 2021 at 12:00:00 AM"
11,QCOM,74,148.35169982910156,"February 16, 2021 at 12:00:00 AM",,,,
