,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,T,347,28.790000915527344,"January 25, 2021 at 11:30:00 AM",T,347,28.790000915527344,"January 25, 2021 at 12:30:00 PM"
1,MSFT,43,228.3000030517578,"January 25, 2021 at 12:30:00 PM",MSFT,43,228.2899932861328,"January 25, 2021 at 01:30:00 PM"
2,AAPL,70,142.58200073242188,"January 25, 2021 at 01:30:00 PM",AAPL,70,142.5800018310547,"January 25, 2021 at 02:30:00 PM"
3,PEP,71,140.17999267578125,"January 25, 2021 at 03:30:00 PM",PEP,71,141.30999755859375,"January 26, 2021 at 09:30:00 AM"
4,AAPL,70,142.21209716796875,"January 26, 2021 at 09:30:00 AM",AAPL,70,142.39999389648438,"January 26, 2021 at 12:30:00 PM"
5,MSFT,43,232.931396484375,"January 26, 2021 at 12:30:00 PM",MSFT,43,232.92999267578125,"January 26, 2021 at 01:30:00 PM"
6,INTC,182,55.16999816894531,"January 26, 2021 at 01:30:00 PM",INTC,182,55.16999816894531,"January 26, 2021 at 02:30:00 PM"
7,QCOM,62,161.9949951171875,"January 26, 2021 at 02:30:00 PM",QCOM,62,161.9738006591797,"January 26, 2021 at 03:30:00 PM"
8,INTC,182,55.220001220703125,"January 26, 2021 at 03:30:00 PM",INTC,182,54.95000076293945,"January 28, 2021 at 09:30:00 AM"
9,AAPL,71,139.57000732421875,"January 28, 2021 at 09:30:00 AM",AAPL,71,141.16000366210938,"January 28, 2021 at 12:30:00 PM"
10,AAPL,72,140.14999389648438,"January 28, 2021 at 12:30:00 PM",AAPL,72,132.0500030517578,"January 29, 2021 at 01:30:00 PM"
11,AAPL,72,131.94500732421875,"January 29, 2021 at 01:30:00 PM",AAPL,72,131.92999267578125,"January 29, 2021 at 02:30:00 PM"
12,MSFT,40,233.86000061035156,"January 29, 2021 at 02:30:00 PM",MSFT,40,233.85000610351562,"January 29, 2021 at 03:30:00 PM"
13,AAPL,72,131.80999755859375,"January 29, 2021 at 03:30:00 PM",AAPL,72,133.75,"February 01, 2021 at 09:30:00 AM"
14,QCOM,60,159.4499969482422,"February 01, 2021 at 10:30:00 AM",QCOM,60,160.52000427246094,"February 01, 2021 at 12:30:00 PM"
15,TTWO,48,200.6199951171875,"February 01, 2021 at 12:30:00 PM",TTWO,48,200.61500549316406,"February 01, 2021 at 01:30:00 PM"
16,MCD,47,207.94000244140625,"February 01, 2021 at 01:30:00 PM",MCD,47,211.8699951171875,"February 02, 2021 at 10:30:00 AM"
17,INTC,173,57.51499938964844,"February 02, 2021 at 10:30:00 AM",INTC,173,57.5099983215332,"February 02, 2021 at 11:30:00 AM"
18,AAPL,73,135.26499938964844,"February 02, 2021 at 11:30:00 AM",AAPL,73,135.26499938964844,"February 02, 2021 at 12:30:00 PM"
19,MSFT,41,239.82000732421875,"February 02, 2021 at 12:30:00 PM",MSFT,41,239.82000732421875,"February 02, 2021 at 01:30:00 PM"
20,TXN,57,174.09500122070312,"February 02, 2021 at 01:30:00 PM",TXN,57,175.14999389648438,"February 02, 2021 at 03:30:00 PM"
21,SNE,100,99.23999786376953,"February 02, 2021 at 03:30:00 PM",SNE,100,108.30000305175781,"February 03, 2021 at 09:30:00 AM"
22,AAPL,81,133.77149963378906,"February 03, 2021 at 09:30:00 AM",AAPL,81,133.77000427246094,"February 03, 2021 at 10:30:00 AM"
23,MSFT,44,242.85499572753906,"February 03, 2021 at 10:30:00 AM",MSFT,44,242.84500122070312,"February 03, 2021 at 11:30:00 AM"
24,AAPL,81,134.7949981689453,"February 03, 2021 at 11:30:00 AM",AAPL,81,134.98080444335938,"February 03, 2021 at 01:30:00 PM"
25,PEP,78,138.72000122070312,"February 03, 2021 at 01:30:00 PM",PEP,78,138.7100067138672,"February 03, 2021 at 02:30:00 PM"
26,MSFT,44,243.3249969482422,"February 03, 2021 at 02:30:00 PM",MSFT,44,243.31500244140625,"February 03, 2021 at 03:30:00 PM"
27,T,383,28.520000457763672,"February 03, 2021 at 03:30:00 PM",T,383,28.510000228881836,"February 04, 2021 at 09:30:00 AM"
28,INTC,188,58.1150016784668,"February 04, 2021 at 09:30:00 AM",INTC,188,58.255001068115234,"February 04, 2021 at 11:30:00 AM"
29,AAPL,80,135.92999267578125,"February 04, 2021 at 11:30:00 AM",AAPL,80,135.92999267578125,"February 04, 2021 at 12:30:00 PM"
30,TTWO,54,202.77000427246094,"February 04, 2021 at 12:30:00 PM",TTWO,54,202.69000244140625,"February 04, 2021 at 01:30:00 PM"
31,MSFT,45,240.74000549316406,"February 04, 2021 at 01:30:00 PM",MSFT,45,240.72500610351562,"February 04, 2021 at 02:30:00 PM"
32,INTC,187,58.39820098876953,"February 04, 2021 at 02:30:00 PM",INTC,187,59.0,"February 05, 2021 at 09:30:00 AM"
33,SNE,95,116.0999984741211,"February 05, 2021 at 09:30:00 AM",SNE,95,116.30500030517578,"February 05, 2021 at 11:30:00 AM"
34,QCOM,76,145.5800018310547,"February 05, 2021 at 11:30:00 AM",QCOM,76,146.5500030517578,"February 05, 2021 at 01:30:00 PM"
35,INTC,191,58.34000015258789,"February 05, 2021 at 01:30:00 PM",INTC,191,58.90999984741211,"February 08, 2021 at 12:30:00 PM"
36,MSFT,46,241.7949981689453,"February 08, 2021 at 12:30:00 PM",MSFT,46,241.7899932861328,"February 08, 2021 at 01:30:00 PM"
37,QCOM,76,146.67999267578125,"February 08, 2021 at 01:30:00 PM",QCOM,76,146.67669677734375,"February 08, 2021 at 02:30:00 PM"
38,TXN,64,174.92999267578125,"February 08, 2021 at 02:30:00 PM",TXN,64,173.86000061035156,"February 09, 2021 at 03:30:00 PM"
39,INTC,190,58.779998779296875,"February 09, 2021 at 03:30:00 PM",INTC,190,59.29999923706055,"February 10, 2021 at 09:30:00 AM"
40,MSFT,46,242.52499389648438,"February 10, 2021 at 09:30:00 AM",MSFT,46,242.5,"February 10, 2021 at 01:30:00 PM"
41,INTC,192,58.72999954223633,"February 10, 2021 at 01:30:00 PM",INTC,192,58.72999954223633,"February 10, 2021 at 02:30:00 PM"
42,AAPL,83,135.5050048828125,"February 10, 2021 at 02:30:00 PM",AAPL,83,135.89999389648438,"February 11, 2021 at 09:30:00 AM"
43,TTWO,57,198.03990173339844,"February 11, 2021 at 09:30:00 AM",TTWO,57,197.89999389648438,"February 11, 2021 at 10:30:00 AM"
44,NVDA,18,608.85498046875,"February 11, 2021 at 10:30:00 AM",NVDA,18,608.3798828125,"February 11, 2021 at 01:30:00 PM"
45,AAPL,84,134.04010009765625,"February 11, 2021 at 01:30:00 PM",AAPL,84,134.75999450683594,"February 11, 2021 at 03:30:00 PM"
46,AAPL,84,135.1199951171875,"February 11, 2021 at 03:30:00 PM",AAPL,84,135.75,"February 16, 2021 at 09:30:00 AM"
47,QCOM,77,148.35169982910156,"February 16, 2021 at 09:30:00 AM",QCOM,77,144.6699981689453,"February 17, 2021 at 10:30:00 AM"
48,T,379,29.3799991607666,"February 17, 2021 at 10:30:00 AM",T,379,29.375,"February 17, 2021 at 11:30:00 AM"
49,TTWO,57,194.69000244140625,"February 17, 2021 at 11:30:00 AM",TTWO,57,195.08999633789062,"February 17, 2021 at 01:30:00 PM"
50,QCOM,77,144.33999633789062,"February 17, 2021 at 01:30:00 PM",QCOM,77,144.7899932861328,"February 17, 2021 at 03:30:00 PM"
51,AAPL,85,130.83999633789062,"February 17, 2021 at 03:30:00 PM",AAPL,85,130.0,"February 19, 2021 at 09:30:00 AM"
52,PEP,82,134.3300018310547,"February 19, 2021 at 09:30:00 AM",PEP,82,134.24000549316406,"February 19, 2021 at 11:30:00 AM"
53,AAPL,85,129.6699981689453,"February 19, 2021 at 11:30:00 AM",AAPL,85,129.6699981689453,"February 19, 2021 at 12:30:00 PM"
54,TTWO,57,194.7100067138672,"February 19, 2021 at 01:30:00 PM",TTWO,57,194.69000244140625,"February 19, 2021 at 02:30:00 PM"
55,INTC,176,63.13999938964844,"February 19, 2021 at 02:30:00 PM",INTC,176,60.689998626708984,"February 22, 2021 at 03:30:00 PM"
56,TMUS,90,117.91000366210938,"February 22, 2021 at 03:30:00 PM",TMUS,90,117.87999725341797,"February 23, 2021 at 09:30:00 AM"
57,INTC,177,60.279998779296875,"February 23, 2021 at 09:30:00 AM",INTC,177,60.380001068115234,"February 23, 2021 at 11:30:00 AM"
58,NVDA,19,553.4849853515625,"February 23, 2021 at 11:30:00 AM",NVDA,19,553.280029296875,"February 23, 2021 at 12:30:00 PM"
59,AAPL,85,124.75,"February 23, 2021 at 01:30:00 PM",AAPL,85,126.63999938964844,"February 23, 2021 at 03:30:00 PM"
60,PEP,81,132.7899932861328,"February 23, 2021 at 03:30:00 PM",PEP,81,131.1999969482422,"February 25, 2021 at 09:30:00 AM"
61,NVDA,19,561.6099853515625,"February 25, 2021 at 09:30:00 AM",NVDA,19,536.4500122070312,"February 26, 2021 at 10:30:00 AM"
62,TMUS,85,120.31999969482422,"February 26, 2021 at 10:30:00 AM",TMUS,85,121.08000183105469,"February 26, 2021 at 12:30:00 PM"
63,PEP,79,129.99000549316406,"February 26, 2021 at 12:30:00 PM",PEP,79,130.61000061035156,"March 01, 2021 at 09:30:00 AM"
64,AAPL,82,125.87989807128906,"March 01, 2021 at 10:30:00 AM",AAPL,82,126.23999786376953,"March 01, 2021 at 12:30:00 PM"
65,INTC,165,62.708499908447266,"March 01, 2021 at 12:30:00 PM",INTC,165,62.70500183105469,"March 01, 2021 at 01:30:00 PM"
66,ABNB,52,197.9001007080078,"March 01, 2021 at 01:30:00 PM",ABNB,52,197.7100067138672,"March 02, 2021 at 12:30:00 PM"
67,AAPL,82,126.12999725341797,"March 02, 2021 at 12:30:00 PM",AAPL,82,126.12999725341797,"March 02, 2021 at 01:30:00 PM"
68,NVDA,19,542.8599853515625,"March 02, 2021 at 01:30:00 PM",NVDA,19,542.7899780273438,"March 02, 2021 at 02:30:00 PM"
69,T,366,28.325000762939453,"March 02, 2021 at 02:30:00 PM",T,366,28.32270050048828,"March 02, 2021 at 03:30:00 PM"
70,MSFT,44,233.88999938964844,"March 02, 2021 at 03:30:00 PM",MSFT,44,227.17999267578125,"March 04, 2021 at 09:30:00 AM"
71,MSFT,43,230.49000549316406,"March 04, 2021 at 10:30:00 AM",MSFT,43,227.0500030517578,"March 05, 2021 at 11:30:00 AM"
72,MSFT,43,229.77999877929688,"March 05, 2021 at 11:30:00 AM",MSFT,43,229.77999877929688,"March 05, 2021 at 12:30:00 PM"
73,AAPL,82,119.94000244140625,"March 05, 2021 at 12:30:00 PM",AAPL,82,119.94000244140625,"March 05, 2021 at 01:30:00 PM"
74,T,335,29.635000228881836,"March 05, 2021 at 01:30:00 PM",T,335,29.633399963378906,"March 05, 2021 at 02:30:00 PM"
75,PEP,74,132.9949951171875,"March 05, 2021 at 02:30:00 PM",PEP,74,133.44000244140625,"March 08, 2021 at 09:30:00 AM"
