,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,INTC,157,63.439998626708984,"March 15, 2021 at 09:32:00 AM",INTC,157.0,63.385398864746094,"March 15, 2021 at 02:31:00 PM"
1,AAPL,80,123.48999786376953,"March 15, 2021 at 02:31:00 PM",AAPL,80.0,123.48500061035156,"March 15, 2021 at 02:32:00 PM"
2,TTWO,59,168.33999633789062,"March 15, 2021 at 02:32:00 PM",TTWO,59.0,168.27999877929688,"March 15, 2021 at 02:33:00 PM"
3,QCOM,76,131.21200561523438,"March 15, 2021 at 02:33:00 PM",QCOM,76.0,131.1699981689453,"March 15, 2021 at 02:34:00 PM"
4,SNE,94,105.30000305175781,"March 15, 2021 at 02:34:00 PM",SNE,94.0,105.30000305175781,"March 15, 2021 at 02:35:00 PM"
5,QCOM,76,131.26220703125,"March 15, 2021 at 02:35:00 PM",QCOM,76.0,131.25999450683594,"March 15, 2021 at 02:39:00 PM"
6,AAPL,80,123.35009765625,"March 15, 2021 at 02:39:00 PM",AAPL,80.0,123.33999633789062,"March 15, 2021 at 02:41:00 PM"
7,TXN,57,173.14999389648438,"March 15, 2021 at 02:41:00 PM",TXN,57.0,173.13490295410156,"March 15, 2021 at 02:42:00 PM"
8,MCD,45,218.1699981689453,"March 15, 2021 at 02:42:00 PM",MCD,45.0,218.13999938964844,"March 15, 2021 at 02:44:00 PM"
9,T,335,29.729999542236328,"March 15, 2021 at 02:44:00 PM",T,335.0,29.719999313354492,"March 15, 2021 at 02:47:00 PM"
10,SNE,94,105.37000274658203,"March 15, 2021 at 02:47:00 PM",SNE,94.0,105.37000274658203,"March 15, 2021 at 02:48:00 PM"
11,AAPL,80,123.42500305175781,"March 15, 2021 at 02:48:00 PM",AAPL,80.0,123.38990020751953,"March 15, 2021 at 02:52:00 PM"
12,MSFT,42,233.375,"March 15, 2021 at 02:52:00 PM",MSFT,42.0,233.27999877929688,"March 15, 2021 at 02:54:00 PM"
13,QCOM,75,131.2100067138672,"March 15, 2021 at 02:54:00 PM",QCOM,75.0,131.13999938964844,"March 15, 2021 at 02:57:00 PM"
14,TXN,57,173.32000732421875,"March 15, 2021 at 02:57:00 PM",TXN,57.0,173.2949981689453,"March 15, 2021 at 02:58:00 PM"
15,AAPL,80,123.36990356445312,"March 15, 2021 at 02:58:00 PM",AAPL,80.0,123.36900329589844,"March 15, 2021 at 02:59:00 PM"
16,SNE,94,105.30000305175781,"March 15, 2021 at 02:59:00 PM",SNE,94.0,105.30000305175781,"March 15, 2021 at 03:00:00 PM"
17,QCOM,76,131.0800018310547,"March 15, 2021 at 03:00:00 PM",QCOM,76.0,131.0800018310547,"March 15, 2021 at 03:01:00 PM"
18,T,335,29.725000381469727,"March 15, 2021 at 03:01:00 PM",T,335.0,29.725000381469727,"March 15, 2021 at 03:02:00 PM"
19,AAPL,80,123.32929992675781,"March 15, 2021 at 03:02:00 PM",AAPL,80.0,123.23079681396484,"March 15, 2021 at 03:04:00 PM"
20,AAPL,80,123.24500274658203,"March 15, 2021 at 03:05:00 PM",AAPL,80.0,123.18499755859375,"March 15, 2021 at 03:07:00 PM"
21,AAPL,80,123.2750015258789,"March 15, 2021 at 03:08:00 PM",AAPL,80.0,123.2750015258789,"March 15, 2021 at 03:09:00 PM"
22,PEP,75,132.5500030517578,"March 15, 2021 at 03:09:00 PM",PEP,75.0,132.52999877929688,"March 15, 2021 at 03:11:00 PM"
23,AAPL,80,123.2699966430664,"March 15, 2021 at 03:11:00 PM",AAPL,80.0,123.21499633789062,"March 15, 2021 at 03:13:00 PM"
24,MSFT,42,233.75,"March 15, 2021 at 03:13:00 PM",MSFT,42.0,233.7100067138672,"March 15, 2021 at 03:15:00 PM"
25,NVDA,18,524.7050170898438,"March 15, 2021 at 03:15:00 PM",NVDA,18.0,524.6840209960938,"March 15, 2021 at 03:16:00 PM"
26,AAPL,80,123.31999969482422,"March 15, 2021 at 03:16:00 PM",AAPL,80.0,123.2750015258789,"March 15, 2021 at 03:18:00 PM"
27,TTWO,58,168.7100067138672,"March 15, 2021 at 03:18:00 PM",TTWO,58.0,168.6699981689453,"March 15, 2021 at 03:19:00 PM"
28,QCOM,75,130.75999450683594,"March 15, 2021 at 03:19:00 PM",QCOM,75.0,130.67999267578125,"March 15, 2021 at 03:21:00 PM"
29,MCD,45,217.74000549316406,"March 15, 2021 at 03:21:00 PM",MCD,45.0,217.74000549316406,"March 15, 2021 at 03:22:00 PM"
