,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,INTC,157,63.439998626708984,"March 15, 2021 at 09:32:00 AM",INTC,157.0,63.53499984741211,"March 15, 2021 at 03:47:00 PM"
1,QCOM,76,131.10690307617188,"March 15, 2021 at 03:47:00 PM",QCOM,76.0,131.25,"March 15, 2021 at 03:50:00 PM"
2,MSFT,42,234.0,"March 15, 2021 at 03:50:00 PM",MSFT,42.0,234.3800048828125,"March 15, 2021 at 03:55:00 PM"
3,AAPL,81,123.94999694824219,"March 15, 2021 at 03:55:00 PM",AAPL,81.0,125.5199966430664,"March 16, 2021 at 09:31:00 AM"
4,MSFT,43,236.16000366210938,"March 16, 2021 at 09:31:00 AM",MSFT,43.0,236.125,"March 16, 2021 at 09:34:00 AM"
5,QCOM,76,132.96749877929688,"March 16, 2021 at 09:34:00 AM",QCOM,76.0,133.42999267578125,"March 16, 2021 at 09:37:00 AM"
6,QCOM,76,133.30999755859375,"March 16, 2021 at 09:37:00 AM",QCOM,76.0,133.98500061035156,"March 16, 2021 at 09:46:00 AM"
7,INTC,159,64.43509674072266,"March 16, 2021 at 09:46:00 AM",INTC,159.0,64.54499816894531,"March 16, 2021 at 09:48:00 AM"
8,AAPL,81,126.22000122070312,"March 16, 2021 at 09:48:00 AM",AAPL,81.0,126.5,"March 16, 2021 at 09:58:00 AM"
9,TTWO,59,171.8699951171875,"March 16, 2021 at 09:58:00 AM",TTWO,59.0,172.0800018310547,"March 16, 2021 at 10:02:00 AM"
10,QCOM,76,134.3699951171875,"March 16, 2021 at 10:02:00 AM",QCOM,76.0,134.71009826660156,"March 16, 2021 at 10:10:00 AM"
11,AAPL,81,126.53739929199219,"March 16, 2021 at 10:10:00 AM",AAPL,81.0,126.86499786376953,"March 16, 2021 at 10:53:00 AM"
12,SNE,96,106.97000122070312,"March 16, 2021 at 10:53:00 AM",,,,
