,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,PEP,70,141.00999450683594,"February 05, 2021 at 09:34:00 AM",PEP,70.0,140.98500061035156,"February 05, 2021 at 09:36:00 AM"
1,AAPL,73,136.67999267578125,"February 05, 2021 at 09:38:00 AM",AAPL,73.0,136.67990112304688,"February 05, 2021 at 09:40:00 AM"
2,QCOM,68,146.25999450683594,"February 05, 2021 at 09:40:00 AM",QCOM,68.0,146.25,"February 05, 2021 at 09:42:00 AM"
3,MSFT,41,241.39999389648438,"February 05, 2021 at 09:42:00 AM",MSFT,41.0,241.16529846191406,"February 05, 2021 at 09:48:00 AM"
4,MSFT,41,240.6999969482422,"February 05, 2021 at 09:48:00 AM",MSFT,41.0,240.67999267578125,"February 05, 2021 at 09:52:00 AM"
5,AAPL,72,136.9199981689453,"February 05, 2021 at 09:52:00 AM",AAPL,72.0,136.83999633789062,"February 05, 2021 at 09:54:00 AM"
6,MSFT,41,240.5800018310547,"February 05, 2021 at 09:54:00 AM",MSFT,41.0,241.7899932861328,"February 05, 2021 at 10:54:00 AM"
7,AAPL,73,136.39999389648438,"February 05, 2021 at 10:54:00 AM",AAPL,73.0,136.39999389648438,"February 05, 2021 at 10:56:00 AM"
8,SNE,86,116.38999938964844,"February 05, 2021 at 10:56:00 AM",SNE,86.0,116.33999633789062,"February 05, 2021 at 11:02:00 AM"
9,MSFT,41,241.6313018798828,"February 05, 2021 at 11:02:00 AM",MSFT,41.0,241.52999877929688,"February 05, 2021 at 11:06:00 AM"
10,QCOM,69,145.1649932861328,"February 05, 2021 at 11:06:00 AM",QCOM,69.0,145.1649932861328,"February 05, 2021 at 11:08:00 AM"
11,AAPL,73,136.54849243164062,"February 05, 2021 at 11:08:00 AM",AAPL,73.0,136.52999877929688,"February 05, 2021 at 11:10:00 AM"
12,TMUS,79,126.4800033569336,"February 05, 2021 at 11:10:00 AM",TMUS,79.0,126.4800033569336,"February 05, 2021 at 11:12:00 AM"
13,QCOM,68,145.35000610351562,"February 05, 2021 at 11:12:00 AM",QCOM,68.0,145.33999633789062,"February 05, 2021 at 11:14:00 AM"
14,SNE,86,116.20999908447266,"February 05, 2021 at 11:14:00 AM",SNE,86.0,116.19000244140625,"February 05, 2021 at 11:16:00 AM"
15,QCOM,68,145.3300018310547,"February 05, 2021 at 11:16:00 AM",QCOM,68.0,145.2958984375,"February 05, 2021 at 11:22:00 AM"
16,MSFT,41,241.0,"February 05, 2021 at 11:22:00 AM",MSFT,41.0,241.0,"February 05, 2021 at 11:24:00 AM"
17,QCOM,68,145.39500427246094,"February 05, 2021 at 11:24:00 AM",QCOM,68.0,145.38999938964844,"February 05, 2021 at 11:26:00 AM"
18,TTWO,48,207.22500610351562,"February 05, 2021 at 11:26:00 AM",TTWO,48.0,207.16000366210938,"February 05, 2021 at 11:28:00 AM"
19,PEP,70,141.32000732421875,"February 05, 2021 at 11:28:00 AM",PEP,70.0,142.0800018310547,"February 05, 2021 at 11:46:00 AM"
20,TXN,59,168.5800018310547,"February 05, 2021 at 11:46:00 AM",TXN,59.0,168.52000427246094,"February 05, 2021 at 11:50:00 AM"
21,T,347,28.97209930419922,"February 05, 2021 at 11:50:00 AM",T,347.0,28.964599609375,"February 05, 2021 at 11:54:00 AM"
22,AAPL,73,136.63499450683594,"February 05, 2021 at 11:54:00 AM",AAPL,73.0,136.5800018310547,"February 05, 2021 at 12:00:00 PM"
23,TXN,59,168.3000030517578,"February 05, 2021 at 12:00:00 PM",TXN,59.0,169.14999389648438,"February 05, 2021 at 12:24:00 PM"
24,NVDA,18,544.3250122070312,"February 05, 2021 at 12:24:00 PM",NVDA,18.0,544.27001953125,"February 05, 2021 at 12:26:00 PM"
25,AAPL,73,136.9149932861328,"February 05, 2021 at 12:26:00 PM",AAPL,73.0,136.914794921875,"February 05, 2021 at 12:28:00 PM"
26,NVDA,18,544.2849731445312,"February 05, 2021 at 12:28:00 PM",NVDA,18.0,544.219970703125,"February 05, 2021 at 12:30:00 PM"
27,CSCO,210,48.07820129394531,"February 05, 2021 at 12:30:00 PM",CSCO,210.0,48.07500076293945,"February 05, 2021 at 12:32:00 PM"
28,MSFT,41,241.86000061035156,"February 05, 2021 at 12:32:00 PM",MSFT,41.0,241.85000610351562,"February 05, 2021 at 12:34:00 PM"
29,AAPL,73,136.9199981689453,"February 05, 2021 at 12:34:00 PM",AAPL,73.0,136.9199981689453,"February 05, 2021 at 12:52:00 PM"
30,PEP,71,141.75999450683594,"February 05, 2021 at 12:52:00 PM",PEP,71.0,141.75999450683594,"February 05, 2021 at 12:54:00 PM"
31,QCOM,69,146.22889709472656,"February 05, 2021 at 12:54:00 PM",QCOM,69.0,146.10519409179688,"February 05, 2021 at 12:58:00 PM"
32,TTWO,48,206.69000244140625,"February 05, 2021 at 12:58:00 PM",TTWO,48.0,206.60000610351562,"February 05, 2021 at 01:02:00 PM"
33,INTC,172,58.36000061035156,"February 05, 2021 at 01:02:00 PM",INTC,172.0,58.36000061035156,"February 05, 2021 at 01:04:00 PM"
34,TTWO,48,206.60000610351562,"February 05, 2021 at 01:04:00 PM",TTWO,48.0,206.59710693359375,"February 05, 2021 at 01:06:00 PM"
35,MSFT,41,242.24789428710938,"February 05, 2021 at 01:08:00 PM",MSFT,41.0,242.2310028076172,"February 05, 2021 at 01:10:00 PM"
36,AAPL,73,137.02999877929688,"February 05, 2021 at 01:10:00 PM",AAPL,73.0,136.94000244140625,"February 05, 2021 at 01:32:00 PM"
37,CSCO,208,48.25,"February 05, 2021 at 01:32:00 PM",CSCO,208.0,48.25,"February 05, 2021 at 01:34:00 PM"
38,AAPL,73,136.9499969482422,"February 05, 2021 at 01:34:00 PM",AAPL,73.0,136.9499969482422,"February 05, 2021 at 01:36:00 PM"
39,MSFT,41,242.31900024414062,"February 05, 2021 at 01:36:00 PM",MSFT,41.0,242.30999755859375,"February 05, 2021 at 01:38:00 PM"
40,AAPL,73,136.97500610351562,"February 05, 2021 at 01:38:00 PM",AAPL,73.0,136.97000122070312,"February 05, 2021 at 01:42:00 PM"
41,MSFT,41,242.33999633789062,"February 05, 2021 at 01:42:00 PM",MSFT,41.0,242.30999755859375,"February 05, 2021 at 01:46:00 PM"
42,NVDA,18,544.8099975585938,"February 05, 2021 at 01:46:00 PM",NVDA,18.0,544.7299194335938,"February 05, 2021 at 01:48:00 PM"
43,INTC,172,58.3849983215332,"February 05, 2021 at 01:48:00 PM",INTC,172.0,58.380001068115234,"February 05, 2021 at 01:50:00 PM"
44,TTWO,48,207.33999633789062,"February 05, 2021 at 01:50:00 PM",TTWO,48.0,207.30999755859375,"February 05, 2021 at 01:54:00 PM"
45,TTWO,48,207.50999450683594,"February 05, 2021 at 01:54:00 PM",TTWO,48.0,207.35809326171875,"February 05, 2021 at 01:56:00 PM"
46,AAPL,73,136.6649932861328,"February 05, 2021 at 01:56:00 PM",AAPL,73.0,136.5399932861328,"February 05, 2021 at 02:00:00 PM"
47,QCOM,68,146.27999877929688,"February 05, 2021 at 02:00:00 PM",QCOM,68.0,146.27499389648438,"February 05, 2021 at 02:02:00 PM"
48,ABNB,51,193.5,"February 05, 2021 at 02:02:00 PM",ABNB,51.0,193.39999389648438,"February 05, 2021 at 02:04:00 PM"
49,AAPL,73,136.7008056640625,"February 05, 2021 at 02:04:00 PM",AAPL,73.0,136.69970703125,"February 05, 2021 at 02:08:00 PM"
50,MSFT,41,241.76210021972656,"February 05, 2021 at 02:08:00 PM",MSFT,41.0,241.6699981689453,"February 05, 2021 at 02:18:00 PM"
51,AAPL,73,136.64999389648438,"February 05, 2021 at 02:18:00 PM",AAPL,73.0,136.64999389648438,"February 05, 2021 at 02:20:00 PM"
52,T,348,28.8700008392334,"February 05, 2021 at 02:20:00 PM",T,348.0,28.864999771118164,"February 05, 2021 at 02:22:00 PM"
53,ABNB,51,193.60000610351562,"February 05, 2021 at 02:22:00 PM",ABNB,51.0,193.50999450683594,"February 05, 2021 at 02:24:00 PM"
54,MSFT,41,241.7050018310547,"February 05, 2021 at 02:24:00 PM",MSFT,41.0,241.7050018310547,"February 05, 2021 at 02:26:00 PM"
55,SNE,85,116.9000015258789,"February 05, 2021 at 02:26:00 PM",SNE,85.0,116.81500244140625,"February 05, 2021 at 02:34:00 PM"
56,ABNB,51,193.38999938964844,"February 05, 2021 at 02:36:00 PM",ABNB,51.0,193.2200927734375,"February 05, 2021 at 02:38:00 PM"
57,AAPL,73,136.63999938964844,"February 05, 2021 at 02:38:00 PM",AAPL,73.0,136.60000610351562,"February 05, 2021 at 02:42:00 PM"
58,TTWO,48,208.4499969482422,"February 05, 2021 at 02:42:00 PM",TTWO,48.0,208.40359497070312,"February 05, 2021 at 02:46:00 PM"
59,PEP,70,141.2899932861328,"February 05, 2021 at 02:46:00 PM",PEP,70.0,141.2899932861328,"February 05, 2021 at 02:48:00 PM"
60,AAPL,73,136.50999450683594,"February 05, 2021 at 02:48:00 PM",AAPL,73.0,136.50999450683594,"February 05, 2021 at 02:52:00 PM"
61,PEP,70,141.25,"February 05, 2021 at 02:52:00 PM",PEP,70.0,141.25,"February 05, 2021 at 02:54:00 PM"
62,MSFT,41,241.66000366210938,"February 05, 2021 at 02:54:00 PM",MSFT,41.0,241.63999938964844,"February 05, 2021 at 02:56:00 PM"
63,AAPL,73,136.66000366210938,"February 05, 2021 at 02:56:00 PM",AAPL,73.0,136.6501007080078,"February 05, 2021 at 02:58:00 PM"
64,ABNB,51,193.8000030517578,"February 05, 2021 at 02:58:00 PM",ABNB,51.0,193.63999938964844,"February 05, 2021 at 03:08:00 PM"
65,MSFT,41,241.52000427246094,"February 05, 2021 at 03:08:00 PM",MSFT,41.0,241.51499938964844,"February 05, 2021 at 03:10:00 PM"
66,INTC,171,58.2599983215332,"February 05, 2021 at 03:10:00 PM",INTC,171.0,58.2599983215332,"February 05, 2021 at 03:14:00 PM"
67,AAPL,73,136.2216033935547,"February 05, 2021 at 03:14:00 PM",AAPL,73.0,136.2008056640625,"February 05, 2021 at 03:30:00 PM"
68,MCD,47,212.4199981689453,"February 05, 2021 at 03:30:00 PM",MCD,47.0,212.25999450683594,"February 09, 2021 at 09:32:00 AM"
69,ABNB,49,203.0,"February 09, 2021 at 09:32:00 AM",ABNB,49.0,204.75999450683594,"February 09, 2021 at 09:36:00 AM"
70,ABNB,49,204.3300018310547,"February 09, 2021 at 09:36:00 AM",ABNB,49.0,204.17999267578125,"February 09, 2021 at 09:38:00 AM"
71,MSFT,41,242.8699951171875,"February 09, 2021 at 09:38:00 AM",MSFT,41.0,242.82000732421875,"February 09, 2021 at 09:42:00 AM"
72,NVDA,17,573.22509765625,"February 09, 2021 at 09:42:00 AM",NVDA,17.0,576.25,"February 09, 2021 at 09:58:00 AM"
73,PEP,72,139.83999633789062,"February 09, 2021 at 09:58:00 AM",PEP,72.0,139.83999633789062,"February 09, 2021 at 10:00:00 AM"
74,AAPL,73,137.17999267578125,"February 09, 2021 at 10:00:00 AM",AAPL,73.0,137.1750030517578,"February 09, 2021 at 10:02:00 AM"
75,MSFT,41,244.3997039794922,"February 09, 2021 at 10:02:00 AM",MSFT,41.0,244.38999938964844,"February 09, 2021 at 10:04:00 AM"
76,QCOM,68,146.875,"February 09, 2021 at 10:04:00 AM",QCOM,68.0,146.875,"February 09, 2021 at 10:06:00 AM"
77,PEP,72,139.60000610351562,"February 09, 2021 at 10:06:00 AM",PEP,72.0,139.58999633789062,"February 09, 2021 at 10:08:00 AM"
78,MSFT,41,244.58999633789062,"February 09, 2021 at 10:08:00 AM",MSFT,41.0,244.41000366210938,"February 09, 2021 at 10:12:00 AM"
79,AAPL,73,137.14720153808594,"February 09, 2021 at 10:12:00 AM",AAPL,73.0,137.13999938964844,"February 09, 2021 at 10:14:00 AM"
80,MSFT,41,244.5,"February 09, 2021 at 10:14:00 AM",MSFT,41.0,244.47999572753906,"February 09, 2021 at 10:16:00 AM"
81,PEP,72,139.6300048828125,"February 09, 2021 at 10:16:00 AM",PEP,72.0,139.6199951171875,"February 09, 2021 at 10:18:00 AM"
82,TTWO,50,200.39999389648438,"February 09, 2021 at 10:18:00 AM",TTWO,50.0,200.3699951171875,"February 09, 2021 at 10:20:00 AM"
83,INTC,171,58.935001373291016,"February 09, 2021 at 10:20:00 AM",INTC,171.0,59.255001068115234,"February 09, 2021 at 11:00:00 AM"
84,MCD,47,213.38900756835938,"February 09, 2021 at 11:00:00 AM",MCD,47.0,213.25579833984375,"February 09, 2021 at 11:06:00 AM"
85,AAPL,74,137.04930114746094,"February 09, 2021 at 11:06:00 AM",AAPL,74.0,136.9499969482422,"February 09, 2021 at 11:10:00 AM"
86,QCOM,68,148.07000732421875,"February 09, 2021 at 11:10:00 AM",QCOM,68.0,148.06370544433594,"February 09, 2021 at 11:12:00 AM"
87,PEP,72,139.82000732421875,"February 09, 2021 at 11:12:00 AM",PEP,72.0,139.80999755859375,"February 09, 2021 at 11:14:00 AM"
88,AAPL,74,136.8800048828125,"February 09, 2021 at 11:14:00 AM",AAPL,74.0,136.8800048828125,"February 09, 2021 at 11:16:00 AM"
89,INTC,171,59.08000183105469,"February 09, 2021 at 11:16:00 AM",INTC,171.0,59.06999969482422,"February 09, 2021 at 11:18:00 AM"
90,ABNB,50,202.6649932861328,"February 09, 2021 at 11:18:00 AM",ABNB,50.0,202.6649932861328,"February 09, 2021 at 11:20:00 AM"
91,AAPL,74,136.6999969482422,"February 09, 2021 at 11:20:00 AM",AAPL,74.0,136.69000244140625,"February 09, 2021 at 11:30:00 AM"
92,PEP,72,139.81869506835938,"February 09, 2021 at 11:30:00 AM",PEP,72.0,139.8000030517578,"February 09, 2021 at 11:32:00 AM"
93,AAPL,74,136.75999450683594,"February 09, 2021 at 11:32:00 AM",AAPL,74.0,136.75,"February 09, 2021 at 11:34:00 AM"
94,INTC,171,59.189998626708984,"February 09, 2021 at 11:34:00 AM",INTC,171.0,59.18000030517578,"February 09, 2021 at 11:36:00 AM"
95,AAPL,74,136.92999267578125,"February 09, 2021 at 11:36:00 AM",AAPL,74.0,136.92999267578125,"February 09, 2021 at 11:38:00 AM"
96,MSFT,41,243.22000122070312,"February 09, 2021 at 11:38:00 AM",MSFT,41.0,243.22000122070312,"February 09, 2021 at 11:40:00 AM"
97,ABNB,50,202.5,"February 09, 2021 at 11:40:00 AM",ABNB,50.0,202.39999389648438,"February 09, 2021 at 11:48:00 AM"
98,MSFT,41,243.57000732421875,"February 09, 2021 at 11:48:00 AM",MSFT,41.0,243.57000732421875,"February 09, 2021 at 11:50:00 AM"
99,AAPL,74,136.6916046142578,"February 09, 2021 at 11:50:00 AM",AAPL,74.0,136.61000061035156,"February 09, 2021 at 11:56:00 AM"
100,TTWO,50,198.91079711914062,"February 09, 2021 at 11:56:00 AM",TTWO,50.0,198.8802947998047,"February 09, 2021 at 12:00:00 PM"
101,MSFT,41,243.13999938964844,"February 09, 2021 at 12:00:00 PM",MSFT,41.0,243.02000427246094,"February 09, 2021 at 12:04:00 PM"
102,QCOM,68,147.60499572753906,"February 09, 2021 at 12:04:00 PM",QCOM,68.0,147.59500122070312,"February 09, 2021 at 12:06:00 PM"
103,AAPL,74,136.64999389648438,"February 09, 2021 at 12:06:00 PM",AAPL,74.0,136.64500427246094,"February 09, 2021 at 12:08:00 PM"
104,PEP,72,140.16000366210938,"February 09, 2021 at 12:08:00 PM",PEP,72.0,140.16000366210938,"February 09, 2021 at 12:22:00 PM"
105,ABNB,49,204.1403045654297,"February 09, 2021 at 12:22:00 PM",ABNB,49.0,209.0,"February 10, 2021 at 09:30:00 AM"
106,QCOM,70,147.25259399414062,"February 10, 2021 at 09:30:00 AM",QCOM,70.0,147.1699981689453,"February 12, 2021 at 10:36:00 AM"
107,AAPL,77,134.1699981689453,"February 12, 2021 at 10:36:00 AM",AAPL,77.0,134.16900634765625,"February 12, 2021 at 12:30:00 PM"
108,T,360,28.7549991607666,"February 12, 2021 at 12:30:00 PM",T,360.0,28.739999771118164,"February 12, 2021 at 12:38:00 PM"
109,TTWO,52,199.11000061035156,"February 12, 2021 at 12:38:00 PM",TTWO,52.0,199.11000061035156,"February 12, 2021 at 12:40:00 PM"
110,T,360,28.75510025024414,"February 12, 2021 at 12:40:00 PM",T,360.0,28.753000259399414,"February 12, 2021 at 12:42:00 PM"
111,MSFT,42,243.67999267578125,"February 12, 2021 at 12:42:00 PM",MSFT,42.0,243.66000366210938,"February 12, 2021 at 12:44:00 PM"
112,AAPL,77,134.30999755859375,"February 12, 2021 at 12:44:00 PM",AAPL,77.0,134.25999450683594,"February 12, 2021 at 12:48:00 PM"
113,QCOM,70,146.6699981689453,"February 12, 2021 at 12:48:00 PM",QCOM,70.0,146.6649932861328,"February 12, 2021 at 12:50:00 PM"
114,T,359,28.788999557495117,"February 12, 2021 at 12:52:00 PM",T,359.0,28.763700485229492,"February 12, 2021 at 12:56:00 PM"
115,INTC,167,61.939998626708984,"February 12, 2021 at 12:56:00 PM",INTC,167.0,61.939998626708984,"February 12, 2021 at 12:58:00 PM"
116,AAPL,77,134.30999755859375,"February 12, 2021 at 12:58:00 PM",AAPL,77.0,134.2899932861328,"February 12, 2021 at 01:02:00 PM"
117,MSFT,42,243.80999755859375,"February 12, 2021 at 01:02:00 PM",MSFT,42.0,243.80999755859375,"February 12, 2021 at 01:04:00 PM"
118,AAPL,77,134.33070373535156,"February 12, 2021 at 01:04:00 PM",AAPL,77.0,134.33009338378906,"February 12, 2021 at 01:06:00 PM"
119,MSFT,42,243.77499389648438,"February 12, 2021 at 01:06:00 PM",MSFT,42.0,243.77000427246094,"February 12, 2021 at 01:10:00 PM"
120,QCOM,70,147.27520751953125,"February 12, 2021 at 01:10:00 PM",QCOM,70.0,147.2740020751953,"February 12, 2021 at 01:12:00 PM"
121,AAPL,77,134.3101043701172,"February 12, 2021 at 01:12:00 PM",AAPL,77.0,134.19000244140625,"February 12, 2021 at 01:20:00 PM"
122,MSFT,42,243.75,"February 12, 2021 at 01:22:00 PM",MSFT,42.0,243.6999969482422,"February 12, 2021 at 01:54:00 PM"
123,TXN,57,178.64999389648438,"February 12, 2021 at 01:54:00 PM",TXN,57.0,178.61000061035156,"February 12, 2021 at 01:56:00 PM"
124,AAPL,76,134.26499938964844,"February 12, 2021 at 01:56:00 PM",AAPL,76.0,134.17999267578125,"February 12, 2021 at 02:02:00 PM"
125,SNE,91,113.20999908447266,"February 12, 2021 at 02:02:00 PM",SNE,91.0,113.18000030517578,"February 12, 2021 at 02:04:00 PM"
126,MSFT,42,243.7100067138672,"February 12, 2021 at 02:04:00 PM",MSFT,42.0,243.7050018310547,"February 12, 2021 at 02:06:00 PM"
127,TTWO,52,198.39500427246094,"February 12, 2021 at 02:06:00 PM",TTWO,52.0,198.35000610351562,"February 12, 2021 at 02:08:00 PM"
128,AAPL,76,134.18069458007812,"February 12, 2021 at 02:08:00 PM",AAPL,76.0,134.17999267578125,"February 12, 2021 at 02:10:00 PM"
129,ABNB,48,210.83999633789062,"February 12, 2021 at 02:10:00 PM",ABNB,48.0,210.6699981689453,"February 12, 2021 at 02:34:00 PM"
130,MSFT,42,244.0198974609375,"February 12, 2021 at 02:34:00 PM",MSFT,42.0,244.00999450683594,"February 12, 2021 at 02:36:00 PM"
131,QCOM,70,147.2239990234375,"February 12, 2021 at 02:36:00 PM",QCOM,70.0,147.2100067138672,"February 12, 2021 at 02:38:00 PM"
132,INTC,167,61.470001220703125,"February 12, 2021 at 02:38:00 PM",INTC,167.0,61.44499969482422,"February 12, 2021 at 02:46:00 PM"
133,INTC,167,61.474998474121094,"February 12, 2021 at 02:46:00 PM",INTC,167.0,61.470001220703125,"February 12, 2021 at 02:48:00 PM"
134,PEP,77,133.7100067138672,"February 12, 2021 at 02:48:00 PM",PEP,77.0,133.7100067138672,"February 12, 2021 at 02:50:00 PM"
135,MSFT,42,244.47999572753906,"February 12, 2021 at 02:50:00 PM",MSFT,42.0,244.47999572753906,"February 12, 2021 at 02:52:00 PM"
136,MCD,48,213.75999450683594,"February 12, 2021 at 02:52:00 PM",MCD,48.0,213.75,"February 12, 2021 at 02:54:00 PM"
137,AAPL,76,134.6407928466797,"February 12, 2021 at 02:54:00 PM",AAPL,76.0,134.61500549316406,"February 12, 2021 at 02:58:00 PM"
138,PEP,77,133.7100067138672,"February 12, 2021 at 02:58:00 PM",PEP,77.0,133.6699981689453,"February 12, 2021 at 03:02:00 PM"
139,NVDA,17,595.9899291992188,"February 12, 2021 at 03:02:00 PM",NVDA,17.0,595.8200073242188,"February 12, 2021 at 03:04:00 PM"
140,INTC,167,61.419898986816406,"February 12, 2021 at 03:04:00 PM",INTC,167.0,61.400001525878906,"February 12, 2021 at 03:22:00 PM"
141,AAPL,76,134.68499755859375,"February 12, 2021 at 03:22:00 PM",AAPL,76.0,134.67999267578125,"February 12, 2021 at 03:24:00 PM"
142,QCOM,69,147.41000366210938,"February 12, 2021 at 03:24:00 PM",QCOM,69.0,147.3800048828125,"February 12, 2021 at 03:32:00 PM"
143,TTWO,51,198.8000030517578,"February 12, 2021 at 03:32:00 PM",TTWO,51.0,198.74899291992188,"February 12, 2021 at 03:34:00 PM"
144,QCOM,69,147.52969360351562,"February 12, 2021 at 03:34:00 PM",QCOM,69.0,147.4600067138672,"February 12, 2021 at 03:42:00 PM"
145,AAPL,76,135.0124053955078,"February 12, 2021 at 03:42:00 PM",AAPL,76.0,135.0,"February 12, 2021 at 03:46:00 PM"
146,MSFT,42,244.32000732421875,"February 12, 2021 at 03:46:00 PM",MSFT,42.0,244.32000732421875,"February 12, 2021 at 03:52:00 PM"
147,NVDA,17,599.3599853515625,"February 12, 2021 at 03:52:00 PM",NVDA,17.0,602.75,"February 16, 2021 at 09:32:00 AM"
148,AAPL,76,135.62030029296875,"February 16, 2021 at 09:32:00 AM",,,,
