,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,AAPL,324,30.8125,"March 27, 2015 at 12:00:00 AM",AAPL,324.0,31.012500762939453,"March 30, 2015 at 12:00:00 AM"
1,TTWO,399,25.209999084472656,"March 30, 2015 at 12:00:00 AM",TTWO,399.0,25.40999984741211,"April 01, 2015 at 12:00:00 AM"
2,TTWO,408,24.81999969482422,"April 01, 2015 at 12:00:00 AM",TTWO,408.0,24.81999969482422,"April 02, 2015 at 12:00:00 AM"
3,MSFT,251,40.290000915527344,"April 02, 2015 at 12:00:00 AM",MSFT,251.0,41.61000061035156,"April 07, 2015 at 12:00:00 AM"
4,MSFT,252,41.529998779296875,"April 07, 2015 at 12:00:00 AM",MSFT,252.0,41.79999923706055,"April 14, 2015 at 12:00:00 AM"
5,T,322,32.689998626708984,"April 14, 2015 at 12:00:00 AM",T,322.0,33.45000076293945,"April 23, 2015 at 12:00:00 AM"
6,AAPL,332,32.41749954223633,"April 23, 2015 at 12:00:00 AM",AAPL,332.0,32.622501373291016,"April 24, 2015 at 12:00:00 AM"
7,CSCO,376,28.81999969482422,"April 24, 2015 at 12:00:00 AM",CSCO,376.0,29.059999465942383,"April 29, 2015 at 12:00:00 AM"
8,SNE,356,30.700000762939453,"April 29, 2015 at 12:00:00 AM",SNE,356.0,30.90999984741211,"May 04, 2015 at 12:00:00 AM"
9,AAPL,342,32.17499923706055,"May 04, 2015 at 12:00:00 AM",AAPL,342.0,31.852500915527344,"May 14, 2015 at 12:00:00 AM"
10,INTC,330,32.970001220703125,"May 14, 2015 at 12:00:00 AM",INTC,330.0,33.36000061035156,"May 19, 2015 at 12:00:00 AM"
11,AAPL,339,32.51750183105469,"May 19, 2015 at 12:00:00 AM",AAPL,339.0,32.51750183105469,"May 21, 2015 at 12:00:00 AM"
12,AAPL,336,32.84749984741211,"May 21, 2015 at 12:00:00 AM",AAPL,336.0,33.150001525878906,"May 26, 2015 at 12:00:00 AM"
13,TXN,204,54.560001373291016,"May 26, 2015 at 12:00:00 AM",TXN,204.0,55.959999084472656,"May 28, 2015 at 12:00:00 AM"
14,AAPL,346,32.94499969482422,"May 28, 2015 at 12:00:00 AM",AAPL,346.0,31.674999237060547,"June 09, 2015 at 12:00:00 AM"
15,T,318,34.5099983215332,"June 09, 2015 at 12:00:00 AM",T,318.0,34.81999969482422,"June 11, 2015 at 12:00:00 AM"
16,MSFT,238,46.439998626708984,"June 11, 2015 at 12:00:00 AM",MSFT,238.0,46.790000915527344,"June 19, 2015 at 12:00:00 AM"
