,BUYS,BUYS,BUYS,BUYS,SELLS,SELLS,SELLS,SELLS
,STOCK,SHARES,PRICE,TIME,STOCK,SHARES,PRICE,TIME
0,INTC,205,48.75,"December 30, 2020 at 12:00:00 AM",INTC,205.0,48.75,"December 31, 2020 at 12:00:00 AM"
1,QCOM,65,152.33999633789062,"December 31, 2020 at 12:00:00 AM",QCOM,65.0,157.22999572753906,"January 08, 2021 at 12:00:00 AM"
2,AAPL,78,132.0500030517578,"January 08, 2021 at 12:00:00 AM",AAPL,78.0,133.8000030517578,"January 21, 2021 at 12:00:00 AM"
3,PEP,74,139.61000061035156,"January 21, 2021 at 12:00:00 AM",PEP,74.0,141.30999755859375,"January 26, 2021 at 12:00:00 AM"
4,MSFT,45,232.3300018310547,"January 26, 2021 at 12:00:00 AM",MSFT,45.0,238.0,"January 27, 2021 at 12:00:00 AM"
5,ABNB,53,201.25,"January 27, 2021 at 12:00:00 AM",ABNB,53.0,205.47999572753906,"February 10, 2021 at 12:00:00 AM"
6,MSFT,45,242.82000732421875,"February 10, 2021 at 12:00:00 AM",,,,
