,,,,,,,,Shooting Star. Golden Cross Strategy Results,,,,,,,,,,,
,Shortlist,Tickers Traded,Entry Point Price,Exit Point Price,Shares Traded,Earnings ($),Earnings (%),Exit Strategy (Loss %),Exit Strategy (Win %),Exit Strategy (Time),Shooting Star,Death Cross,Golden Cross,Trading Period,Trading Start Date,Trading End Date,Trading Intervals,Account Value,Number of Stocks Traded,Profit (%),Annual Return (%),Mean Annual Return (%),Profit ($),Win Rate
0,QCOM,QCOM,56.439998626708984,57.02000045776367,177.0,0.5800018310546875,1.0276432409057756,0.0,1.0000000000000009,45.0,1.0,0.0,1.0,562.0,2019-01-02,2021-03-25,1d,26383.317237854004,72.0,163.83317237854004,59.27630977630616,105.6851365852356,16383.317237854004,94.44444444444444
1,KO,KO,47.150001525878906,47.70000076293945,214.0,0.5499992370605469,1.1664882699074197,,,,,,,,,,,,,,152.09396339416503,,,
2,MSFT,MSFT,105.68000030517578,106.86000061035156,96.0,1.1800003051757812,1.116578635284116,,,,,,,,,,,,,,,,,
3,AAPL,MSFT,106.19999694824219,106.19999694824219,97.0,0.0,0.0,,,,,,,,,,,,,,,,,
4,,QCOM,50.83000183105469,52.0,203.0,1.1699981689453125,2.301786596101399,,,,,,,,,,,,,,,,,
5,,QCOM,51.59000015258789,52.25,204.0,0.6599998474121094,1.2793173976740182,,,,,,,,,,,,,,,,,
6,,AAPL,43.00749969482422,43.540000915527344,248.0,0.532501220703125,1.2381589826929869,,,,,,,,,,,,,,,,,
7,,AAPL,43.557498931884766,45.0,248.0,1.4425010681152344,3.3117169339107786,,,,,,,,,,,,,,,,,
8,,QCOM,54.84000015258789,55.529998779296875,204.0,0.6899986267089844,1.2582031815994141,,,,,,,,,,,,,,,,,
9,,QCOM,55.400001525878906,56.619998931884766,204.0,1.2199974060058594,2.2021613220280583,,,,,,,,,,,,,,,,,
10,,AAPL,47.005001068115234,47.505001068115234,246.0,0.5,1.0637166017195638,,,,,,,,,,,,,,,,,
11,,AAPL,48.772499084472656,50.08000183105469,240.0,1.3075027465820312,2.680819665027768,,,,,,,,,,,,,,,,,
12,,AAPL,49.875,50.779998779296875,241.0,0.904998779296875,1.8145338933270676,,,,,,,,,,,,,,,,,
13,,AAPL,50.96500015258789,51.84000015258789,240.0,0.875,1.7168645097228936,,,,,,,,,,,,,,,,,
14,,AAPL,51.790000915527344,52.470001220703125,240.0,0.6800003051757812,1.312995352683819,,,,,,,,,,,,,,,,,
15,,AAPL,52.630001068115234,50.20249938964844,239.0,-2.427501678466797,-4.6123914672261845,,,,,,,,,,,,,,,,,
16,,AAPL,50.005001068115234,50.82749938964844,240.0,0.8224983215332031,1.6448321247165296,,,,,,,,,,,,,,,,,
17,,AAPL,50.4375,51.022499084472656,242.0,0.5849990844726562,1.1598494859433086,,,,,,,,,,,,,,,,,
18,,AAPL,51.3025016784668,52.1150016784668,241.0,0.8125,1.5837434304710147,,,,,,,,,,,,,,,,,
19,,QCOM,74.12000274658203,75.83999633789062,169.0,1.7199935913085938,2.3205525196609758,,,,,,,,,,,,,,,,,
20,,QCOM,75.3499984741211,76.5,170.0,1.1500015258789062,1.5262130712237154,,,,,,,,,,,,,,,,,
21,,AAPL,53.15999984741211,53.709999084472656,245.0,0.5499992370605469,1.0346110583883334,,,,,,,,,,,,,,,,,
22,,AAPL,53.54249954223633,54.51750183105469,246.0,0.9750022888183594,1.8209876213366565,,,,,,,,,,,,,,,,,
23,,AAPL,55.897499084472656,56.567501068115234,240.0,0.6700019836425781,1.1986260469901648,,,,,,,,,,,,,,,,,
24,,AAPL,56.76499938964844,58.23749923706055,239.0,1.4724998474121094,2.594027769302913,,,,,,,,,,,,,,,,,
25,,MSFT,139.67999267578125,144.39999389648438,99.0,4.720001220703125,3.3791533993411456,,,,,,,,,,,,,,,,,
26,,QCOM,83.05000305175781,84.54000091552734,173.0,1.4899978637695312,1.7940973016472326,,,,,,,,,,,,,,,,,
27,,QCOM,85.08999633789062,89.83000183105469,172.0,4.7400054931640625,5.570579030631989,,,,,,,,,,,,,,,,,
28,,AAPL,64.85749816894531,65.9375,238.0,1.0800018310546875,1.6651919385503027,,,,,,,,,,,,,,,,,
29,,AAPL,65.66000366210938,66.44999694824219,239.0,0.7899932861328125,1.2031575419918785,,,,,,,,,,,,,,,,,
30,,QCOM,90.4800033569336,93.0,176.0,2.5199966430664062,2.785142075122719,,,,,,,,,,,,,,,,,
31,,AAPL,79.68250274658203,81.11250305175781,205.0,1.4300003051757812,1.7946227288112144,,,,,,,,,,,,,,,,,
32,,AAPL,81.08499908447266,60.70000076293945,205.0,-20.384998321533203,-25.140283100079387,,,,,,,,,,,,,,,,,
33,,AAPL,60.352500915527344,62.724998474121094,206.0,2.37249755859375,3.931067516016324,,,,,,,,,,,,,,,,,
