,,,,,,,,Shooting Star & Golden Cross Strategy Results,,,,,,,,,,,
,Shortlist,Tickers Traded,Entry Point Price,Exit Point Price,Shares Traded,Earnings ($),Earnings (%),Exit Strategy (Loss %),Exit Strategy (Win %),Exit Strategy (Time),Trading Period,Trading Start Date,Trading End Date,Trading Intervals,Account Value,Number of Stocks Traded,Profit (%),Yearly Average Growth (%),Profit ($),Win Rate
0,MSFT,MSFT,26.860000610351562,27.010000228881836,372.0,0.14999961853027344,0.5584497956878868,0.0,0.49999999999998934,45.0,1006.0,2006-01-03,2009-12-30,1d,15175.942950487137,137.0,51.75942950487137,50.29821073558648,5175.942950487137,89.78102189781022
1,PEP,PEP,58.70000076293945,59.470001220703125,171.0,0.7700004577636719,1.3117554476248245,,,,,,,,,,,,,
2,INTC,INTC,20.360000610351562,20.469999313354492,500.0,0.10999870300292969,0.5402686626001545,,,,,,,,,,,,,
3,QCOM,QCOM,48.349998474121094,49.560001373291016,211.0,1.2100028991699219,2.5025913906027633,,,,,,,,,,,,,
4,TXN,TXN,30.81999969482422,31.219999313354492,340.0,0.39999961853027344,1.2978573085367282,,,,,,,,,,,,,
5,AMD,TXN,31.280000686645508,32.869998931884766,339.0,1.5899982452392578,5.083114483172253,,,,,,,,,,,,,
6,TTWO,AMD,33.59000015258789,34.779998779296875,332.0,1.1899986267089844,3.5427169434451544,,,,,,,,,,,,,
7,KO,PEP,58.02000045776367,58.02000045776367,199.0,0.0,0.0,,,,,,,,,,,,,
8,JNJ,QCOM,51.84000015258789,52.45000076293945,223.0,0.6100006103515625,1.1766987047763557,,,,,,,,,,,,,
9,SNE,PEP,57.5,57.81999969482422,203.0,0.31999969482421875,0.5565212083899457,,,,,,,,,,,,,
10,AAPL,TTWO,17.600000381469727,17.600000381469727,668.0,0.0,0.0,,,,,,,,,,,,,
11,MCD,KO,21.024999618530273,21.135000228881836,559.0,0.1100006103515625,0.5231895949934479,,,,,,,,,,,,,
12,TMUS,KO,21.354999542236328,21.59000015258789,553.0,0.2350006103515625,1.1004477423976236,,,,,,,,,,,,,
13,,JNJ,58.36000061035156,58.65999984741211,204.0,0.2999992370605469,0.5140494069962959,,,,,,,,,,,,,
14,,KO,21.690000534057617,22.06999969482422,554.0,0.37999916076660156,1.7519555159527418,,,,,,,,,,,,,
15,,QCOM,48.189998626708984,35.0,253.0,-13.189998626708984,-27.37082175262507,,,,,,,,,,,,,
16,,SNE,41.0,41.349998474121094,216.0,0.34999847412109375,0.853654814929497,,,,,,,,,,,,,
17,,TXN,27.84000015258789,28.6299991607666,322.0,0.7899990081787109,2.837640100031666,,,,,,,,,,,,,
18,,TXN,28.950000762939453,28.950000762939453,318.0,0.0,0.0,,,,,,,,,,,,,
19,,AAPL,2.2810709476470947,2.3035709857940674,4044.0,0.022500038146972656,0.9863804617818334,,,,,,,,,,,,,
20,,TXN,29.479999542236328,30.5,316.0,1.0200004577636719,3.4599744694782157,,,,,,,,,,,,,
21,,QCOM,35.310001373291016,36.279998779296875,272.0,0.9699974060058594,2.7470896864353542,,,,,,,,,,,,,
22,,MSFT,24.700000762939453,24.700000762939453,400.0,0.0,0.0,,,,,,,,,,,,,
23,,MSFT,24.700000762939453,25.049999237060547,400.0,0.34999847412109375,1.4169978271670376,,,,,,,,,,,,,
24,,AMD,23.93000030517578,25.190000534057617,419.0,1.260000228881836,5.265358181417627,,,,,,,,,,,,,
25,,MSFT,25.670000076293945,25.81999969482422,411.0,0.14999961853027344,0.5843382083539492,,,,,,,,,,,,,
26,,MSFT,25.739999771118164,25.920000076293945,413.0,0.18000030517578125,0.6993018911280352,,,,,,,,,,,,,
27,,MSFT,25.84000015258789,25.989999771118164,414.0,0.14999961853027344,0.5804938763332433,,,,,,,,,,,,,
28,,KO,22.290000915527344,22.405000686645508,483.0,0.11499977111816406,0.5159253763783139,,,,,,,,,,,,,
29,,JNJ,64.9000015258789,65.54000091552734,166.0,0.6399993896484375,0.9861315479218248,,,,,,,,,,,,,
30,,TTWO,14.40999984741211,14.5,758.0,0.09000015258789062,0.6245673389375763,,,,,,,,,,,,,
31,,PEP,64.41999816894531,62.86000061035156,170.0,-1.55999755859375,-2.421604475216784,,,,,,,,,,,,,
32,,PEP,62.849998474121094,63.31999969482422,170.0,0.470001220703125,0.7478142117961246,,,,,,,,,,,,,
33,,AMD,21.850000381469727,21.969999313354492,494.0,0.11999893188476562,0.5491941866808058,,,,,,,,,,,,,
34,,AMD,20.950000762939453,14.6899995803833,518.0,-6.260001182556152,-29.88067281424683,,,,,,,,,,,,,
35,,TXN,30.760000228881836,31.600000381469727,248.0,0.8400001525878906,2.73081972151346,,,,,,,,,,,,,
36,,INTC,19.1200008392334,19.280000686645508,409.0,0.15999984741210938,0.8368192488977131,,,,,,,,,,,,,
37,,MCD,43.63999938964844,44.099998474121094,181.0,0.45999908447265625,1.0540767435981442,,,,,,,,,,,,,
38,,SNE,52.880001068115234,53.220001220703125,151.0,0.3400001525878906,0.6429654798038548,,,,,,,,,,,,,
39,,AAPL,3.3399999141693115,3.356786012649536,2406.0,0.01678609848022461,0.5025778117242696,,,,,,,,,,,,,
40,,QCOM,42.41999816894531,42.79999923706055,190.0,0.3800010681152344,0.8958064227202732,,,,,,,,,,,,,
41,,QCOM,42.25,42.68000030517578,192.0,0.43000030517578125,1.0177522015994822,,,,,,,,,,,,,
42,,MSFT,27.739999771118164,28.010000228881836,296.0,0.2700004577636719,0.973325378483911,,,,,,,,,,,,,
43,,AMD,12.710000038146973,13.399999618530273,654.0,0.6899995803833008,5.4287929056835615,,,,,,,,,,,,,
44,,QCOM,42.68000030517578,42.90999984741211,205.0,0.22999954223632812,0.5388930191934329,,,,,,,,,,,,,
45,,QCOM,42.099998474121094,42.5099983215332,209.0,0.4099998474121094,0.9738714068223462,,,,,,,,,,,,,
