,,,,,,,,Strategy Results,,,,,,,,,,,
,Shortlist,Tickers Traded,Entry Point Price,Exit Point Price,Shares Traded,Earnings ($),Earnings (%),Exit Strategy (Loss %),Exit Strategy (Win %),Exit Strategy (Time),Trading Period,Trading Start Date,Trading End Date,Trading Intervals,Account Value,Number of Stocks Traded,Profit (%),Profit ($),Win Rate
0,INTC,INTC,48.75,48.75,205.0,0.0,0.0,0.0,1.0000000000000009,45.0,87 days,2020-12-28,2021-03-25,1d,11059.48942565918,6.0,10.594894256591797,1059.4894256591797,83.33333333333334
1,QCOM,QCOM,152.33999633789062,157.22999572753906,65.0,4.8899993896484375,3.2099248439014025,,,,,,,,,,,,
2,AAPL,AAPL,132.0500030517578,133.8000030517578,78.0,1.75,1.3252555543781976,,,,,,,,,,,,
3,PEP,PEP,139.61000061035156,141.30999755859375,74.0,1.6999969482421875,1.2176756255354813,,,,,,,,,,,,
4,MSFT,MSFT,232.3300018310547,238.0,45.0,5.6699981689453125,2.4404933173755197,,,,,,,,,,,,
5,ABNB,ABNB,201.25,205.47999572753906,53.0,4.2299957275390625,2.1018612310753104,,,,,,,,,,,,
6,,MSFT,242.82000732421875,,,,,,,,,,,,,,,,
