,,,,,,,,Shooting Star. Golden Cross Strategy Results,,,,,,,,,,,
,Shortlist,Tickers Traded,Entry Point Price,Exit Point Price,Shares Traded,Earnings ($),Earnings (%),Exit Strategy (Loss %),Exit Strategy (Win %),Exit Strategy (Time),Shooting Star,Death Cross,Golden Cross,Trading Period,Trading Start Date,Trading End Date,Trading Intervals,Account Value,Number of Stocks Traded,Profit (%),Annual Return (%),Mean Annual Return (%),Profit ($),Win Rate
0,QCOM,QCOM,56.439998626708984,57.31999969482422,177.0,0.8800010681152344,1.5591798184396009,0.0,1.0999999999999899,5.0,1.0,0.0,1.0,570.0,2019-01-02,2021-04-07,1d,18045.742458343506,140.0,80.45742458343506,41.87051540374756,61.33200366973877,8045.742458343506,71.42857142857143
1,MSFT,QCOM,55.72999954223633,51.95000076293945,182.0,-3.779998779296875,-6.7827001800567235,,,,,,,,,,,,,,80.79349193572997,,,
2,AAPL,MSFT,106.19999694824219,103.77999877929688,89.0,-2.4199981689453125,-2.278717738687626,,,,,,,,,,,,,,,,,
3,TMUS,QCOM,49.61000061035156,50.939998626708984,186.0,1.3299980163574219,2.6809070751752944,,,,,,,,,,,,,,,,,
4,JNJ,AAPL,43.560001373291016,42.4275016784668,218.0,-1.1324996948242188,-2.5998614764016406,,,,,,,,,,,,,,,,,
5,PEP,QCOM,51.56999969482422,52.25,179.0,0.6800003051757812,1.318596682567033,,,,,,,,,,,,,,,,,
6,,AAPL,43.00749969482422,43.540000915527344,217.0,0.532501220703125,1.2381589826929869,,,,,,,,,,,,,,,,,
7,,AAPL,43.557498931884766,43.98500061035156,217.0,0.4275016784667969,0.9814651643229657,,,,,,,,,,,,,,,,,
8,,AAPL,43.88249969482422,45.0,218.0,1.1175003051757812,2.5465739484926977,,,,,,,,,,,,,,,,,
9,,QCOM,54.84000015258789,55.529998779296875,179.0,0.6899986267089844,1.2582031815994141,,,,,,,,,,,,,,,,,
10,,QCOM,55.400001525878906,56.619998931884766,179.0,1.2199974060058594,2.2021613220280583,,,,,,,,,,,,,,,,,
11,,AAPL,47.005001068115234,48.834999084472656,216.0,1.8299980163574219,3.893198542226519,,,,,,,,,,,,,,,,,
12,,AAPL,47.76250076293945,47.90999984741211,221.0,0.14749908447265625,0.30881775894595914,,,,,,,,,,,,,,,,,
13,,AAPL,47.810001373291016,48.6974983215332,221.0,0.8874969482421875,1.8562997756741046,,,,,,,,,,,,,,,,,
14,,AAPL,48.92250061035156,50.08000183105469,220.0,1.157501220703125,2.3659894859466934,,,,,,,,,,,,,,,,,
15,,AAPL,49.875,49.8849983215332,221.0,0.009998321533203125,0.020046759966322054,,,,,,,,,,,,,,,,,
16,,AAPL,50.782501220703125,51.84000015258789,217.0,1.0574989318847656,2.0824081257613245,,,,,,,,,,,,,,,,,
17,,AAPL,51.790000915527344,52.470001220703125,217.0,0.6800003051757812,1.312995352683819,,,,,,,,,,,,,,,,,
18,,AAPL,52.630001068115234,50.099998474121094,217.0,-2.5300025939941406,-4.807149045503039,,,,,,,,,,,,,,,,,
19,,AAPL,50.18000030517578,46.73249816894531,216.0,-3.4475021362304688,-6.870271254013681,,,,,,,,,,,,,,,,,
20,,MSFT,128.07000732421875,126.9800033569336,79.0,-1.0900039672851562,-0.8511001053710647,,,,,,,,,,,,,,,,,
21,,QCOM,65.37000274658203,67.08999633789062,153.0,1.7199935913085938,2.631166466332336,,,,,,,,,,,,,,,,,
22,,QCOM,66.66000366210938,67.61000061035156,154.0,0.9499969482421875,1.425137857863907,,,,,,,,,,,,,,,,,
23,,QCOM,68.44999694824219,71.58000183105469,152.0,3.1300048828125,4.57268812616489,,,,,,,,,,,,,,,,,
24,,AAPL,48.70249938964844,49.91999816894531,224.0,1.217498779296875,2.499869194712521,,,,,,,,,,,,,,,,,
25,,AAPL,49.467498779296875,50.092498779296875,226.0,0.625,1.263455835494102,,,,,,,,,,,,,,,,,
26,,AAPL,49.8650016784668,49.66999816894531,227.0,-0.19500350952148438,-0.3910628756795826,,,,,,,,,,,,,,,,,
27,,AAPL,49.47999954223633,50.79249954223633,228.0,1.3125,2.6525869283398937,,,,,,,,,,,,,,,,,
28,,AAPL,50.38750076293945,50.462501525878906,230.0,0.07500076293945312,0.14884795197982312,,,,,,,,,,,,,,,,,
29,,AAPL,50.807498931884766,51.0,228.0,0.19250106811523438,0.3788831809519133,,,,,,,,,,,,,,,,,
30,,AAPL,51.415000915527344,52.1150016784668,226.0,0.7000007629394531,1.3614718476608112,,,,,,,,,,,,,,,,,
31,,QCOM,74.12000274658203,75.83999633789062,159.0,1.7199935913085938,2.3205525196609758,,,,,,,,,,,,,,,,,
32,,QCOM,75.3499984741211,70.44000244140625,160.0,-4.909996032714844,-6.51625233197739,,,,,,,,,,,,,,,,,
33,,AAPL,51.005001068115234,49.904998779296875,221.0,-1.1000022888183594,-2.1566557509710633,,,,,,,,,,,,,,,,,
34,,MSFT,135.7899932861328,137.85000610351562,81.0,2.0600128173828125,1.517057897662615,,,,,,,,,,,,,,,,,
35,,QCOM,74.87000274658203,76.5,150.0,1.6299972534179688,2.1771032371070422,,,,,,,,,,,,,,,,,
36,,AAPL,53.15999984741211,52.125,215.0,-1.0349998474121094,-1.9469523144900729,,,,,,,,,,,,,,,,,
37,,MSFT,138.1199951171875,140.02999877929688,81.0,1.910003662109375,1.3828581882650939,,,,,,,,,,,,,,,,,
38,,AAPL,53.314998626708984,54.51750183105469,213.0,1.2025032043457031,2.2554688836534833,,,,,,,,,,,,,,,,,
