,,,,,,,,Shooting Star. Golden Cross Strategy Results,,,,,,,,,,,
,Shortlist,Tickers Traded,Entry Point Price,Exit Point Price,Shares Traded,Earnings ($),Earnings (%),Exit Strategy (Loss %),Exit Strategy (Win %),Exit Strategy (Time),Shooting Star,Death Cross,Golden Cross,Trading Period,Trading Start Date,Trading End Date,Trading Intervals,Account Value,Number of Stocks Traded,Profit (%),Annual Return (%),Mean Annual Return (%),Profit ($),Win Rate
0,QCOM,QCOM,56.439998626708984,56.2599983215332,177.0,-0.18000030517578125,-0.3189232982911521,5.000000000000004,10.099999999999998,30.0,1.0,0.0,1.0,562.0,2019-01-02,2021-03-25,1d,27948.206565856934,116.0,179.48206565856935,40.173896141052246,95.73031106948852,17948.206565856934,17.24137931034483
1,PEP,PEP,107.48999786376953,107.41000366210938,92.0,-0.07999420166015625,-0.0744201351287951,,,,,,,,,,,,,,151.2867259979248,,,
2,SNE,SNE,49.099998474121094,48.880001068115234,202.0,-0.21999740600585938,-0.4480599039566414,,,,,,,,,,,,,,,,,
3,MSFT,MSFT,102.80000305175781,101.9000015258789,96.0,-0.9000015258789062,-0.8754878396509121,,,,,,,,,,,,,,,,,
4,KO,KO,47.150001525878906,46.88999938964844,208.0,-0.26000213623046875,-0.5514361141383275,,,,,,,,,,,,,,,,,
5,AAPL,QCOM,55.72999954223633,54.970001220703125,175.0,-0.7599983215332031,-1.3637149251315175,,,,,,,,,,,,,,,,,
6,TMUS,MSFT,105.68000030517578,104.87999725341797,91.0,-0.8000030517578125,-0.7570051565552763,,,,,,,,,,,,,,,,,
7,AMD,AAPL,38.66999816894531,43.21500015258789,247.0,4.545001983642578,11.753302815753763,,,,,,,,,,,,,,,,,
8,ABNB,AAPL,43.54499816894531,43.099998474121094,245.0,-0.44499969482421875,-1.021930677543526,,,,,,,,,,,,,,,,,
9,,AAPL,42.73500061035156,42.247501373291016,247.0,-0.4874992370605469,-1.1407493391785783,,,,,,,,,,,,,,,,,
10,,AAPL,42.602500915527344,42.525001525878906,245.0,-0.0774993896484375,-0.181912770337366,,,,,,,,,,,,,,,,,
11,,QCOM,51.65999984741211,51.5,202.0,-0.15999984741210938,-0.30971708843341106,,,,,,,,,,,,,,,,,
12,,QCOM,51.56999969482422,57.16999816894531,201.0,5.599998474121094,10.859023671243365,,,,,,,,,,,,,,,,,
13,,AAPL,46.63249969482422,46.557498931884766,247.0,-0.07500076293945312,-0.16083367486254982,,,,,,,,,,,,,,,,,
14,,AAPL,47.040000915527344,51.84000015258789,244.0,4.799999237060547,10.2040798121586,,,,,,,,,,,,,,,,,
15,,AAPL,51.790000915527344,51.70750045776367,245.0,-0.08250045776367188,-0.1592980426824768,,,,,,,,,,,,,,,,,
16,,AAPL,51.31999969482422,51.224998474121094,246.0,-0.095001220703125,-0.18511539607960317,,,,,,,,,,,,,,,,,
17,,AAPL,51.07500076293945,50.76499938964844,247.0,-0.3100013732910156,-0.6069532426046595,,,,,,,,,,,,,,,,,
18,,AAPL,50.16749954223633,50.099998474121094,250.0,-0.06750106811523438,-0.13455139030480243,,,,,,,,,,,,,,,,,
19,,AAPL,50.18000030517578,49.35499954223633,250.0,-0.8250007629394531,-1.6440828177004991,,,,,,,,,,,,,,,,,
20,,AAPL,49.29499816894531,46.9275016784668,250.0,-2.3674964904785156,-4.802711387399914,,,,,,,,,,,,,,,,,
21,,QCOM,83.88999938964844,83.79000091552734,140.0,-0.09999847412109375,-0.11920190111889906,,,,,,,,,,,,,,,,,
22,,MSFT,128.92999267578125,128.30999755859375,91.0,-0.6199951171875,-0.4808773384068938,,,,,,,,,,,,,,,,,
23,,MSFT,128.07000732421875,126.5199966430664,91.0,-1.5500106811523438,-1.2102839013886963,,,,,,,,,,,,,,,,,
24,,QCOM,76.62000274658203,73.19000244140625,150.0,-3.4300003051757812,-4.4766381913615785,,,,,,,,,,,,,,,,,
25,,AAPL,49.8650016784668,49.70000076293945,221.0,-0.16500091552734375,-0.3308952370868887,,,,,,,,,,,,,,,,,
26,,AAPL,49.69499969482422,49.6349983215332,221.0,-0.060001373291015625,-0.12073925678535585,,,,,,,,,,,,,,,,,
27,,AAPL,49.64500045776367,49.60749816894531,221.0,-0.037502288818359375,-0.07554091745908047,,,,,,,,,,,,,,,,,
28,,AAPL,48.89250183105469,54.10499954223633,224.0,5.212497711181641,10.661139266698063,,,,,,,,,,,,,,,,,
29,,AAPL,53.2599983215332,51.38249969482422,227.0,-1.8774986267089844,-3.5251571270701767,,,,,,,,,,,,,,,,,
30,,AAPL,51.005001068115234,49.497501373291016,229.0,-1.5074996948242188,-2.9555919287424586,,,,,,,,,,,,,,,,,
31,,QCOM,68.80000305175781,67.26000213623047,165.0,-1.5400009155273438,-2.238373324444202,,,,,,,,,,,,,,,,,
32,,AAPL,49.7599983215332,56.20000076293945,223.0,6.44000244140625,12.942127529412307,,,,,,,,,,,,,,,,,
33,,AAPL,55.772499084472656,55.0,225.0,-0.7724990844726562,-1.3850895999883999,,,,,,,,,,,,,,,,,
34,,AAPL,54.6875,54.432498931884766,226.0,-0.2550010681152344,-0.4662876674107143,,,,,,,,,,,,,,,,,
35,,AAPL,54.974998474121094,54.73749923706055,224.0,-0.23749923706054688,-0.43201317626656627,,,,,,,,,,,,,,,,,
36,,MSFT,139.13999938964844,137.5,88.0,-1.6399993896484375,-1.1786685330188724,,,,,,,,,,,,,,,,,
37,,QCOM,77.26000213623047,77.16000366210938,156.0,-0.09999847412109375,-0.12943110452517093,,,,,,,,,,,,,,,,,
