,,,,,,,,Shooting Star. Golden Cross Strategy Results,,,,,,,,,,,
,Shortlist,Tickers Traded,Entry Point Price,Exit Point Price,Shares Traded,Earnings ($),Earnings (%),Exit Strategy (Loss %),Exit Strategy (Win %),Exit Strategy (Time),Shooting Star,Death Cross,Golden Cross,Trading Period,Trading Start Date,Trading End Date,Trading Intervals,Account Value,Number of Stocks Traded,Profit (%),Annual Return (%),Mean Annual Return (%),Profit ($),Win Rate
0,QCOM,QCOM,56.439998626708984,56.709999084472656,177.0,0.2700004577636719,0.4783849474367281,1.3000000000000012,0.20000000000000018,30.0,1.0,0.0,1.0,562.0,2019-01-02,2021-03-25,1d,18133.25089263916,310.0,81.3325089263916,24.161351089477538,63.28187446594239,8133.25089263916,52.25806451612903
1,PEP,PEP,107.48999786376953,107.41000366210938,93.0,-0.07999420166015625,-0.0744201351287951,,,,,,,,,,,,,,102.40239784240724,,,
2,SNE,SNE,49.099998474121094,48.880001068115234,204.0,-0.21999740600585938,-0.4480599039566414,,,,,,,,,,,,,,,,,
3,MSFT,MSFT,102.80000305175781,101.9000015258789,97.0,-0.9000015258789062,-0.8754878396509121,,,,,,,,,,,,,,,,,
4,KO,KO,47.150001525878906,46.88999938964844,210.0,-0.26000213623046875,-0.5514361141383275,,,,,,,,,,,,,,,,,
5,JNJ,QCOM,55.72999954223633,55.38999938964844,176.0,-0.3400001525878906,-0.6100846139971942,,,,,,,,,,,,,,,,,
6,AAPL,MSFT,105.68000030517578,106.12000274658203,92.0,0.44000244140625,0.4163535580390233,,,,,,,,,,,,,,,,,
7,,PEP,110.7300033569336,110.30999755859375,88.0,-0.42000579833984375,-0.37930622740611,,,,,,,,,,,,,,,,,
8,,MSFT,106.19999694824219,107.23999786376953,92.0,1.0400009155273438,0.9792852593340472,,,,,,,,,,,,,,,,,
9,,JNJ,128.22999572753906,127.80999755859375,77.0,-0.4199981689453125,-0.3275350408945794,,,,,,,,,,,,,,,,,
10,,QCOM,50.63999938964844,50.4900016784668,194.0,-0.14999771118164062,-0.29620401459227186,,,,,,,,,,,,,,,,,
11,,AAPL,38.66999816894531,40.8125,254.0,2.1425018310546875,5.540475646505887,,,,,,,,,,,,,,,,,
12,,AAPL,41.3125,41.52750015258789,251.0,0.21500015258789062,0.5204239699555597,,,,,,,,,,,,,,,,,
13,,AAPL,41.61000061035156,41.7400016784668,250.0,0.13000106811523438,0.31242746024592283,,,,,,,,,,,,,,,,,
14,,QCOM,49.61000061035156,49.709999084472656,210.0,0.09999847412109375,0.20156918542796426,,,,,,,,,,,,,,,,,
15,,AAPL,42.8125,43.21500015258789,244.0,0.4025001525878906,0.9401463418111313,,,,,,,,,,,,,,,,,
16,,AAPL,43.54499816894531,43.662498474121094,242.0,0.11750030517578125,0.26983651421893534,,,,,,,,,,,,,,,,,
17,,AAPL,43.560001373291016,43.099998474121094,243.0,-0.4600028991699219,-1.0560213146640862,,,,,,,,,,,,,,,,,
18,,AAPL,42.73500061035156,42.247501373291016,245.0,-0.4874992370605469,-1.1407493391785783,,,,,,,,,,,,,,,,,
19,,AAPL,42.602500915527344,42.76250076293945,243.0,0.15999984741210938,0.3755644480340688,,,,,,,,,,,,,,,,,
20,,QCOM,50.83000183105469,51.29999923706055,204.0,0.4699974060058594,0.9246456601910126,,,,,,,,,,,,,,,,,
21,,QCOM,51.65999984741211,52.0,203.0,0.3400001525878906,0.6581497359507307,,,,,,,,,,,,,,,,,
22,,QCOM,51.59000015258789,51.5,205.0,-0.09000015258789062,-0.17445270851269026,,,,,,,,,,,,,,,,,
23,,QCOM,51.56999969482422,52.08000183105469,204.0,0.5100021362304688,0.9889512104877028,,,,,,,,,,,,,,,,,
24,,MSFT,108.22000122070312,107.79000091552734,98.0,-0.43000030517578125,-0.3973390319030228,,,,,,,,,,,,,,,,,
25,,MSFT,108.16999816894531,107.86000061035156,98.0,-0.30999755859375,-0.28658367739784957,,,,,,,,,,,,,,,,,
26,,AAPL,43.00749969482422,42.95000076293945,246.0,-0.057498931884765625,-0.13369512827476784,,,,,,,,,,,,,,,,,
27,,AAPL,42.76499938964844,42.89500045776367,247.0,0.13000106811523438,0.30398940715687706,,,,,,,,,,,,,,,,,
28,,AAPL,43.24250030517578,43.540000915527344,245.0,0.2975006103515625,0.687981981273072,,,,,,,,,,,,,,,,,
29,,AAPL,43.557498931884766,43.4275016784668,245.0,-0.12999725341796875,-0.29844976549562335,,,,,,,,,,,,,,,,,
30,,AAPL,43.58250045776367,43.3025016784668,244.0,-0.279998779296875,-0.642456895212392,,,,,,,,,,,,,,,,,
31,,AAPL,43.717498779296875,43.58000183105469,242.0,-0.1374969482421875,-0.3145123853867445,,,,,,,,,,,,,,,,,
32,,AAPL,43.287498474121094,43.56999969482422,243.0,0.282501220703125,0.6526161840283169,,,,,,,,,,,,,,,,,
33,,AAPL,43.74250030517578,43.92250061035156,242.0,0.18000030517578125,0.41149980892720694,,,,,,,,,,,,,,,,,
34,,AAPL,43.962501525878906,43.66749954223633,242.0,-0.2950019836425781,-0.6710309318247567,,,,,,,,,,,,,,,,,
35,,AAPL,43.630001068115234,43.467498779296875,242.0,-0.16250228881835938,-0.3724553858356788,,,,,,,,,,,,,,,,,
36,,AAPL,43.125,42.58000183105469,244.0,-0.5449981689453125,-1.263763870018116,,,,,,,,,,,,,,,,,
37,,AAPL,43.227500915527344,43.872501373291016,241.0,0.6450004577636719,1.4921067471008653,,,,,,,,,,,,,,,,,
