,Date,JNJ,JNJ,JNJ,JNJ,JNJ,JNJ,TMUS,TMUS,TMUS,TMUS,TMUS,TMUS,TTWO,TTWO,TTWO,TTWO,TTWO,TTWO,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,T,T,T,T,T,T,MCD,MCD,MCD,MCD,MCD,MCD,CSCO,CSCO,CSCO,CSCO,CSCO,CSCO,SNE,SNE,SNE,SNE,SNE,SNE,KO,KO,KO,KO,KO,KO,INTC,INTC,INTC,INTC,INTC,INTC,TXN,TXN,TXN,TXN,TXN,TXN,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,ABNB,ABNB,ABNB,ABNB,ABNB,ABNB,AMD,AMD,AMD,AMD,AMD,AMD,PEP,PEP,PEP,PEP,PEP,PEP,QCOM,QCOM,QCOM,QCOM,QCOM,QCOM
,,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
9,2019-01-15,128.52000427246094,129.49000549316406,127.6500015258789,129.36000061035156,121.72454833984375,5194400,67.80999755859375,68.55999755859375,66.69999694824219,67.13999938964844,67.13999938964844,5366700,105.19999694824219,107.0,102.52999877929688,106.48999786376953,106.48999786376953,4232000,102.51000213623047,105.05000305175781,101.87999725341797,105.01000213623047,102.15991973876953,31587600,30.520000457763672,30.600000381469727,30.229999542236328,30.600000381469727,26.46329116821289,26735400,181.47000122070312,183.2100067138672,180.74000549316406,181.02000427246094,171.3970947265625,3860200,43.33000183105469,44.040000915527344,43.150001525878906,44.02000045776367,41.078556060791016,17744100,49.63999938964844,50.13159942626953,49.599998474121094,49.84000015258789,49.13490295410156,985782,46.88999938964844,47.599998474121094,46.810001373291016,47.56999969482422,44.21528625488281,11342900,48.709999084472656,49.130001068115234,48.439998626708984,48.599998474121094,45.98747253417969,22480800,96.98999786376953,98.04000091552734,96.63999938964844,97.62999725341797,91.6963882446289,4690800,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,37.322471618652344,114843600,,,,,,,20.440000534057617,20.68000030517578,20.260000228881836,20.3799991607666,20.3799991607666,62785800,107.45999908447266,109.06999969482422,106.7300033569336,108.98999786376953,102.03743743896484,4508000,57.31999969482422,57.400001525878906,55.560001373291016,55.72999954223633,52.15345764160156,17423400
10,2019-01-16,129.41000366210938,129.41000366210938,127.9000015258789,128.0399932861328,120.48246002197266,6264200,67.51000213623047,67.61000061035156,66.37999725341797,66.69000244140625,66.69000244140625,3261000,106.80999755859375,107.5,104.58000183105469,105.93000030517578,105.93000030517578,2150800,105.26000213623047,106.26000213623047,104.95999908447266,105.37999725341797,102.51985931396484,29853900,30.530000686645508,30.75,30.350000381469727,30.559999465942383,26.42869758605957,24494400,180.94000244140625,181.52999877929688,179.13999938964844,179.35000610351562,169.8158721923828,3375600,44.119998931884766,44.2400016784668,43.7599983215332,43.959999084472656,41.022560119628906,17262500,49.58000183105469,49.91999816894531,49.47999954223633,49.61000061035156,48.90815734863281,880847,47.400001525878906,47.470001220703125,46.86000061035156,46.91999816894531,43.61112976074219,16907800,48.599998474121094,48.88999938964844,48.08000183105469,48.130001068115234,45.54274368286133,19057700,97.68000030517578,98.11000061035156,97.02999877929688,97.16999816894531,91.26433563232422,4559500,38.27000045776367,38.970001220703125,38.25,38.73500061035156,37.77842330932617,122278800,,,,,,,20.399999618530273,20.540000915527344,19.709999084472656,19.729999542236328,19.729999542236328,70849300,108.98999786376953,109.05000305175781,107.69999694824219,108.33999633789062,101.42890167236328,4953500,55.75,56.08000183105469,55.15999984741211,55.27000045776367,51.722984313964844,13856000
11,2019-01-17,127.70999908447266,129.52000427246094,127.45999908447266,129.08999633789062,121.4704818725586,7632000,66.72000122070312,66.75,65.63999938964844,66.25,66.25,3357400,105.13999938964844,106.16000366210938,104.41999816894531,105.37000274658203,105.37000274658203,1602900,105.0,106.62999725341797,104.76000213623047,106.12000274658203,103.23978424072266,28393000,30.549999237060547,30.75,30.40999984741211,30.639999389648438,26.497882843017578,26267000,179.25,181.11000061035156,179.02999877929688,181.11000061035156,171.4822998046875,3061000,43.869998931884766,44.529998779296875,43.79999923706055,44.209999084472656,41.25585174560547,18826200,49.029998779296875,49.7599983215332,48.86000061035156,49.5099983215332,48.8095703125,708686,46.91999816894531,47.13999938964844,46.880001068115234,47.060001373291016,43.74125289916992,12044600,48.0,48.84000015258789,47.90999984741211,48.470001220703125,45.864463806152344,17448700,96.12000274658203,98.44000244140625,95.8499984741211,97.54000091552734,91.61186218261719,6872300,38.54999923706055,39.415000915527344,38.314998626708984,38.96500015258789,38.00273895263672,119284800,,,,,,,19.489999771118164,20.510000228881836,19.020000457763672,20.25,20.25,85018400,108.13999938964844,109.47000122070312,108.08999633789062,109.22000122070312,102.25276184082031,4612200,54.970001220703125,55.20000076293945,54.369998931884766,54.77000045776367,51.255069732666016,18365000
12,2019-01-18,129.89999389648438,131.17999267578125,129.4499969482422,130.69000244140625,122.97603607177734,10593000,67.11000061035156,68.05000305175781,66.37000274658203,66.95999908447266,66.95999908447266,4766500,106.6500015258789,108.66000366210938,106.31999969482422,108.26000213623047,108.26000213623047,2567200,107.45999908447266,107.9000015258789,105.91000366210938,107.70999908447266,104.78663635253906,37427600,30.81999969482422,31.030000686645508,30.520000457763672,30.959999084472656,26.774625778198242,43249100,183.0399932861328,183.25999450683594,180.94000244140625,182.57000732421875,172.86473083496094,3498000,44.47999954223633,45.349998474121094,44.310001373291016,45.029998779296875,42.02106475830078,24416500,50.11000061035156,50.36000061035156,49.790000915527344,50.18000030517578,49.4700927734375,889437,47.25,47.689998626708984,47.119998931884766,47.61000061035156,44.25246810913086,12760700,49.11000061035156,49.380001068115234,48.689998626708984,49.189998626708984,46.545753479003906,29874600,98.44000244140625,99.9800033569336,97.94000244140625,99.41999816894531,93.37760162353516,6677500,39.375,39.470001220703125,38.994998931884766,39.20500183105469,38.236812591552734,135004000,,,,,,,20.3700008392334,21.049999237060547,20.020000457763672,20.770000457763672,20.770000457763672,88131000,109.97000122070312,110.30000305175781,109.16999816894531,110.06999969482422,103.04853820800781,5142700,55.38999938964844,55.900001525878906,54.9900016784668,55.27000045776367,51.722984313964844,28020000
13,2019-01-22,128.1999969482422,129.5,127.01000213623047,128.8000030517578,121.19759368896484,10568100,66.75,67.19000244140625,66.19999694824219,66.83000183105469,66.83000183105469,2971200,107.69000244140625,108.22000122070312,106.72000122070312,107.33000183105469,107.33000183105469,1534200,106.75,107.0999984741211,104.86000061035156,105.68000030517578,102.81172180175781,32371300,30.920000076293945,30.989999771118164,30.420000076293945,30.579999923706055,26.445995330810547,37658500,182.25,185.47999572753906,182.25,184.57000732421875,174.7583770751953,3190300,44.880001068115234,45.2400016784668,44.380001068115234,44.779998779296875,41.78776931762695,21338400,49.040000915527344,49.14500045776367,48.18000030517578,48.470001220703125,47.78428649902344,901786,47.70000076293945,47.790000915527344,47.209999084472656,47.720001220703125,44.35470962524414,11700400,48.959999084472656,48.97999954223633,47.869998931884766,48.27000045776367,45.67522048950195,25940700,98.43000030517578,98.43000030517578,95.81999969482422,96.62000274658203,90.7477798461914,11068600,39.102500915527344,39.182498931884766,38.154998779296875,38.32500076293945,37.37855529785156,121576000,,,,,,,20.479999542236328,20.920000076293945,19.700000762939453,19.760000228881836,19.760000228881836,78513700,109.86000061035156,110.2300033569336,108.77999877929688,109.91000366210938,102.89874267578125,5298200,54.970001220703125,54.9900016784668,53.939998626708984,54.290000915527344,50.805870056152344,17867500
14,2019-01-23,128.5,129.3000030517578,127.93000030517578,128.8000030517578,121.19759368896484,9267800,66.80000305175781,67.8499984741211,66.56999969482422,67.80000305175781,67.80000305175781,1979500,107.86000061035156,108.12000274658203,99.72000122070312,99.80999755859375,99.80999755859375,3736200,106.12000274658203,107.04000091552734,105.33999633789062,106.70999908447266,103.81377410888672,25874300,30.719999313354492,30.899999618530273,30.59000015258789,30.889999389648438,26.714088439941406,27854600,184.77999877929688,186.1699981689453,184.11000061035156,186.08999633789062,176.1975860595703,2530700,45.13999938964844,45.880001068115234,45.02000045776367,45.459999084472656,42.422325134277344,24770400,49.02000045776367,49.119998931884766,48.09000015258789,48.459999084472656,47.7744255065918,803568,47.81999969482422,48.290000915527344,47.650001525878906,48.27000045776367,44.86592102050781,12058300,48.40999984741211,48.79999923706055,47.52000045776367,47.939998626708984,45.362953186035156,18960700,96.87000274658203,97.37000274658203,94.80999755859375,95.48999786376953,89.68643951416016,10298700,38.537498474121094,38.78499984741211,37.92499923706055,38.47999954223633,37.52972412109375,92522400,,,,,,,20.030000686645508,20.479999542236328,19.549999237060547,19.799999237060547,19.799999237060547,77811300,109.68000030517578,110.79000091552734,109.51000213623047,110.7300033569336,103.66642761230469,5197400,52.91999816894531,53.56999969482422,51.220001220703125,51.77000045776367,48.44760513305664,33788600
15,2019-01-24,128.49000549316406,128.6999969482422,125.0,127.02999877929688,119.5320816040039,9917000,67.72000122070312,68.66000366210938,67.22000122070312,68.66000366210938,68.66000366210938,2849800,100.43000030517578,102.16000366210938,99.8499984741211,101.48999786376953,101.48999786376953,1874900,106.86000061035156,107.0,105.33999633789062,106.19999694824219,103.31759643554688,23164800,30.780000686645508,30.780000686645508,30.270000457763672,30.600000381469727,26.46329116821289,24393800,186.86000061035156,187.8800048828125,185.94000244140625,187.3699951171875,177.40953063964844,3214200,45.630001068115234,45.75,45.22999954223633,45.61000061035156,42.56230926513672,17360600,48.13999938964844,48.40999984741211,47.97999954223633,48.369998931884766,47.685699462890625,886859,48.11000061035156,48.11000061035156,47.380001068115234,47.689998626708984,44.32682800292969,10272000,48.70000076293945,50.040000915527344,48.599998474121094,49.7599983215332,47.08511734008789,50578300,97.95999908447266,102.51000213623047,97.80000305175781,102.08999633789062,95.88532257080078,14260300,38.52750015258789,38.619998931884766,37.935001373291016,38.17499923706055,37.23225402832031,101766000,,,,,,,20.059999465942383,21.010000228881836,20.040000915527344,20.850000381469727,20.850000381469727,97433400,110.30999755859375,110.30999755859375,108.41000366210938,109.5,102.5149154663086,4478000,51.95000076293945,51.97999954223633,50.40999984741211,50.810001373291016,47.5492057800293,32782700
16,2019-01-25,128.1300048828125,128.4499969482422,127.02999877929688,128.22999572753906,120.66124725341797,7585100,68.93000030517578,69.2699966430664,68.19999694824219,68.4800033569336,68.4800033569336,4940400,102.5,104.5,101.0199966430664,103.69999694824219,103.69999694824219,1815900,107.23999786376953,107.87999725341797,106.19999694824219,107.16999816894531,104.26129150390625,31225600,30.68000030517578,31.040000915527344,30.639999389648438,30.65999984741211,26.515182495117188,30478400,188.77000427246094,189.4199981689453,183.92999267578125,184.0,174.21868896484375,4405600,46.119998931884766,46.65999984741211,45.95000076293945,46.130001068115234,43.04756164550781,24196600,48.93000030517578,49.0099983215332,48.65999984741211,48.7599983215332,48.07017517089844,782166,47.880001068115234,48.029998779296875,47.2400016784668,47.369998931884766,44.02939224243164,12066500,46.849998474121094,47.43000030517578,45.75,47.040000915527344,44.51133728027344,86455700,102.81999969482422,104.87000274658203,102.72000122070312,104.41000366210938,98.0643310546875,11041700,38.869998931884766,39.532501220703125,38.58000183105469,39.439998626708984,38.466007232666016,134142000,,,,,,,20.989999771118164,22.030000686645508,20.790000915527344,21.93000030517578,21.93000030517578,110239500,110.1500015258789,110.58999633789062,109.04000091552734,109.3499984741211,102.37447357177734,5074800,50.93000030517578,52.029998779296875,50.279998779296875,51.29999923706055,48.00775909423828,19516200
17,2019-01-28,127.80999755859375,129.14999389648438,127.29000091552734,128.99000549316406,121.37638854980469,6927700,67.87000274658203,68.48999786376953,67.05999755859375,67.62000274658203,67.62000274658203,2958100,100.75,102.94000244140625,100.1500015258789,102.38999938964844,102.38999938964844,1599700,106.26000213623047,106.4800033569336,104.66000366210938,105.08000183105469,102.22801971435547,29476700,30.6200008392334,30.68000030517578,30.43000030517578,30.670000076293945,26.52383041381836,31028600,183.05999755859375,183.72000122070312,181.8300018310547,183.60000610351562,173.83995056152344,4138700,45.72999954223633,45.77000045776367,45.22999954223633,45.75,42.692955017089844,18296700,48.52000045776367,48.93000030517578,48.20199966430664,48.83000183105469,48.13919448852539,743803,47.220001220703125,47.29999923706055,46.939998626708984,47.16999816894531,43.8434944152832,9966900,46.130001068115234,46.72999954223633,46.04999923706055,46.709999084472656,44.19907760620117,35928700,101.87999725341797,104.12999725341797,101.76000213623047,102.68000030517578,96.4394760131836,7292700,38.9474983215332,39.08250045776367,38.415000915527344,39.07500076293945,38.11002731323242,104768400,,,,,,,20.31999969482422,21.010000228881836,20.020000457763672,20.18000030517578,20.18000030517578,135164100,108.95999908447266,109.5999984741211,108.0,108.81999969482422,101.87828826904297,4055900,50.31999969482422,51.290000915527344,50.2400016784668,50.63999938964844,47.39011764526367,24457600
18,2019-01-29,128.9499969482422,130.47000122070312,128.5,130.3300018310547,122.63729095458984,6669300,67.66000366210938,67.94000244140625,66.62999725341797,67.77999877929688,67.77999877929688,2340100,102.51000213623047,102.63999938964844,98.5,100.80999755859375,100.80999755859375,1569700,104.87999725341797,104.97000122070312,102.16999816894531,102.94000244140625,100.14610290527344,31490500,30.6200008392334,30.700000762939453,30.450000762939453,30.700000762939453,26.549776077270508,31342700,183.27999877929688,183.72000122070312,180.97000122070312,182.1699981689453,172.48599243164062,3666700,45.810001373291016,46.04999923706055,45.650001525878906,45.959999084472656,42.88892364501953,14470100,49.040000915527344,49.11000061035156,48.630001068115234,48.779998779296875,48.08989715576172,674172,47.20000076293945,47.630001068115234,47.130001068115234,47.400001525878906,44.057273864746094,11998600,46.779998779296875,46.970001220703125,46.33000183105469,46.540000915527344,44.038211822509766,20988300,102.86000061035156,103.47000122070312,101.30999755859375,101.3499984741211,95.19029235839844,6153100,39.0625,39.532501220703125,38.52750015258789,38.66999816894531,37.715030670166016,166348800,,,,,,,20.260000228881836,20.389999389648438,19.049999237060547,19.25,19.25,131202500,108.93000030517578,109.62000274658203,108.51000213623047,109.0,102.04679107666016,4301500,50.4900016784668,50.84000015258789,49.34000015258789,49.400001525878906,46.229698181152344,26266600
