,Date,JNJ,JNJ,JNJ,JNJ,JNJ,JNJ,TMUS,TMUS,TMUS,TMUS,TMUS,TMUS,TTWO,TTWO,TTWO,TTWO,TTWO,TTWO,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,T,T,T,T,T,T,MCD,MCD,MCD,MCD,MCD,MCD,CSCO,CSCO,CSCO,CSCO,CSCO,CSCO,SNE,SNE,SNE,SNE,SNE,SNE,KO,KO,KO,KO,KO,KO,INTC,INTC,INTC,INTC,INTC,INTC,TXN,TXN,TXN,TXN,TXN,TXN,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,ABNB,ABNB,ABNB,ABNB,ABNB,ABNB,AMD,AMD,AMD,AMD,AMD,AMD,PEP,PEP,PEP,PEP,PEP,PEP,QCOM,QCOM,QCOM,QCOM,QCOM,QCOM
,,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
0,2019-01-02,128.1300048828125,128.3800048828125,126.27999877929688,127.75,120.20957946777344,7631700,62.869998931884766,65.33000183105469,62.54999923706055,65.26000213623047,65.26000213623047,4418600,100.23999786376953,104.5199966430664,99.04000091552734,104.01000213623047,104.01000213623047,1947400,99.55000305175781,101.75,98.94000244140625,101.12000274658203,98.37548065185547,35329300,28.5,29.59000015258789,28.299999237060547,29.540000915527344,25.13007164001465,39294000,175.41000366210938,176.3000030517578,174.1699981689453,176.05999755859375,166.7007598876953,2571500,42.279998779296875,43.20000076293945,42.209999084472656,42.95000076293945,39.7721061706543,23833500,47.56999969482422,48.97999954223633,47.400001525878906,48.720001220703125,48.03075408935547,779883,46.939998626708984,47.220001220703125,46.560001373291016,46.93000030517578,43.620418548583984,11603700,45.959999084472656,47.470001220703125,45.77000045776367,47.08000183105469,44.549190521240234,18774600,92.76000213623047,95.25,92.45999908447266,94.44999694824219,88.70966339111328,6478800,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,38.50502395629883,148158800,,,,,,,18.010000228881836,19.0,17.979999542236328,18.829999923706055,18.829999923706055,87148700,109.1500015258789,110.0199966430664,108.2300033569336,109.27999877929688,102.3089370727539,4835400,56.20000076293945,58.0,55.91999816894531,57.400001525878906,53.71628189086914,9896600
1,2019-01-03,128.13999938964844,128.27000427246094,125.36000061035156,125.72000122070312,118.29940795898438,8654500,64.55000305175781,66.23999786376953,64.11000061035156,65.0199966430664,65.0199966430664,3390700,102.4000015258789,103.0,99.11000061035156,99.1500015258789,99.1500015258789,2301100,100.0999984741211,100.19000244140625,97.19999694824219,97.4000015258789,94.75645446777344,42579100,29.520000457763672,29.809999465942383,29.209999084472656,29.579999923706055,25.164098739624023,37603600,175.4499969482422,176.4499969482422,174.41000366210938,174.89999389648438,165.60243225097656,3728200,42.29999923706055,42.40999984741211,40.959999084472656,41.06999969482422,38.32567596435547,29606700,48.22999954223633,48.279998779296875,46.88999938964844,47.02000045776367,46.354801177978516,1618735,46.81999969482422,47.369998931884766,46.529998779296875,46.63999938964844,43.350868225097656,14714400,46.150001525878906,46.279998779296875,44.38999938964844,44.4900016784668,42.098411560058594,32267300,91.83000183105469,92.79000091552734,88.68000030517578,88.87999725341797,83.47817993164062,11667500,35.994998931884766,36.43000030517578,35.5,35.54750061035156,34.669639587402344,365248800,,,,,,,18.420000076293945,18.68000030517578,16.940000534057617,17.049999237060547,17.049999237060547,117277600,108.91000366210938,110.1500015258789,108.05000305175781,108.26000213623047,101.35400390625,5975900,55.95000076293945,56.84000015258789,55.52000045776367,55.70000076293945,52.12538528442383,14422200
2,2019-01-04,127.12000274658203,128.64999389648438,126.7300033569336,127.83000183105469,120.28485870361328,8831700,65.87999725341797,67.55999755859375,65.55000305175781,67.48999786376953,67.48999786376953,5490200,101.12999725341797,103.76000213623047,99.66000366210938,101.69999694824219,101.69999694824219,3610800,99.72000122070312,102.51000213623047,98.93000030517578,101.93000030517578,99.16351318359375,44060600,29.959999084472656,30.3799991607666,29.889999389648438,30.34000015258789,25.810640335083008,42072400,176.02999877929688,179.1999969482422,175.69000244140625,178.27999877929688,168.80276489257812,3194300,41.849998474121094,43.0,41.529998779296875,42.91999816894531,40.05205535888672,27515000,48.119998931884766,49.54999923706055,48.02000045776367,49.209999084472656,48.51381301879883,1185024,46.75,47.56999969482422,46.63999938964844,47.56999969482422,44.21528625488281,13013700,45.84000015258789,47.56999969482422,45.540000915527344,47.220001220703125,44.68165969848633,35447300,89.93000030517578,93.37999725341797,89.47000122070312,92.9000015258789,87.25386810302734,7707600,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,36.149662017822266,234428400,,,,,,,17.549999237060547,19.06999969482422,17.43000030517578,19.0,19.0,111878600,109.54000091552734,110.5999984741211,108.23999786376953,110.4800033569336,103.43238830566406,6293900,56.5,56.83000183105469,55.209999084472656,56.599998474121094,52.967620849609375,14177300
3,2019-01-07,127.62999725341797,128.35000610351562,126.80000305175781,127.01000213623047,119.51325225830078,8404700,67.37000274658203,68.61000061035156,67.01000213623047,68.44000244140625,68.44000244140625,4786900,101.5,104.94000244140625,99.29000091552734,104.41000366210938,104.41000366210938,2501900,101.63999938964844,103.2699966430664,100.9800033569336,102.05999755859375,99.28997039794922,35656100,30.729999542236328,31.270000457763672,30.420000076293945,30.889999389648438,26.27853012084961,41070900,178.13999938964844,181.8800048828125,178.13999938964844,180.22000122070312,170.63961791992188,3283000,42.86000061035156,43.650001525878906,42.7599983215332,43.209999084472656,40.32267761230469,19488100,49.459999084472656,50.310001373291016,49.43000030517578,49.720001220703125,49.0166015625,673971,47.56999969482422,47.75,46.900001525878906,46.95000076293945,43.639007568359375,13135500,47.099998474121094,48.0,46.75,47.439998626708984,44.889827728271484,22736800,92.80000305175781,95.22000122070312,92.36000061035156,94.5,88.75662994384766,5023900,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,36.0692024230957,219111200,,,,,,,19.440000534057617,20.68000030517578,19.0,20.56999969482422,20.56999969482422,107157000,110.01000213623047,110.37999725341797,108.6500015258789,109.52999877929688,102.5429916381836,5220300,56.38999938964844,57.15999984741211,55.95000076293945,56.439998626708984,52.817893981933594,12352000
4,2019-01-08,128.17999267578125,130.5,127.7300033569336,129.9600067138672,122.28913879394531,9351600,68.66999816894531,68.68000030517578,67.37000274658203,67.7699966430664,67.7699966430664,6052700,106.20999908447266,109.44999694824219,105.25,107.91999816894531,107.91999816894531,2402200,103.04000091552734,103.97000122070312,101.70999908447266,102.80000305175781,100.0098876953125,31514400,31.309999465942383,31.3799991607666,31.030000686645508,31.280000686645508,26.61031150817871,43567300,181.9600067138672,182.2899932861328,179.91000366210938,180.60000610351562,170.99945068359375,2941400,43.56999969482422,43.939998626708984,43.099998474121094,43.560001373291016,40.6492919921875,22071400,50.150001525878906,50.2599983215332,49.40999984741211,49.88999938964844,49.18419647216797,1033048,47.25,47.56999969482422,47.040000915527344,47.47999954223633,44.131629943847656,15420700,47.79999923706055,48.029998779296875,46.779998779296875,47.7400016784668,45.1737060546875,22749200,95.26000213623047,95.63999938964844,93.02999877929688,94.37999725341797,88.64391326904297,5863500,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,36.75679397583008,164101200,,,,,,,21.190000534057617,21.200000762939453,19.68000030517578,20.75,20.75,121271000,110.13999938964844,110.80000305175781,109.41999816894531,110.58000183105469,103.5260009765625,6407700,56.709999084472656,56.880001068115234,55.61000061035156,55.95000076293945,52.359336853027344,12110000
5,2019-01-09,129.8300018310547,130.24000549316406,128.3300018310547,128.92999267578125,121.31991577148438,7403500,68.6500015258789,68.66999816894531,67.12000274658203,67.72000122070312,67.72000122070312,4498600,108.69999694824219,109.58000183105469,107.19000244140625,107.45999908447266,107.45999908447266,1765800,103.86000061035156,104.87999725341797,103.23999786376953,104.2699966430664,101.43999481201172,32280800,30.8799991607666,30.8799991607666,29.969999313354492,30.100000381469727,26.030885696411133,44305300,180.55999755859375,180.89999389648438,179.19000244140625,180.2899932861328,170.70590209960938,2680700,43.869998931884766,43.869998931884766,43.16999816894531,43.31999969482422,40.42532730102539,22640000,49.810001373291016,50.130001068115234,49.31999969482422,49.93000030517578,49.223628997802734,658942,47.08000183105469,47.279998779296875,46.43000030517578,46.56999969482422,43.28580856323242,18032500,47.959999084472656,48.56999969482422,47.779998779296875,48.0099983215332,45.42918395996094,22554500,95.05000305175781,96.48999786376953,94.72000122070312,96.23999786376953,90.39087677001953,6909400,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,37.380985260009766,180396400,,,,,,,20.889999389648438,21.440000534057617,20.06999969482422,20.190000534057617,20.190000534057617,163944100,110.33000183105469,110.87000274658203,107.48999786376953,107.48999786376953,100.63312530517578,8521300,56.2599983215332,57.11000061035156,56.13999938964844,56.61000061035156,52.976985931396484,10971000
6,2019-01-10,127.69000244140625,129.88999938964844,127.69000244140625,129.7100067138672,122.05389404296875,6224400,67.44000244140625,68.86000061035156,67.22000122070312,67.95999908447266,67.95999908447266,3230800,106.62999725341797,110.43000030517578,106.19999694824219,110.0,110.0,1637200,103.22000122070312,103.75,102.37999725341797,103.5999984741211,100.78819274902344,30067600,30.049999237060547,30.479999542236328,29.81999969482422,30.399999618530273,26.29033088684082,32015600,179.83999633789062,181.8800048828125,179.32000732421875,181.5500030517578,171.89894104003906,2498500,43.11000061035156,43.290000915527344,42.58000183105469,43.2400016784668,40.350677490234375,23277600,48.68000030517578,49.119998931884766,48.5,49.099998474121094,48.405372619628906,1067160,46.65999984741211,47.09000015258789,46.34000015258789,47.06999969482422,43.750545501708984,15976600,47.75,48.650001525878906,47.40999984741211,48.560001373291016,45.949623107910156,27202600,95.76000213623047,97.94000244140625,95.47000122070312,97.72000122070312,91.78092956542969,6748500,38.125,38.49250030517578,37.71500015258789,38.45000076293945,37.500465393066406,143122800,,,,,,,19.760000228881836,19.829999923706055,18.899999618530273,19.739999771118164,19.739999771118164,115629400,107.41000366210938,108.33999633789062,107.36000061035156,108.1500015258789,101.25101470947266,7905000,56.189998626708984,56.9900016784668,56.099998474121094,56.79999923706055,53.15479278564453,10958200
7,2019-01-11,129.0,129.83999633789062,128.30999755859375,129.75,122.09152221679688,5300400,67.83000183105469,69.05999755859375,67.4000015258789,69.0,69.0,4177300,109.52999877929688,111.69000244140625,107.80000305175781,109.02999877929688,109.02999877929688,1840300,103.19000244140625,103.44000244140625,101.63999938964844,102.80000305175781,100.0098876953125,28314200,30.399999618530273,30.950000762939453,30.309999465942383,30.8700008392334,26.696794509887695,28933600,180.58999633789062,182.39999389648438,180.4600067138672,182.3699951171875,172.67535400390625,2348900,43.11000061035156,43.540000915527344,42.88999938964844,43.4900016784668,40.58396530151367,17378400,48.880001068115234,49.08000183105469,48.77000045776367,48.97999954223633,48.287071228027344,590950,47.290000915527344,47.36000061035156,46.970001220703125,47.34000015258789,44.00150680541992,11088600,48.099998474121094,49.290000915527344,48.04999923706055,48.93000030517578,46.29973602294922,21751300,97.02999877929688,99.06999969482422,96.80999755859375,98.58999633789062,92.5980453491211,4738800,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,37.13228988647461,108092800,,,,,,,19.469999313354492,20.350000381469727,19.190000534057617,20.270000457763672,20.270000457763672,85110800,107.86000061035156,108.5,107.63999938964844,108.16000366210938,101.26038360595703,5939000,56.470001220703125,58.16999816894531,56.33000183105469,57.5,53.80986022949219,12024300
8,2019-01-14,128.74000549316406,128.9600067138672,127.58999633789062,128.27999877929688,120.70829772949219,7374400,68.41000366210938,68.5199966430664,67.41999816894531,67.91000366210938,67.91000366210938,2691000,108.29000091552734,108.5,104.37000274658203,104.9800033569336,104.9800033569336,4607700,101.9000015258789,102.87000274658203,101.26000213623047,102.05000305175781,99.2802505493164,28437100,30.700000762939453,30.780000686645508,30.389999389648438,30.6200008392334,26.4805908203125,24468200,181.4199981689453,181.75,180.69000244140625,181.22000122070312,171.58648681640625,1886200,43.08000183105469,43.38999938964844,43.0,43.209999084472656,40.32267761230469,16243600,48.70000076293945,48.73759841918945,48.29999923706055,48.41999816894531,47.73499298095703,735886,47.25,47.400001525878906,46.9900016784668,47.150001525878906,43.824913024902344,11514300,48.459999084472656,48.83000183105469,48.29999923706055,48.349998474121094,45.75090789794922,19193900,97.30999755859375,97.81999969482422,95.98999786376953,96.33000183105469,90.47541046142578,5060100,37.712501525878906,37.817501068115234,37.30500030517578,37.5,36.57392120361328,129756800,,,,,,,19.959999084472656,20.6200008392334,19.75,20.229999542236328,20.229999542236328,71350200,107.8499984741211,107.95999908447266,106.95999908447266,107.31999969482422,100.4739761352539,5804600,57.02000045776367,57.650001525878906,56.369998931884766,57.29999923706055,53.622703552246094,9449400
